bulan,titik_lokasi,kecamatan,wilayah,panjang/luas,satuan_panjang/luas,tanggal,volume_sampah_perhari(m3)
10,Kali / Sungai Ciliwung Ruas Pintu Istiqlal,Gambir,Jakarta Pusat,700,m,1,1
10,Kali / Sungai Ciliwung Ruas jl Perwira,Gambir,Jakarta Pusat,800,m,1,1
10,Kali / Sungai Cideng Ruas Siantar,Gambir,Jakarta Pusat,900,m,1,1
10,Kali / Sungai Cideng Ruas Zainul Arifin,Gambir,Jakarta Pusat,950,m,1,1
10,Kali / Sungai Cideng Ruas Holand Bakeri,Gambir,Jakarta Pusat,950,m,1,1
10,Kali / Sungai Cideng Ruas Tarakan,Gambir,Jakarta Pusat,800,m,1,1
10,Kali / Sungai Cideng Ruas Jembatan MCDonald's,Gambir,Jakarta Pusat,1000,m,1,1
10,Kali / Sungai Cideng Ruas Pasar Thomas,Gambir,Jakarta Pusat,600,m,1,1
10,Kali / Sungai Cideng Ruas Taman Jati Baru,Gambir,Jakarta Pusat,600,m,1,1
10,Kali / Sungai Krukut Ruas Majapahit,Gambir,Jakarta Pusat,800,m,1,1
10,Kali / Sungai Krukut Ruas Merlyn Park,Gambir,Jakarta Pusat,800,m,1,1
10,Kali / Sungai Krukut Ruas Pembangunan,Gambir,Jakarta Pusat,600,m,1,1
10,Kali / Sungai Krukut Ruas Ketapang,Gambir,Jakarta Pusat,800,m,1,1
10,Kali / Sungai Duri Ruas Tanjung Selor,Gambir,Jakarta Pusat,500,m,1,1
10,Kali / Sungai Duri Ruas Rel Roxy,Gambir,Jakarta Pusat,500,m,1,1
10,Kali / Sungai Duri Ruas Pangkalan Bajaj,Gambir,Jakarta Pusat,500,m,1,1
10,Kali / Sungai BKB Ruas Kolong Flyover Tomang,Gambir,Jakarta Pusat,1500,m,1,-
10,Kali / Sungai BKB Ruas Jeling,Gambir,Jakarta Pusat,1000,m,1,-
10,Kali / Sungai BKB Ruas Setia Kawan ujung,Gambir,Jakarta Pusat,1000,m,1,-
10,PHB Citarum,Gambir,Jakarta Pusat,500,m,1,1
10,PHB Sangaji,Gambir,Jakarta Pusat,800,m,1,-
10,PHB Kesehatan,Gambir,Jakarta Pusat,700,m,1,1
10,PHB Abdul Muis,Gambir,Jakarta Pusat,1000,m,1,1
10,PHB Petojo,Gambir,Jakarta Pusat,500,m,1,1
10,PHB Budi Kemulian,Gambir,Jakarta Pusat,500,m,1,-
10,Emplasment Pompa Cideng,Gambir,Jakarta Pusat,4,M-,1,1
10,Kali / Sungai Sentiong Timah s/d Jiung,Kemayoran,Jakarta Pusat,700,m,1,2
10,Kali / Sungai Sentiong Jiung s/d P2SC,Kemayoran,Jakarta Pusat,900,m,1,2
10,Kali / Sungai Sentiong P2SC s/d Marto,Kemayoran,Jakarta Pusat,100,m,1,9
10,Kali Utan Kayu Gardu PLN,Kemayoran,Jakarta Pusat,1000,m,1,2
10,Kali Item Pintu Air Honda Ke Pom Bensin,Kemayoran,Jakarta Pusat,650,m,1,1
10,Kali Item Pom Bensin s/d Pompa Dempet,Kemayoran,Jakarta Pusat,750,m,1,2
10,Kali Item Dempet s/d Saringan,Kemayoran,Jakarta Pusat,1000,m,1,2
10,Kali Hutan Kayu Ruko ITC,Kemayoran,Jakarta Pusat,500,m,1,1
10,PHB Serdang I ( Pasar ),Kemayoran,Jakarta Pusat,300,m,1,1
10,PHB Serdang II,Kemayoran,Jakarta Pusat,1000,m,1,1
10,PHB Irian,Kemayoran,Jakarta Pusat,300,m,1,1
10,PHB 54 SMK,Kemayoran,Jakarta Pusat,300,m,1,1
10,PHB Pasar Nangka,Kemayoran,Jakarta Pusat,700,m,1,1
10,PHB Serdang 7,Kemayoran,Jakarta Pusat,300,m,1,1
10,Saringan P2SC. UPK BADAN AIR,Kemayoran,Jakarta Pusat,,,1,2
10,Kali / Sungai Ciliwung Emplasement PA Manggarai/Ratu Harhari Kuningan,Menteng,Jakarta Pusat,3500,m,1,12
10,Kali / Sungai Ciliwung Lama Menteri Sosial / Kali Matraman,Menteng,Jakarta Pusat,1000,m,1,1
10,Kali / Sungai Ciliwung Lama RSCM  Raden Saleh / Kali Matraman,Menteng,Jakarta Pusat,1000,m,1,1
10,Kali / Sungai Pintu air ujung rel menteng tanggulang,Menteng,Jakarta Pusat,300,m,1,-
10,Kali / Sungai Keroncong Rel  Mangunsakoro,Menteng,Jakarta Pusat,700,m,1,1
10,Kali / Sungai Surabaya Ruas Bengkel  kios Barang Antik,Menteng,Jakarta Pusat,1000,m,1,1
10,Kali / Sungai Sumenep Jl Soemerejo Sumenep,Menteng,Jakarta Pusat,500,m,1,-
10,Kali / Sungai Gresik Ruas Pos Polisi  Koramil Menteng,Menteng,Jakarta Pusat,1000,m,1,-
10,PHB Probolinggo,Menteng,Jakarta Pusat,300,m,1,1
10,PHB Penataran,Menteng,Jakarta Pusat,300,m,1,1
10,PHB Ampium,Menteng,Jakarta Pusat,300,m,1,1
10,PHB Anyer,Menteng,Jakarta Pusat,400,m,1,1
10,PHB Kroncong,Menteng,Jakarta Pusat,100,m,1,1
10,Situ Lembang,Menteng,Jakarta Pusat,14150,m-,1,1
10,PHB Cimandiri,Menteng,Jakarta Pusat,150,m,1,1
10,Saringan Sumenep. UPK BADAN AIR,Menteng,Jakarta Pusat,,,1,1
10,Kali / Sungai BKB Ciliwung Jembatan Jl Jendral Sudirman jembatan K.H Mas mansyur,Tanah Abang,Jakarta Pusat,1500,m,1,0
10,Kali / Sungai BKB Ciliwung Jembatan Jl.KH Mas Mansyur Jembatan Merah PLN Jl.Tenaga Listrik,Tanah Abang,Jakarta Pusat,1000,m,1,0
10,kali / Sungai BKB Ciliwung Pintu Air karet,Tanah Abang,Jakarta Pusat,1000,m,1,0
10,kali / Sungai BKB Ciliwung Petamburan,Tanah Abang,Jakarta Pusat,1500,m,1,4
10,kali / Sungai BKB Ciliwung Stasiun Tanah Abang,Tanah Abang,Jakarta Pusat,1000,m,1,-
10,Kali / Sungai Cideng BI,Tanah Abang,Jakarta Pusat,1000,m,1,1
10,Kali / Sungai Cideng kraton,Tanah Abang,Jakarta Pusat,1000,m,1,0
10,Kali / Sungai Cideng Kebon Kacang Gedung jaya,Tanah Abang,Jakarta Pusat,1000,m,1,0
10,Kali / Sungai Cideng DEPAG,Tanah Abang,Jakarta Pusat,1000,m,1,0
10,Kali / Sungai Gendong Grand Indonesia/Pintu Air Kebon KacangWaduk Melati,Tanah Abang,Jakarta Pusat,1000,m,1,1
10,Waduk Melati WM,Tanah Abang,Jakarta Pusat,6,m2,1,1
10,Kali / Sungai Krukut Atas Wisma sudirman,Tanah Abang,Jakarta Pusat,500,m,1,1
10,Kali / Sungai Krukut Atas Apt. Batavia jl mutiara,Tanah Abang,Jakarta Pusat,500,m,1,1
10,Kali / Sungai Krukut Atas karet Pasar Baru,Tanah Abang,Jakarta Pusat,500,m,1,-
10,Kali / Sungai Krukut Atas PAM Baru Jl. Pejompongan,Tanah Abang,Jakarta Pusat,500,m,1,1
10,Kali / Sungai Ciragil Jembatan Hotel Park Royal,Tanah Abang,Jakarta Pusat,2000,m,1,1
10,Kali / sungai Krukut Bawah Tenlist,Tanah Abang,Jakarta Pusat,1500,m,1,1
10,Kali / Sungai Krukut Bawah Sabeni,Tanah Abang,Jakarta Pusat,1500,m,1,1
10,Kali / Sungai Krukut Bawah Lontar Raya,Tanah Abang,Jakarta Pusat,1500,m,1,1
10,Kali / Sungai Krukut Bawah Pasar Tanah Abang,Tanah Abang,Jakarta Pusat,1500,m,1,1
10,kali / Sungai Grogol Senayan/Senayan City,Tanah Abang,Jakarta Pusat,1500,m,1,0
10,kali / Sungai Grogol Senayan/Hotel Mulya,Tanah Abang,Jakarta Pusat,1500,m,1,0
10,PHB Wisma Darmala jl. Jend Sudirman,Tanah Abang,Jakarta Pusat,700,m,1,0
10,PHB Abdul Jalil,Tanah Abang,Jakarta Pusat,12000,m,1,0
10,PHB Kampung Bali,Tanah Abang,Jakarta Pusat,2000,m,1,0
10,PHB Petamburan,Tanah Abang,Jakarta Pusat,1500,m,1,0
10,PHB Danau Poso,Tanah Abang,Jakarta Pusat,1500,m,1,0
10,PHB Fahrudin,Tanah Abang,Jakarta Pusat,900,m,1,0
10,PHB Jati Baru,Tanah Abang,Jakarta Pusat,1500,m,1,0
10,Kali / Sungai Ciliwung Gunung Sahari Jembatan Merah,Sawah Besar,Jakarta Pusat,600,m,1,2
10,Kali / Sungai Ciliwung Gunung Sahari Jl. Suratmo,Sawah Besar,Jakarta Pusat,1500,m,1,1
10,Kali / Sungai Anak Ciliwung Jl. Mangga Besar XIII,Sawah Besar,Jakarta Pusat,1000,m,1,1
10,Kali / Sungai Ciliwung Kota Pecenongan,Sawah Besar,Jakarta Pusat,300,m,1,1
10,Kali / Sungai Ciliwung Ps. Baru Yasbum,Sawah Besar,Jakarta Pusat,500,m,1,1
10,Kali / Sungai Ciliwung Jl. Antara  Pasar Baru Selatan Ps. Baru Jl. Antara,Sawah Besar,Jakarta Pusat,600,m,1,1
10,Kali / Sungai Ciliwung Kota Jl. Hayam Wuruk,Sawah Besar,Jakarta Pusat,300,m,1,1
10,Kali / Sungai Ciliwung Ps. Baru Golden Truly,Sawah Besar,Jakarta Pusat,400,m,1,1
10,Kali / Sungai Ciliwung Kota Jl. Ir. Juanda,Sawah Besar,Jakarta Pusat,300,m,1,1
10,Kali / Sungai Ciliwung Pangeran Jayakarta,Sawah Besar,Jakarta Pusat,600,m,1,1
10,PHB Rajawali Selatan,Sawah Besar,Jakarta Pusat,300,m,1,1
10,PHB Mangga Dua Abdad,Sawah Besar,Jakarta Pusat,400,m,1,1
10,PHB Mangga Dua Dalam,Sawah Besar,Jakarta Pusat,500,m,1,1
10,PHB Industri,Sawah Besar,Jakarta Pusat,200,m,1,1
10,PHB Panca Warna,Sawah Besar,Jakarta Pusat,500,m,1,1
10,PHB Dwi Warna,Sawah Besar,Jakarta Pusat,300,m,1,1
10,PHB Gunung Sahari 7A,Sawah Besar,Jakarta Pusat,200,m,1,1
10,PHB Kartini V,Sawah Besar,Jakarta Pusat,300,m,1,1
10,Kali Ciliwung Raden Saleh,Senen,Jakarta Pusat,1000,m,1,1
10,Kali Ciliwung Ruas Toko Gunung Agung/Kwitang,Senen,Jakarta Pusat,1000,m,1,4
10,Kali Ciliwung Ruas Kali Pasir,Senen,Jakarta Pusat,1000,m,1,1
10,Kali Sentiong samping BSI,Senen,Jakarta Pusat,1000,m,1,2
10,Kali Sentiong H. Murtado,Senen,Jakarta Pusat,1000,m,1,1
10,Kali / Sungai Sentiong  Paseban Timur,Senen,Jakarta Pusat,1500,m,1,2
10,Kali Lio,Senen,Jakarta Pusat,2000,m,1,1
10,PHB Kembang Pacar,Senen,Jakarta Pusat,2000,m,1,1
10,PHB Kembang Raya,Senen,Jakarta Pusat,2000,m,1,1
10,PHB Sedap Malam,Senen,Jakarta Pusat,2000,m,1,1
10,PHB Pal Putih,Senen,Jakarta Pusat,2000,m,1,1
10,PHB Pramuka,Senen,Jakarta Pusat,2000,m,1,-
10,PHB Perapatan Senen,Senen,Jakarta Pusat,2000,m,1,-
10,PHB Raden Saleh,Senen,Jakarta Pusat,2500,m,1,1
10,PHB Kwini,Senen,Jakarta Pusat,2000,m,1,1
10,PHB Wahidin,Senen,Jakarta Pusat,2000,m,1,1
10,PHB Kali Baru Timur,Senen,Jakarta Pusat,2000,m,1,1
10,Kali BKT Marunda Pintu Air Sekatan 1,Cilincing,Jakarta Utara,3500/70,,1,0
10,Kali BKT Marunda Pintu Air Sekatan 2,Cilincing,Jakarta Utara,1400/10,,1,0
10,Kali Cakung Drain Sekatan 1,Cilincing,Jakarta Utara,1100/10,,1,0
10,Kali Cakung Drain Sekatan 2,Cilincing,Jakarta Utara,1000/10,,1,0
10,Kali Muara Cakung Drain,Cilincing,Jakarta Utara,1000/10,,1,0
10,Kali Bangleo Kelurahan Kali Baru,Cilincing,Jakarta Utara,1000/10,,1,0
10,Kali Sengkang Kel. Kali Baru,Cilincing,Jakarta Utara,700/10,,1,0
10,Kali Sepatan,Cilincing,Jakarta Utara,3000/15,,1,0
10,Kali Gendong Ruas Rawa Malang,Cilincing,Jakarta Utara,2000/10',,1,0
10,Kali Gendong belakang TPU Budidarma,Cilincing,Jakarta Utara,2000/4',,1,4
10,Kali Gendong SDN 07,Cilincing,Jakarta Utara,,,1,0
10,Kali Gendong Pintu Air Bulak Cabe,Cilincing,Jakarta Utara,,,1,0
10,Kali Blencong Jl.Raya Cacing  Budi Darma,Cilincing,Jakarta Utara,,,1,0
10,Kali Bangleo Jl.Baru Tanah Merdeka  Saringan Arah Laut,Cilincing,Jakarta Utara,,,1,0
10,Kali Cakung Lama Orchad,Cilincing,Jakarta Utara,,,1,0
10,Kali Cakung Lama Griya Lestari,Cilincing,Jakarta Utara,,,1,0
10,Kali Cakung Lama Bambuan,Cilincing,Jakarta Utara,,,1,0
10,PHB Jalan Baru Kel. Kali Baru,Cilincing,Jakarta Utara,,,1,0
10,PHB Tanah Merdeka,Cilincing,Jakarta Utara,2000/6',,1,0
10,PHB Gang Sate,Cilincing,Jakarta Utara,2000/10',,1,0
10,PHB Dewa Ruci,Cilincing,Jakarta Utara,,,1,0
10,PHB Akses Cilincing Raya/Dewa Kembar,Cilincing,Jakarta Utara,,,1,0
10,PHB Pos 5,Cilincing,Jakarta Utara,2000/5',,1,0
10,PHB Sungai Begog,Cilincing,Jakarta Utara,,,1,0
10,PHB Pedongkelan,Cilincing,Jakarta Utara,,,1,0
10,PHB Akses Marunda,Cilincing,Jakarta Utara,Ha,,1,0
10,PHB KBN Bulog Aliran PT Komatsu,Cilincing,Jakarta Utara,,,1,0
10,PHB Depan KBN Bulog Akses Cacing Raya,Cilincing,Jakarta Utara,,,1,0
10,PHB Cacing Raya Aliran Sukapura,Cilincing,Jakarta Utara,,,1,0
10,PHB Gubuk Genteng,Cilincing,Jakarta Utara,,,1,0
10,PHB Yon Air,Cilincing,Jakarta Utara,,,1,0
10,PHB Progo,Cilincing,Jakarta Utara,,,1,0
10,PHB Armada Cakung Lama Kel. Sukapura,Cilincing,Jakarta Utara,,,1,0
10,PHB Betik,Cilincing,Jakarta Utara,,,1,0
10,PHB Pintu Dua Pegangsaan Kel. Sukapura,Cilincing,Jakarta Utara,2000/4',,1,0
10,Kali Srengseng Kampung Kurus Semper Barat,Cilincing,Jakarta Utara,,,1,0
10,PHB Serengseng Gereja Tugu Kel. Semper Barat,Cilincing,Jakarta Utara,,,1,0
10,PHB Pintu Air KBN Terusan Ak Cacing Raya,Cilincing,Jakarta Utara,,,1,0
10,PHB Kelurahan Cilincing,Cilincing,Jakarta Utara,,,1,0
10,PHB Serengseng Belakang Gereja HKI Akses Cacing Raya Kel. Semper Barat,Cilincing,Jakarta Utara,,,1,0
10,PHB Green Garden,Cilincing,Jakarta Utara,,,1,0
10,PHB Sungai Kendal,Cilincing,Jakarta Utara,,,1,1
10,PHB Sarang Bango,Cilincing,Jakarta Utara,,,1,0
10,PHB Marunda Baru,Cilincing,Jakarta Utara,,,1,2
10,PHB KBN Marunda,Cilincing,Jakarta Utara,,,1,0
10,PHB Regeh Marunda,Cilincing,Jakarta Utara,,,1,0
10,PHB Bendungan Marunda,Cilincing,Jakarta Utara,,,1,0
10,PHB KBN Marunda Pos 5,Cilincing,Jakarta Utara,,,1,0
10,PHB H. Tomplek,Cilincing,Jakarta Utara,,,1,0
10,PHB Karang Tengah,Cilincing,Jakarta Utara,,,1,0
10,PHB Babek TNI,Cilincing,Jakarta Utara,,,1,0
10,PHB Bambu Kuning,Cilincing,Jakarta Utara,,,1,0
10,PHB Danau Griya Lestari,Cilincing,Jakarta Utara,,,1,0
10,PHB Kampung Kandang,Cilincing,Jakarta Utara,,,1,0
10,PHB Akses Marunda Semper Timur,Cilincing,Jakarta Utara,,,1,0
10,PHB Taruna Kel. Sukapura,Cilincing,Jakarta Utara,,,1,0
10,PHB Irigasi 1,Cilincing,Jakarta Utara,,,1,0
10,PHB Irigasi 2,Cilincing,Jakarta Utara,,,1,0
10,PHB Irigasi 3,Cilincing,Jakarta Utara,,,1,0
10,PHB Samping SMP 200 Rorotan,Cilincing,Jakarta Utara,,,1,0
10,Kali BKT Marunda Muara Kali Poncol,Cilincing,Jakarta Utara,,,1,0
10,PHB Kampung Rawa Malang Kel. Semper Timur,Cilincing,Jakarta Utara,,,1,0
10,PHB Bea Cukai Kel. Sukapura,Cilincing,Jakarta Utara,,,1,0
10,Kali Srengseng Jembatan SMP 231 Kel. Semper Barat,Cilincing,Jakarta Utara,,,1,0
10,Kali Sepatan Akses Cacing Raya Kel. Rorotan,Cilincing,Jakarta Utara,,,1,0
10,PHB Kebantenan,Cilincing,Jakarta Utara,,,1,0
10,PHB Pure Dewaruci Kel. Semper Barat,Cilincing,Jakarta Utara,,,1,0
10,PHB Gang Macan Kel. Kalibaru,Cilincing,Jakarta Utara,,,1,0
10,PHB Gubug Genteng Kampung Kandang,Cilincing,Jakarta Utara,,,1,0
10,PHB Gading Griya Lestari Kel. Sukapura,Cilincing,Jakarta Utara,,,1,0
10,PHB Progo Belakang Rumah Sakit Dinas LH Kel. Semper Barat,Cilincing,Jakarta Utara,,,1,0
10,PHB Jl Bakti V Kel. Cilincing,Cilincing,Jakarta Utara,,,1,0
10,PHB Grandong Jl Bakti VI Samping Kantor Kel. Cilincing,Cilincing,Jakarta Utara,,,1,0
10,PHB Rorotan Kandang Sapi Kel. Rorotan,Cilincing,Jakarta Utara,,,1,0
10,Kali Gendong Rusun Cilincing,Cilincing,Jakarta Utara,,,1,0
10,Kali Gendong Kampung Sawah,Cilincing,Jakarta Utara,,,1,0
10,PHB Cabang 4,Cilincing,Jakarta Utara,,,1,0
10,PHB ARMAIN,Cilincing,Jakarta Utara,,,1,1
10,PHB Nagrak Rusun,Cilincing,Jakarta Utara,,,1,0
10,PHB Alwathoniyah Kel. Rorotan,Cilincing,Jakarta Utara,,,1,0
10,PHB Karang Anyar,Cilincing,Jakarta Utara,,,1,0
10,PHB Green Garden Samping Rusun Padat Karya,Cilincing,Jakarta Utara,,,1,0
10,Waduk Kodamar,Kelapa Gading,Jakarta Utara,Ha,,1,0
10,Kali Sunter MOI,Kelapa Gading,Jakarta Utara,,,1,0
10,Kali Sunter Depan Kodamar,Kelapa Gading,Jakarta Utara,,,1,1
10,Kali Sunter Pintu Air 8,Kelapa Gading,Jakarta Utara,,,1,0
10,Kali Sunter Printis (Jembatan Goro),Kelapa Gading,Jakarta Utara,,,1,2
10,Kali Sunter Lantamal,Kelapa Gading,Jakarta Utara,,,1,2
10,Kali Gading Kirana,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Kirana Utara,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Mediterania,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB BGR (Pistol Silang),Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Taman Pegangsaan II (TPI),Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Perumahan ARCADIA,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Balai Samudera/Saringan,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Grande Pintu 2,Kelapa Gading,Jakarta Utara,,,1,1
10,PHB Don Bosco,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Flay Over Kelapa Gading Depan TPI,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Hyper Mart,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Kelapa Lilin,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Sunter Perintis Pospol,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Sunter Perintis Saringan,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Komplek Perumahan Gading Residence,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Kali Betik RW 017. Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Pos Pomal Kel. Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB RW 018 Aliran Kali Betik Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Arcadia Kelapa Puan Kel.Pegangsaan Dua,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Kelapa Puan RW 12 Perumahan Arcadia,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Kali Gendong Bypass Depan Komplek,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Warung Jengkol Kel.Pegangsaan Dua,Kelapa Gading,Jakarta Utara,,,1,0
10,Kali Sunter Perintis Pompa Ria Rio,Kelapa Gading,Jakarta Utara,,,1,0
10,Kali Jembatan Mesjid Lantamal,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Mawar Saron,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Saringan IKIP,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Depan Gereja Yakobus,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Kepu Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Pondok Gading Rw 16 Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Janur Elok,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Tarian Raya Perbatasan Antara Kel. Kelapa Gading Timur dan Pegangsaan Dua,Kelapa Gading,Jakarta Utara,,,1,1
10,PHB Asri Kel. Kelapa Gading Barat Kec. Kelapa Gading,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Tarian Raya Gading Timur,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Kali Gendong Artha Gading,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Petukangan Lama,Kelapa Gading,Jakarta Utara,,,1,1
10,PHB Harmoni,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Boulevard Selatan,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Crossing Kali Item,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Fly Over Don Bosco,Kelapa Gading,Jakarta Utara,,,1,0
10,PHB Kali Gendong Depan MOI Kel. Klp Gading Barat,Kelapa Gading,Jakarta Utara,,,1,0
10,Saringan Sampah Pulomas,Kelapa Gading,Jakarta Utara,,,1,0
10,Saringan Sampah IKIP,Kelapa Gading,Jakarta Utara,,,1,1
10,Kali Sunter Jl.Yos Sudarso Artha Gading  Jembatan Plumpang,Koja,Jakarta Utara,,,1,1
10,Kali Betik Rawa Sengon Jembatan Pertamina,Koja,Jakarta Utara,,,1,0
10,Kali Sunter Jembatan Plumpang  Jembatan Baru,Koja,Jakarta Utara,,,1,1
10,Kali Sunter Jembatan Baru  Jembatan Jalan Deli,Koja,Jakarta Utara,,,1,0
10,Kali Betik Rawa Sengon Jembatan Besi,Koja,Jakarta Utara,,,1,0
10,Kali Betik Jembatan Besi  Pasar Tradisional,Koja,Jakarta Utara,,,1,0
10,Kali Lagoa Kanal  Pocis,Koja,Jakarta Utara,,,1,1
10,Pompa Waduk Rawa Badak,Koja,Jakarta Utara,hektar,,1,0
10,Waduk Rawa Badak,Koja,Jakarta Utara,Hektar,,1,1
10,PHB Bendungan Melayu,Koja,Jakarta Utara,,,1,0
10,Kali Betik Villa Permata Gading Rw.04 Kel.Tugu Selatan,Koja,Jakarta Utara,,,1,0
10,PHB Kali Betik Depan Stadion Tugu. Kel. Tugu Selatan,Koja,Jakarta Utara,,,1,0
10,Kali Betik Villa Permata. Jembatan Tanah Merah Atas,Koja,Jakarta Utara,,,1,0
10,PHB Lagoa Sindang,Koja,Jakarta Utara,,,1,0
10,PHB Kali Layar  Komplek BPP,Koja,Jakarta Utara,,,1,1
10,PHB Mayangsari,Koja,Jakarta Utara,,,1,0
10,PHB Rawa Badak Utara,Koja,Jakarta Utara,,,1,0
10,PHB Jl. Deli Lorong 22,Koja,Jakarta Utara,,,1,0
10,PHB YOS Sudarso sisi Timur,Koja,Jakarta Utara,,,1,0
10,PHB Kali Gendong Sunter,Koja,Jakarta Utara,,,1,0
10,PHB Kali Sepak,Koja,Jakarta Utara,,,1,0
10,PHB Maja  Sakura,Koja,Jakarta Utara,,,1,0
10,PHB Lagoa,Koja,Jakarta Utara,,,1,0
10,PHB Lorong 104,Koja,Jakarta Utara,,,1,0
10,PHB Pinang,Koja,Jakarta Utara,,,1,0
10,PHB Saluran Waduk Sunter III,Koja,Jakarta Utara,,,1,0
10,PHB Mawar Dalam Kel. Tugu Utara,Koja,Jakarta Utara,,,1,0
10,PHB Walangsari Kel. Tugu Utara,Koja,Jakarta Utara,,,1,0
10,PHB Lontar,Koja,Jakarta Utara,,,1,0
10,PHB Gading Asri,Koja,Jakarta Utara,,,1,0
