Tahun,Province,temperature_2m_mean (°C),rain_sum (mm)
2021,Kalimantan Timur,26.24885837808219,7.575890376493151
2021,Kalimantan Utara,24.088139279452054,10.567123349726028
2021,Kepulauan Bangka Belitung,26.393732813698627,8.50767126219178
2021,Kepulauan Riau,26.8760272739726,7.533698589726028
2021,Lampung,26.116449605479453,6.478630130465754
2021,Maluku,22.813869969863013,11.390958888164382
2021,Maluku Utara,24.46328768219178,16.584383723835614
2021,Nusa Tenggara Barat,24.876301375342464,6.851506929041095
2021,Nusa Tenggara Timur,26.210479767123285,5.942465756273973
2021,Papua,20.29382419452055,30.914246611506847
2021,Papua Barat,21.522477128767125,15.688767196684932
2021,Riau,26.22607286849315,6.066849347178081
2021,Sulawesi Barat,16.540958894520546,12.398356154465752
2021,Sulawesi Selatan,24.53482884931507,10.36082189819178
2021,Sulawesi Tengah,18.927351528767122,17.74054808958904
2021,Sulawesi Tenggara,25.681906164383562,9.566849357999999
2021,Sulawesi Utara,25.270114284931505,7.922465786082192
2021,Sumatera Barat,23.59910951780822,5.863287616849315
2021,Sumatera Selatan,26.220799002739724,6.263561651397261
2021,Sumatera Utara,20.04235160547945,8.390684886465754
2021,Yogyakarta,25.27635837808219,6.361095891178082
2022,Aceh,21.115137002739726,10.742191852438356
2022,Bali,24.23352727945205,10.048493324164383
2022,Banten,25.620741917808218,8.96630138539726
2022,Bengkulu,25.714337805479452,7.492054860383561
2022,Gorontalo,22.860376679452056,15.535890705534246
2022,Jakarta Raya,26.2606849369863,5.7186301927397265
2022,Jambi,26.15929229041096,7.056712397753425
2022,Jawa Barat,19.992659909589044,11.387671514931506
2022,Jawa Tengah,25.034942852054794,7.423561616520548
2022,Jawa Timur,25.92054791780822,6.025205534465753
2022,Kalimantan Barat,25.590742005479452,9.137534235452055
2022,Kalimantan Selatan,24.903013698630136,8.135616438356164
2022,Kalimantan Tengah,26.049200945205477,9.449589067041096
2022,Kalimantan Timur,26.279999923287672,7.89506857120548
2022,Kalimantan Utara,24.00042241369863,11.110136984383562
2022,Kepulauan Bangka Belitung,26.359486295890413,9.67095898679452
2022,Kepulauan Riau,26.86082186849315,9.641369942465754
2022,Lampung,26.07149538630137,8.071780791890411
2022,Maluku,22.832887997260272,10.74438379950685
2022,Maluku Utara,24.410308049315066,15.959452088027396
2022,Nusa Tenggara Barat,24.780947339726026,6.967945340821918
2022,Nusa Tenggara Timur,25.72833321369863,6.230137066000001
2022,Papua,20.462203210958904,24.207123178356166
2022,Papua Barat,21.472305967123287,15.41534253989041
2022,Riau,26.144109361643835,7.096712392438356
2022,Sulawesi Barat,16.49896115890411,11.83479468339726
2022,Sulawesi Selatan,24.523641534246575,10.821918100931507
2022,Sulawesi Tengah,18.809349339726026,19.03479478539726
2022,Sulawesi Tenggara,25.609314928767123,9.195068612547946
2022,Sulawesi Utara,25.230410926027396,8.651506886136985
2022,Sumatera Barat,23.747728367123287,6.234246560904109
2022,Sumatera Selatan,26.069326323287672,7.255616451835617
2022,Sumatera Utara,20.008561673972604,9.095616603452054
2022,Yogyakarta,25.06412096438356,6.193150586328767
