No,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
4679,1106 101 2021 011 25 1,1106,25/11/21,BANJIR,ACEH TENGAH,ACEH,Dokumentasi,"Dipicu curah hujan yg tinggi semalah, sekira pukul 20.40 WIB, menyebabkan sungai Kuyun Lah meluap dan merusak jembatan plat besi dan sawah serta rumah masyarakat",0,0,0,0,8,1
4680,3324 101 2021 011 25 1,3324,25/11/21,BANJIR,KENDAL,JAWA TENGAH,Dokumentasi,Hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kabupaten Kendal bagian selatan yang menjadi Hulu dari beberapa aliran sungai terutama Daerah aliran Sungai Blukar dengan Tinggi muka air mencapai 200 cm di bendung Sojomerto mengakibatkan beberapa rumah warga dan ladang milik warga yang berada di bantaran sungai terdampak limpasan.,0,0,0,0,0,0
4681,3215 101 2021 011 25 1,3215,25/11/21,BANJIR,KARAWANG,JAWA BARAT,Dokumentasi, Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya sungai Cikaranggelam,0,0,0,0,140,0
4682,1804 105 2021 011 25 1,1804,25/11/21,PUTING BELIUNG,LAMPUNG TIMUR,LAMPUNG,Dokumentasi, Dipicu akibat hujan dengan intensitas lebat dan disertai angin kencang yang mengakibatkan pohon tumbang dan menimpa beberapa rumah warga,0,0,0,8,0,0
4683,3514 101 2021 011 25 1,3514,25/11/21,BANJIR,PASURUAN,JAWA TIMUR,Dokumentasi,hujan dengan intensitas sedang hingga lebat,0,0,0,2,100,0
4684,6311 101 2021 011 25 1,6311,25/11/21,BANJIR,BALANGAN,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,675,0
4685,1808 105 2021 011 25 1,1808,25/11/21,PUTING BELIUNG,TULANG BAWANG,LAMPUNG,Dokumentasi,Belum Diketahui,0,0,0,25,0,0
4686,3520 102 2021 011 24 1,3520,24/11/21,TANAH LONGSOR,MAGETAN,JAWA TIMUR,Dokumentasi, Dipicu akibat struktur tanah yang labil dan diguyur hujan dengan intensitas sedang hingga tinggi dan mengakibatkan tebing dengan tinggi 100 m dan lebar 20 m mengalami longsor dan menimpa 2 unit rumah,0,0,0,2,0,0
4687,3308 105 2021 011 24 1,3308,24/11/21,PUTING BELIUNG,MAGELANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4688,1106 101 2021 011 24 1,1106,24/11/21,BANJIR,ACEH TENGAH,ACEH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4689,3514 105 2021 011 24 1,3514,24/11/21,PUTING BELIUNG,PASURUAN,JAWA TIMUR,Dokumentasi, Dipicu akibat angin kencang disertai hujan dengan intensitas lebat di kawasan Kec. Lumbung,0,0,0,0,0,1
4690,7209 105 2021 011 24 1,7209,24/11/21,PUTING BELIUNG,TOJO UNA-UNA,SULAWESI TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4691,3527 105 2021 011 24 1,3527,24/11/21,PUTING BELIUNG,SAMPANG,JAWA TIMUR,Dokumentasi,Dipicu curah hujan yang tinggi disertai angin kencang,0,0,0,0,0,0
4692,7209 105 2021 011 24 1,7209,24/11/21,PUTING BELIUNG,TOJO UNA-UNA,SULAWESI TENGAH,Dokumentasi,Belum Diketahui,1,0,0,0,0,0
4693,6301 107 2021 011 24 1,6301,24/11/21,KEBAKARAN HUTAN DAN LAHAN,TANAH LAUT,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4694,3509 105 2021 011 24 1,3509,24/11/21,PUTING BELIUNG,JEMBER,JAWA TIMUR,Dokumentasi,Dipicu curah hujan yang tinggi disertai angin kencang,0,0,0,0,0,2
4695,3513 102 2021 011 24 1,3513,24/11/21,TANAH LONGSOR,PROBOLINGGO,JAWA TIMUR,Dokumentasi,Dipicu curah hujan yang tinggi,0,0,0,0,0,0
4696,3376 101 2021 011 23 1,3376,24/11/21,BANJIR,KOTA TEGAL,JAWA TENGAH,Dokumentasi, Dipicu akibat hujan dengan intensitas tinggi di wilayah Kota Tegal dan daerah pemukiman yang merupakan cekungan,0,0,0,0,3910,0
4697,1111 101 2021 011 24 1,1111,24/11/21,BANJIR,ACEH UTARA,ACEH,Dokumentasi, Dipicu akibat hujan dengan intensitas lebat yang melanda Kabupaten Aceh Utara dan menyebabkan meluapnya air Sungai Krueng Jambo Aye masuk ke pemukiman warga,0,0,0,0,182,0
4698,3503 102 2021 011 24 1,3503,24/11/21,TANAH LONGSOR,TRENGGALEK,JAWA TIMUR,Dokumentasi, Dipicu akibat hujan dengan intensitas tinggi yang terjadi di wilayah Kabupaten Trenggalek dan tanah yang labil sehingga terjadi longsor,0,0,0,1,0,0
4699,3271 105 2021 011 24 1,3271,24/11/21,PUTING BELIUNG,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4700,7408 101 2021 011 24 1,7408,24/11/21,BANJIR,KOLAKA UTARA,SULAWESI TENGGARA,Dokumentasi,Belum Diketahui,4,0,0,0,0,0
4701,3601 101 2021 011 23 1,3601,23/11/21,BANJIR,PANDEGLANG,BANTEN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4702,6303 107 2021 011 23 1,6303,23/11/21,KEBAKARAN HUTAN DAN LAHAN,BANJAR,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4703,3202 102 2021 011 23 1,3202,23/11/21,TANAH LONGSOR,SUKABUMI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4704,6309 102 2021 011 23 1,6309,23/11/21,TANAH LONGSOR,TABALONG,KALIMANTAN SELATAN,Dokumentasi,Dipicu curah hujan yang tinggi disertai kondisi tanah yang labil,0,0,0,1,0,0
4705,7403 105 2021 011 23 1,7403,23/11/21,PUTING BELIUNG,KONAWE,SULAWESI TENGGARA,Dokumentasi,Dipicu hujan dengan intensitas ringan disertai petir dan angin kencang,0,0,2,3,0,0
4706,3210 105 2021 011 23 1,3210,23/11/21,PUTING BELIUNG,MAJALENGKA,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4707,3304 105 2021 011 23 1,3304,23/11/21,PUTING BELIUNG,BANJARNEGARA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4708,3514 102 2021 011 23 1,3514,23/11/21,TANAH LONGSOR,PASURUAN,JAWA TIMUR,Dokumentasi,"Dipicu hujan dengan intensitas sedang hingga tinggi yang mengguyur wilayah Kab. Pasuruan disertai kondisi tanah yang labil pada Selasa, 23 November 2021 pukul 16.00 WIB",0,0,0,1,0,0
4709,1971 101 2021 011 23 1,1971,23/11/21,BANJIR,KOTA PANGKALPINANG,KEPULAUAN BANGKA BELITUNG,Dokumentasi,Dipicu oleh hujan dengan intensitas lebat di wilayah Kota Pangkal Pinang  pada pukul 14.30 WIB,0,0,0,0,0,0
4710,1212 102 2021 011 23 1,1212,23/11/21,TANAH LONGSOR,DELI SERDANG,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,0,10,0,0
4711,6304 107 2021 011 23 1,6304,23/11/21,KEBAKARAN HUTAN DAN LAHAN,BARITO KUALA,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4712,3201 105 2021 011 23 1,3201,23/11/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Dipicu oleh angin kencang yang terjadi di wilayah Kab. Bogor dan mengakibatkan 1 buah pohon tumbang dan menimpa 2 unit rumah,0,0,0,2,0,0
4713,3602 102 2021 011 23 1,3602,23/11/21,TANAH LONGSOR,LEBAK,BANTEN,Dokumentasi,Dipicu hujan deras disertai angin kencang dan struktur tanah yang labil,0,0,8,9,0,1
4714,3172 105 2021 011 23 1,3172,23/11/21,PUTING BELIUNG,KOTA JAKARTA TIMUR,DKI JAKARTA,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
4715,3601 105 2021 011 23 1,3601,23/11/21,PUTING BELIUNG,PANDEGLANG,BANTEN,Dokumentasi,"Dipicu oleh angin kencang terjadi di wilayah Kabupaten Pandeglang dan menyebabkan pohon tumbang pada hari Selasa, 23 November 2021 Pukul 17.00 WIB",0,0,0,15,0,0
4716,6471 102 2021 011 23 1,6471,23/11/21,TANAH LONGSOR,KOTA BALIKPAPAN,KALIMANTAN TIMUR,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
4717,3202 102 2021 011 23 1,3202,23/11/21,TANAH LONGSOR,SUKABUMI,JAWA BARAT,Dokumentasi, Dipicu akibat hujan dengan intensitas lebat dengan durasi yang cukup lama di wilayah Kab. Sukabumi,0,0,0,1,0,0
4718,3601 102 2021 011 23 1,3601,23/11/21,TANAH LONGSOR,PANDEGLANG,BANTEN,Dokumentasi, Hujan dengan intensitas tinggi disertai dengan tanah yang labil,0,0,0,10,0,0
4719,3210 102 2021 011 23 1,3210,23/11/21,TANAH LONGSOR,MAJALENGKA,JAWA BARAT,Dokumentasi, Dipicu akibat hujan dengan intensitas tinggi yang terjadi di wilayah Kabupaten Majalengka dan akibat dari tanah yang labil,0,0,0,1,0,0
4720,1275 101 2021 011 23 1,1275,23/11/21,BANJIR,KOTA MEDAN,SUMATERA UTARA,Dokumentasi,"Dipicu curah hujan yang tinggi sehingga mengakibatkan luapan drainase air pada hari Selasa, 23 November 2021, Pkl. 20:30 WIB",0,0,0,0,634,0
4721,3202 102 2021 011 23 1,3202,23/11/21,TANAH LONGSOR,SUKABUMI,JAWA BARAT,Dokumentasi,Dipicu hujan dengan intensitas tinggi,0,0,1,2,0,0
4722,1113 102 2021 011 22 1,1113,23/11/21,TANAH LONGSOR,GAYO LUES,ACEH,Dokumentasi," Dipicu hujan deras yang mengguyur Kab. Gayo Lues sejak Senin, 22 November 2021 dan pada pukul 22.00 WIB terjadi longsor di lintas Kec. Rakib Gaib dan Kec. Pantan Cuaca",2,0,0,0,0,0
4723,3208 102 2021 011 23 1,3208,23/11/21,TANAH LONGSOR,KUNINGAN,JAWA BARAT,Dokumentasi, Dipicu akibat hujan dengan intensitas lebat dan struktur tanah yang labil dan terjadi pergerakan tanah dan menyebabkan rumah rusak,0,0,0,1,0,0
4724,3504 102 2021 011 23 1,3504,23/11/21,TANAH LONGSOR,TULUNGAGUNG,JAWA TIMUR,Dokumentasi,Dipicu curah hujan yang tinggi disertai kondisi tanah yang labil,0,0,0,2,0,0
4725,3202 101 2021 011 23 1,3202,23/11/21,BANJIR,SUKABUMI,JAWA BARAT,Dokumentasi,Dipicu hujan dengan intensitas tinggi dan meluapnya sungai Cikalong,0,0,0,0,0,2
4726,3201 105 2021 011 23 1,3201,23/11/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi, Dipicu akibat angin kencang yang terjadi di wilayah,0,0,0,1,0,0
4727,3210 105 2021 011 23 1,3210,23/11/21,PUTING BELIUNG,MAJALENGKA,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4728,3503 102 2021 011 23 1,3503,23/11/21,TANAH LONGSOR,TRENGGALEK,JAWA TIMUR,Dokumentasi, Dipicu curah hujan yang tinggi disertai kondisi tanah yang labil,0,0,0,0,0,0
4729,5102 105 2021 011 19 1,5102,23/11/21,PUTING BELIUNG,TABANAN,BALI,Dokumentasi, Dipicu akibat struktur tanah yang labil disertai hujan dengan intensitas sedang hingga lebat yang terjadi di wilayah Kab. Tabanan dan mengakibatkan tanah longsor dan menimpa bagian rumah warga,0,0,1,1,0,0
4730,1105 101 2021 011 23 1,1105,23/11/21,BANJIR,ACEH TIMUR,ACEH,Dokumentasi,Dipicu curah hujan yang tinggi,0,0,0,0,73,0
4731,6306 107 2021 011 23 1,6306,23/11/21,KEBAKARAN HUTAN DAN LAHAN,HULU SUNGAI SELATAN,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4732,3312 102 2021 011 23 1,3312,23/11/21,TANAH LONGSOR,WONOGIRI,JAWA TENGAH,Dokumentasi,Dipicu curah hujan yang tinggi disertai kondisi tanah yang labil,0,0,0,1,0,0
4733,3604 105 2021 011 23 1,3604,23/11/21,PUTING BELIUNG,SERANG,BANTEN,Dokumentasi,Dipicu curah hujan yang tinggi disertai angin kencang,0,0,0,3,0,0
4734,3201 105 2021 011 23 1,3201,23/11/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi, Dipicu akibat angin kencang di wilayah Kab. Bogor dan mengakibatkan pohon tumbang dan menimpa rumah warga,0,0,0,1,0,0
4735,1107 105 2021 011 21 1,1107,22/11/21,PUTING BELIUNG,ACEH BARAT,ACEH,Dokumentasi, Bencana angin kencang terjadi minggu (21/11/2021) sore sekitar jam 17.00 WIB,0,0,0,1,0,0
4736,3208 102 2021 011 22 1,3208,22/11/21,TANAH LONGSOR,KUNINGAN,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
4737,3514 105 2021 011 22 1,3514,22/11/21,PUTING BELIUNG,PASURUAN,JAWA TIMUR,Dokumentasi, Dipicu hujan dengan intensitas tinggi disertai angin kencang dan kondisi tanah yang labil,0,0,0,0,0,0
4738,3327 101 2021 011 23 1,3327,22/11/21,BANJIR,PEMALANG,JAWA TENGAH,Dokumentasi,Dipicu hujan dengan intensitas sedang-tinggi pada 22 November 2021 sekitar pukul 22.00 WIB s/d pukul 06.00 WIB sehingga terjadi luapan luapan Kali Rambut dan terjadi banjir,0,0,0,0,987,0
4739,3208 102 2021 011 22 1,3208,22/11/21,TANAH LONGSOR,KUNINGAN,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4740,3313 105 2021 011 22 1,3313,22/11/21,PUTING BELIUNG,KARANGANYAR,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
4741,3375 101 2021 011 22 1,3375,22/11/21,BANJIR,KOTA PEKALONGAN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4742,3328 101 2021 011 23 1,3328,22/11/21,BANJIR,TEGAL,JAWA TENGAH,Dokumentasi,"Dipicu curah hujan yang tinggi mengakibatkan meluapnya Sungai Cacaban, Sungai Rambut, Sungai kemiri, Sungai Pekijing, Sungai Siwarak pada hari Senin, 22 November 2021, Pkl. 23.30 WIB",0,0,0,0,1564,0
4743,6301 107 2021 011 22 1,6301,22/11/21,KEBAKARAN HUTAN DAN LAHAN,TANAH LAUT,KALIMANTAN SELATAN,Dokumentasi, Dalam penyelidikan,0,0,0,0,0,0
4744,3211 102 2021 011 22 1,3211,22/11/21,TANAH LONGSOR,SUMEDANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
4745,6306 107 2021 011 22 1,6306,22/11/21,KEBAKARAN HUTAN DAN LAHAN,HULU SUNGAI SELATAN,KALIMANTAN SELATAN,Dokumentasi, Dalam penyelidikan,0,0,0,0,0,0
4746,3401 102 2021 011 22 1,3401,22/11/21,TANAH LONGSOR,KULONPROGO,DI YOGYAKARTA,Dokumentasi,Terjadi hujan dengan itensitas tinggi menyebabkan tanah longsor menimpa  rumah. . Kejadian pukul 14:00 WIB,0,0,0,2,0,0
4747,3573 102 2021 011 22 1,3573,22/11/21,TANAH LONGSOR,KOTA MALANG,JAWA TIMUR,Dokumentasi,Dipicu curah hujan yang tinggi mengakibatkan kebocoran pipa saluran pembuangan limbah rumah tangga yang berada dalam tanah. Hal ini menyebabkan air masuk dalam tanah dan secara akumulasi membentuk jalur gelincir pada tanah sehingga menyebabkan tanah menjadi gembur dan labil.,0,0,1,0,0,0
4748,6303 107 2021 011 22 1,6303,22/11/21,KEBAKARAN HUTAN DAN LAHAN,BANJAR,KALIMANTAN SELATAN,Dokumentasi, Dalam penyelidikan,0,0,0,0,0,0
4749,3204 101 2021 011 22 1,3204,22/11/21,BANJIR,BANDUNG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,3,0
4750,3374 105 2021 011 22 1,3374,22/11/21,PUTING BELIUNG,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4751,3208 102 2021 011 22 1,3208,22/11/21,TANAH LONGSOR,KUNINGAN,JAWA BARAT,Dokumentasi,"Dipicu hujan intensitas lebat pada hari Senin, 22 November 2021 Pukul 14.00 WIB s.d 03.00 WIB mengakibatkan TPT sungai Cpedak longsor dan mengancam rumah serta sekolah",0,0,0,0,0,0
4752,1114 101 2021 011 21 1,1114,21/11/21,BANJIR,ACEH TAMIANG,ACEH,Dokumentasi,Belum Diketahui,0,0,0,0,4,0
4753,3202 102 2021 011 21 1,3202,21/11/21,TANAH LONGSOR,SUKABUMI,JAWA BARAT,Dokumentasi, Dipicu hujan dengan intensitas tinggi disertai kondisi tanah yang labil mengakibatkan longsoran tebing,1,0,0,0,0,0
4754,1219 101 2021 011 22 1,1219,21/11/21,BANJIR,BATU BARA,SUMATERA UTARA,Dokumentasi,Dipicu curah hujan yang tinggi dan Air kiriman dari kab. Simalungun.,0,0,0,0,278,0
4755,3507 102 2021 011 21 1,3507,21/11/21,TANAH LONGSOR,MALANG,JAWA TIMUR,Dokumentasi,Dipicu curah hujan yang tinggi disertai kondisi tanah yang labil,0,0,0,0,0,0
4756,3202 102 2021 011 21 1,3202,21/11/21,TANAH LONGSOR,SUKABUMI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,1,0,0,1
4757,7318 102 2021 011 21 1,7318,21/11/21,TANAH LONGSOR,TANA TORAJA,SULAWESI SELATAN,Dokumentasi, Hujan dengan intensitas tinggi diatas normal mengakibatkan terjadinya longsor,0,0,0,1,0,0
4758,1502 105 2021 011 21 1,1502,21/11/21,PUTING BELIUNG,MERANGIN,JAMBI,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4759,7318 101 2021 011 21 1,7318,21/11/21,BANJIR,TANA TORAJA,SULAWESI SELATAN,Dokumentasi,Dipicu curah hujan yang tinggi dan meluapnya saluran air irigasi,0,0,0,0,0,0
4760,7318 102 2021 011 21 1,7318,21/11/21,TANAH LONGSOR,TANA TORAJA,SULAWESI SELATAN,Dokumentasi,Dipicu oleh hujan dengan intensitas tinggi diatas normal mengakibatkan terjadinya longsor,0,0,0,0,0,1
4761,6405 107 2021 011 21 1,6405,21/11/21,KEBAKARAN HUTAN DAN LAHAN,BERAU,KALIMANTAN TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4762,5310 101 2021 011 21 1,5310,21/11/21,BANJIR,SIKKA,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,118,0
4763,3202 102 2021 011 21 1,3202,21/11/21,TANAH LONGSOR,SUKABUMI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,1
4764,3309 102 2021 011 21 1,3309,21/11/21,TANAH LONGSOR,BOYOLALI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4765,3203 102 2021 011 21 1,3203,21/11/21,TANAH LONGSOR,CIANJUR,JAWA BARAT,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil mengakibatkan longsoran dan mengenai warga yang sedang melakukan perbaikan saluran irigasi,0,0,16,0,0,0
4766,1212 102 2021 011 21 1,1212,21/11/21,TANAH LONGSOR,DELI SERDANG,SUMATERA UTARA,Dokumentasi,Belum Diketahui,0,0,1,0,0,0
4767,1274 101 2021 011 21 1,1274,21/11/21,BANJIR,KOTA TEBING TINGGI,SUMATERA UTARA,Dokumentasi,Dipicu curah hujan yang tinggi serta air kiriman dari Kab. Serdang Bedagai mengakibatkan Sungai Padang dan Sungai Bahilang meluap,0,0,0,0,3686,0
4768,3301 102 2021 011 20 1,3301,20/11/21,TANAH LONGSOR,CILACAP,JAWA TENGAH,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,0,0,0,0
4769,3374 105 2021 011 20 1,3374,20/11/21,PUTING BELIUNG,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4770,1804 105 2021 011 20 1,1804,20/11/21,PUTING BELIUNG,LAMPUNG TIMUR,LAMPUNG,Dokumentasi,Dipicu hujan deras disertai angin kencang dengan intensitas curah hujan tinggi pada hari Sabtu 20 November 2021 Pukul 17.30 WIB,0,0,0,17,0,0
4771,5204 105 2021 011 20 1,5204,20/11/21,PUTING BELIUNG,SUMBAWA,NUSA TENGGARA BARAT,Dokumentasi, Dipicu hujan dengan intensitas tinggi disertai angin kencang,0,0,0,7,0,0
4772,7602 101 2021 011 20 1,7602,20/11/21,BANJIR,POLEWALI MANDAR,SULAWESI BARAT,Dokumentasi,hujan intensitas tinggi Mengakibatkan Lingkungan terendam banjir.,0,0,0,0,30,0
4773,7318 102 2021 011 20 1,7318,20/11/21,TANAH LONGSOR,TANA TORAJA,SULAWESI SELATAN,Dokumentasi,Hujan dengan intensitas tinggi diatas normal  mengakibatkan  jalan kabupaten arah langda-langda makale badan jalannya longsor dan material ke rumah warga,0,0,0,0,0,0
4774,7204 101 2021 011 20 1,7204,20/11/21,BANJIR,POSO,SULAWESI TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4775,5202 105 2021 011 20 1,5202,20/11/21,PUTING BELIUNG,LOMBOK TENGAH,NUSA TENGGARA BARAT,Dokumentasi, Dipicu hujan dengan intensitas tinggi disertai angin kencang,0,0,0,17,0,0
4776,7318 102 2021 011 20 1,7318,20/11/21,TANAH LONGSOR,TANA TORAJA,SULAWESI SELATAN,Dokumentasi,Dipicu curah hujan yang tinggi disertai kondisi tanah yang labil,0,0,0,0,0,0
4777,3312 102 2021 011 20 1,3312,20/11/21,TANAH LONGSOR,WONOGIRI,JAWA TENGAH,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,0,1,0,0
4778,3210 102 2021 011 20 1,3210,20/11/21,TANAH LONGSOR,MAJALENGKA,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,6,0,0
4779,7602 105 2021 011 20 1,7602,20/11/21,PUTING BELIUNG,POLEWALI MANDAR,SULAWESI BARAT,Dokumentasi,Dipicu cuaca yang ekstrim Mengakibatkan terjadinya angin puting beliung,0,0,0,2,0,0
4780,5107 105 2021 011 20 1,5107,20/11/21,PUTING BELIUNG,KARANGASEM,BALI,Dokumentasi,Dipicu curah hujan tinggi disertai angin kencang,0,0,0,1,0,0
4781,3502 101 2021 011 20 1,3502,20/11/21,BANJIR,PONOROGO,JAWA TIMUR,Dokumentasi, Dipicu hujan dengan intensitas tinggi,0,0,0,0,1,0
4782,1218 101 2021 011 20 1,1218,20/11/21,BANJIR,SERDANG BEDAGAI,SUMATERA UTARA,Dokumentasi,Dipicu hujan dengan intensitas tinggi disertai meluapnya Sungai Bahuri Dolok Merawan,0,0,0,1,796,0
4783,3301 105 2021 011 20 1,3301,20/11/21,PUTING BELIUNG,CILACAP,JAWA TENGAH,Dokumentasi,Dipicu curah hujan dengan intensitas tinggi disertai angin kencang,0,0,0,1,0,0
4784,5103 102 2021 011 20 1,5103,20/11/21,TANAH LONGSOR,BADUNG,BALI,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4785,6307 102 2021 011 20 1,6307,20/11/21,TANAH LONGSOR,HULU SUNGAI TENGAH,KALIMANTAN SELATAN,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4786,1272 101 2021 011 20 1,1272,20/11/21,BANJIR,KOTA TANJUNG BALAI,SUMATERA UTARA,Dokumentasi," Dipicu Hujan dengan intensitas tinggi dari Hulu sungai Asahan, dan Hujan di Kota Tanjung balai dengan intensitas sedang dan tinggi.   Genangan terjadi akibat sendimentasi Sungai yang sangat tinggi, sehingga Sungai Bandar Jaksa dan Sungai Bandar Jepang meluap, air menggenangi ke wilayah pemukiman warga, yang terletak di Kec. Datuk Bandar, Kota Tanjungbalai, Sumut",0,0,0,0,3387,0
4787,3602 101 2021 011 20 1,3602,20/11/21,BANJIR,LEBAK,BANTEN,Dokumentasi,Telah terjadi banjir/genangan air akibat hujan deras di Desa Cipedang Kec. Wanasalam Mengakibatkan 422 rumah warga terendam banjir sebanyak 11 Rt. Setinggi 60 sd 80 cm,0,0,0,0,422,0
4788,3202 102 2021 011 20 1,3202,20/11/21,TANAH LONGSOR,SUKABUMI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4789,5272 101 2021 011 20 1,5272,20/11/21,BANJIR,KOTA BIMA,NUSA TENGGARA BARAT,Dokumentasi, Dipicu hujan dengan intensitas tinggi,0,0,0,0,0,1
4790,1306 105 2021 011 19 1,1306,19/11/21,PUTING BELIUNG,PADANG PARIAMAN,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,1
4791,3203 101 2021 011 19 1,3203,19/11/21,BANJIR,CIANJUR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,5,1
4792,6403 105 2021 011 19 1,6403,19/11/21,PUTING BELIUNG,KUTAI KERTANEGARA,KALIMANTAN TIMUR,Dokumentasi,Belum Diketahui,0,0,0,4,0,0
4793,3311 101 2021 011 19 1,3311,19/11/21,BANJIR,SUKOHARJO,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
4794,3323 102 2021 011 19 1,3323,19/11/21,TANAH LONGSOR,TEMANGGUNG,JAWA TENGAH,Dokumentasi, Dipicu hujan dengan intensitas tinggi dan kondisi tanah yang labil,0,0,0,4,0,1
4795,3502 102 2021 011 19 1,3502,19/11/21,TANAH LONGSOR,PONOROGO,JAWA TIMUR,Dokumentasi," Dipicu hujan dengan intensitas ringan, sedang hingga tinggi yang mengguyur wilayah Ponorogo terutama dataran tinggi di wilayah Kec. Slahung sehingga menyebabkan tanah longsor karena tanah menjadi gembur & labil",0,0,0,0,0,0
4796,3277 102 2021 011 19 1,3277,19/11/21,TANAH LONGSOR,KOTA CIMAHI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
4797,3211 102 2021 011 19 1,3211,19/11/21,TANAH LONGSOR,SUMEDANG,JAWA BARAT,Dokumentasi,Hujan dengan intensitas tinggi dengan durasi lama,0,0,0,0,0,0
4798,3320 105 2021 011 19 1,3320,19/11/21,PUTING BELIUNG,JEPARA,JAWA TENGAH,Dokumentasi, Dipicu hujan dengan intensitas tinggi disertai angin puting beliung,0,0,0,3,0,0
4799,1219 101 2021 011 19 1,1219,19/11/21,BANJIR,BATU BARA,SUMATERA UTARA,Dokumentasi, Dipicu hujan dengan intensitas tinggi,0,0,0,0,5,0
4800,3404 102 2021 011 19 1,3404,19/11/21,TANAH LONGSOR,SLEMAN,DI YOGYAKARTA,Dokumentasi,hujan cukup lebat,0,0,0,2,0,0
4801,3510 101 2021 011 19 1,3510,19/11/21,BANJIR,BANYUWANGI,JAWA TIMUR,Dokumentasi, Dipicu hujan dengan intensitas tinggi,0,0,0,0,53,0
4802,3217 102 2021 011 19 1,3217,19/11/21,TANAH LONGSOR,BANDUNG BARAT,JAWA BARAT,Dokumentasi, Dipicu hujan dengan intensitas tinggi,0,0,0,2,0,0
4803,3522 101 2021 011 19 1,3522,19/11/21,BANJIR,BOJONEGORO,JAWA TIMUR,Dokumentasi,hujan dengan intensitas lebat mengakibatkan kali Klampok meluap .,0,0,0,0,45,0
4804,3505 102 2021 011 19 1,3505,19/11/21,TANAH LONGSOR,BLITAR,JAWA TIMUR,Dokumentasi, Dipicu hujan dengan intensitas tinggi,0,0,0,0,0,0
