,objectid,uid,creator,created,updater,updated,nm_balai,koord_x,koord_y,foto,data_src,last_sync,sync_notes,tgl_inspeksi,kd_prov,provinsi,kab_kota,kecamatan,kel_desa,kd_kem,kd_unor,ko_in,video,peta,kondisi,kl_dat_das,nm_dat_das,nm_obj_inf,thn_data,nm_ws,nm_das,id_sumur,kd_seri,jenis,debit,dbt_bsh_1,dbt_kering,dbt_bsh_2,kd_ws,infrastruktur,status2,sta_hibah,urut,id,kode_balai,kd_das,tahun_pembangunan,kondisi_bangunan,status_pekerjaan,sungai,cat,nama_sistem,elevasi,sistem_pengambilan,jenis_pompa,head_pompa,tahun_rehab_terakhir,kelembagaan,keterangan,panjang,jumlah_box_bagi,jumlah_springkel,musim_tanam_mt_1,musim_tanam_mt_2,musim_tanam_mt_3,shape,geometry
0,246274,53ea2775-ff4f-4f1b-b0c1-30ff338f278b,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BENGAWAN SOLO,110.841667,-7.906569,,,,,,,JAWA TENGAH,KAB. WONOGIRI,Wuryantoro,Mlopoharjo,,,,,,,Mata air,Sub Kawasan Cluntang,,,BENGAWAN SOLO,BENGAWAN SOLO,,,,,,,,02.A2.18,,,,1,06.20.23130000001,A_BSLO,02.A2.18.034,2008,Beroperasi,Selesai,Sub Kawasan Cluntang,CAT EROMOKO,,0,Gravitasi,,0,,,,0,0,0,,,,,POINT (110.84166700000009 -7.906568999999934)
1,246275,32967ee0-f7c4-4f6b-b5ad-9f4a0d95b759,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BENGAWAN SOLO,111.036389,-7.827756,,,,,,,JAWA TENGAH,KAB. WONOGIRI,Ngadirojo,Kerjo Lor,,,,,,,Mata air,Sub Kawasan Tlatar,,,BENGAWAN SOLO,BENGAWAN SOLO,,,,,,,,02.A2.18,,,,2,06.20.23130000002,A_BSLO,02.A2.18.034,2008,Beroperasi,Selesai,Sub Kawasan Tlatar,CAT KARANGANYAR-BOYOLALI,,0,Pompa,,0,,,,0,0,0,,,,,POINT (111.03638900000004 -7.827755999999965)
2,246276,823fd578-2f9d-43ff-8117-cb36dc65eaa6,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BENGAWAN SOLO,111.130278,-7.923333,,,,,,,JAWA TENGAH,KAB. WONOGIRI,Tirtomoyo,Sidorejo,,,,,,,Mata air,Sub Kawasan Umbul Sungsang,,,BENGAWAN SOLO,NGUJIL,,,,,,,,02.A2.18,,,,3,06.20.23130000003,A_BSLO,02.A2.18.051,2009,Beroperasi,Selesai,Umbul Sungsang,CAT YOGYAKARTA-SLEMAN,,0,Pompa,,0,,,,0,0,0,,,,,POINT (111.13027800000003 -7.923332999999957)
3,246277,6831585d-10d1-438e-9d17-4cc743d453b4,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BENGAWAN SOLO,111.18835,-8.141392,,,,,,,JAWA TIMUR,KAB. PACITAN,Arjosari,Borang,,,,,,,Mata air,Broncaptering Sepanjang,,,BENGAWAN SOLO,NGUJIL,,,,,,,,02.A2.18,,,,4,06.20.23150000004,A_BSLO,02.A2.18.051,2010,Beroperasi,Selesai,Broncaptering Sepanjang,NON CAT,,0,Gravitasi,,0,,,,0,0,0,,,,,POINT (111.18835000000007 -8.14139199999994)
4,246278,3ace36ae-0de8-4707-b132-065b87382f51,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BENGAWAN SOLO,111.071944,-7.9925,,,,,,,JAWA TENGAH,KAB. WONOGIRI,Karangtengah,Temboro,,,,,,,Mata air,Sub Kawasan Umbul Nila,,,BENGAWAN SOLO,NGUJIL,,,,,,,,02.A2.18,,,,5,06.20.23130000005,A_BSLO,02.A2.18.051,2010,Beroperasi,Selesai,Umbul Nila,NON CAT,,0,Pompa,,0,,,,0,0,0,,,,,POINT (111.07194400000009 -7.99249999999995)
5,246279,83bf1ed7-5aba-4eee-ae22-a18bf11a20bf,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BENGAWAN SOLO,110.920556,-7.892564,,,,,,,JAWA TENGAH,KOTA SEMARANG,Gajahmungkur,Gajahmungkur,,,,,,,Mata air,Sub Kawasan Musuk I,,,BENGAWAN SOLO,BENGAWAN SOLO,,,,,,,,02.A2.18,,,,6,06.20.23130000006,A_BSLO,02.A2.18.034,2011,Beroperasi,Selesai,Musuk,NON CAT,,0,Gravitasi,,0,,,,0,0,0,,,,,POINT (110.92055600000003 -7.892563999999936)
6,246280,3910753d-3f41-4a14-8605-447771e7d66b,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BENGAWAN SOLO,111.656667,-8.305117,,,,,,,JAWA TIMUR,KAB. TRENGGALEK,Watulimo,Karanggandu,,,,,,,Mata air,Sub Kawasan Sumber Maron,,,BENGAWAN SOLO,NGUJIL,,,,,,,,02.A2.18,,,,7,06.20.23150000007,A_BSLO,02.A2.18.051,2012,Beroperasi,Selesai,Sumber Maron,NON CAT,,0,Pompa,,0,,,,0,0,0,,,,,POINT (111.65666700000008 -8.305116999999939)
7,246281,5e11925e-f344-4003-9a15-42400b55916d,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BENGAWAN SOLO,111.394294,-8.187739,,,,,,,JAWA TIMUR,KAB. PACITAN,Sudimoro,Ketanggung,,,,,,,Mata air,Broncaptering Sumber Semiri,,,BENGAWAN SOLO,NGUJIL,,,,,,,,02.A2.18,,,,8,06.20.23150000008,A_BSLO,02.A2.18.051,2013,Beroperasi,Selesai,Sumber Semiri,NON CAT,,0,Gravitasi,,0,,,,0,0,0,,,,,POINT (111.39429400000006 -8.187738999999965)
8,246282,963be3b6-2182-45c9-9edd-d9210466a2d3,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BENGAWAN SOLO,111.455833,-8.264383,,,,,,,JAWA TIMUR,KAB. TRENGGALEK,Panggul,Nglebeng,,,,,,,Mata air,Sub Kawasan Sumber Padi,,,BENGAWAN SOLO,NGUJIL,,,,,,,,02.A2.18,,,,9,06.20.23150000009,A_BSLO,02.A2.18.051,2014,Tidak Beroperasi,Selesai,Sumber Padi,NON CAT,,0,Pompa,,0,,,,0,0,0,,,,,POINT (111.45583300000004 -8.264382999999953)
9,246283,626f0594-d2d9-40c3-91c2-af216b06caf4,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BENGAWAN SOLO,110.918889,-7.9039,,,,,,,JAWA TENGAH,KOTA SEMARANG,Gajahmungkur,Gajahmungkur,,,,,,,Mata air,Sub Kawasan Musuk II,,,BENGAWAN SOLO,BENGAWAN SOLO,,,,,,,,02.A2.18,,,,10,06.20.23130000010,A_BSLO,02.A2.18.034,2016,Beroperasi,Selesai,Musuk,NON CAT,,0,Gravitasi,,0,,,,0,0,0,,,,,POINT (110.91888900000004 -7.903899999999965)
10,246284,1560a141-31a1-4ec7-b7d1-60edfb6150c8,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.639444,-7.875278,,,,,,,JAWA TIMUR,KAB. MALANG,Singosari,Klampok,,,,,,,Mata Air,Pembangunan Bronkaptering Dan Jaringan Pipa Air Baku Di Kec. Singosari Kab. Malang,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,11,06.20.24150000011,A_BRAS,02.A3.19.001,2012,Beroperasi,Selesai,Mata Air Klampok,CAT BRANTAS,,0,Gravitasi,,0,,,,0,0,0,,,,,POINT (112.63944400000003 -7.87527799999998)
11,246285,2d5c9acb-2247-4177-bcd3-e425d1de82bd,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,111.780596,-8.074601,,,,,,,JAWA TIMUR,KAB. TRENGGALEK,Durenan,Gador,,,,,,,Mata Air,Pemb. Jaringan Pipa Air Baku Kec. Pogalan Dan Kec. Durenan Kabupaten Trenggalek,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,12,06.20.24150000012,A_BRAS,02.A3.19.001,2016,Beroperasi,Selesai,Mata Air Gador,NON CAT,,0,Gravitasi,,0,,PDAM Trenggalek,,0,0,0,,,,,POINT (111.78059600000006 -8.074600999999973)
12,246286,4d152cbd-3018-424a-964c-6cf2c0cfc099,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.773056,-7.604167,,,,,,,JAWA TIMUR,KAB. PASURUAN,Bangil,Pogar,,,,,,,Mata Air,Jaringan Transmisi Air Baku Kec. Bangil Kab. Pasuruan,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,13,06.20.24150000013,A_BRAS,02.A3.19.001,2016,Beroperasi,Berjalan,Mata Air Banyu Muntah,,,0,Pompa & Gravitasi,Submersible,200,,Hipam,,0,0,0,,,,,POINT (112.77305600000011 -7.604166999999961)
13,246287,d789e19e-8e13-4b69-8104-d63be3050caa,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.828333,-7.785833,,,,,,,JAWA TIMUR,KAB. TRENGGALEK,Kampak,Karangrejo,,,,,,,Mata Air,Pemb. Jaringan Pipa Air Baku Kecamatan Kampak Kabupaten Trenggalek,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,14,06.20.24150000014,A_BRAS,02.A3.19.001,2015,Beroperasi,Berjalan,Mata Air Karangrejo,CAT NGAWI-PONOROGO,,0,,,0,,PDAM Trenggalek,,0,0,0,,,,,POINT (112.82833300000004 -7.785832999999968)
14,246288,b0e26690-1075-4109-b76b-c0b9c5b89e55,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,111.671111,-7.776667,,,,,,,JAWA TIMUR,KAB. TRENGGALEK,Kampak,Bogoran,,,,,,,Mata Air,Pemb. Jaringan Pipa Air Baku IKK Kampak Kab. Trenggalek,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,15,06.20.24150000015,A_BRAS,02.A3.19.001,2016,Beroperasi,Berjalan,,CAT NGAWI-PONOROGO,,0,Gravitasi,,0,,PDAM Trenggalek,,0,0,0,,,,,POINT (111.67111100000005 -7.776666999999975)
15,246289,812e28cf-5c24-4f49-8278-708b2991adf4,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,111.719566,-8.17551,,,,,,,JAWA TIMUR,KAB. TULUNGAGUNG,Bandung,Nglampir,,,,,,,Mata Air,Pemb. Bronkaptering Dan Jaringan Pipa Air Baku Pedesaan Kec. Bandung Kab. Tulungagung,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,16,06.20.24150000016,A_BRAS,02.A3.19.001,2015,Beroperasi,Berjalan,Sumber Tirto Krasak,NON CAT,,0,Pompa,Submersible,200,,Hipam,,0,0,0,,,,,POINT (111.71956600000004 -8.175509999999974)
16,246290,914d3507-2435-4c76-b12c-80a88ef2dfc0,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.333482,-8.094402,,,,,,,JAWA TIMUR,KAB. BLITAR,Wlingi,Wlingi,,,,,,,Mata Air,"Pemb. Bronkaptering Dan Jaringan Pipa Air  Pedesaan Kec. Wlingi, Kec. Gandusari Dan Kec Binangun Kab. Blitar",,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,17,06.20.24150000017,A_BRAS,02.A3.19.001,2015,Beroperasi,Berjalan,Sumber Jamburono & Sumber Ringin,CAT BRANTAS,,0,Pompa,Submersible,200,,Hipam,,0,0,0,,,,,POINT (112.33348200000012 -8.094401999999945)
17,246291,11db4937-72db-4eb4-9994-5b39272930b0,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.821727,-8.013583,,,,,,,JAWA TIMUR,KAB. MALANG,Tumpang,Duwet Kerajan,,,,,,,Mata Air,Pemb. Jaringan Perpipaan Penyediaan Air Baku Sumber Pitu (Tahap 2),,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,18,06.20.24150000018,A_BRAS,02.A3.19.001,2015,Beroperasi,Berjalan,Sumber Pitu,CAT BRANTAS,,0,Gravitasi,,0,,,,0,0,0,,,,,POINT (112.82172700000001 -8.013582999999926)
18,246292,db2d6341-31bd-4176-9dbc-7be179177c51,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.481027,-7.810208,,,,,,,JAWA TIMUR,KAB. MALANG,Pujon,Wiyurejo,,,,,,,Mata Air,Pemb. Bronkaptering Dan Jaringan Pipa Air Baku Pedesaan Kec. Pujon Kab. Malang,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,19,06.20.24150000019,A_BRAS,02.A3.19.001,2015,Beroperasi,Selesai,Sumber Tirta Wana Tlaga,CAT BRANTAS,,0,Gravitasi,,0,,Hipam,,0,0,0,,,,,POINT (112.48102700000004 -7.810207999999932)
19,246293,cc6279b6-1260-496d-8b77-8d6a41305f6d,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.597182,-7.946024,,,,,,,JAWA TIMUR,KOTA MALANG,Lowokwaru,Merjosari,,,,,,,Mata Air,Pembangunan Bronkaptering Dan Jaringan Pipa Air Baku Di Merjosari Kec. Lowokwaru Kota Malang,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,20,06.20.24150000020,A_BRAS,02.A3.19.001,2015,Beroperasi,Berjalan,Mata Air Merjosari,CAT BRANTAS,,0,,,0,,,,0,0,0,,,,,POINT (112.59718200000009 -7.946023999999966)
20,246294,909dd585-cc0a-49cc-854d-1c81867991c6,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.821727,-8.013583,,,,,,,JAWA TIMUR,KAB. MALANG,Tumpang,Duwet Kerajan,,,,,,,Mata Air,Pembangunan Jaringan Perpipaan Air Baku Sumber Pitu Kabupaten/Kota Malang,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,21,06.20.24150000021,A_BRAS,02.A3.19.001,2013,Beroperasi,Berjalan,Mata Air Sumber Pitu,CAT BRANTAS,,0,Gravitasi,,0,,PDAM Kota & Kab. Malang,,0,0,0,,,,,POINT (112.82172700000001 -8.013582999999926)
21,246295,2f37f676-f8b9-4c2b-ad8b-4ea9de5decee,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.255795,-7.942417,,,,,,,JAWA TIMUR,KAB. KEDIRI,Ngancar,Sempu,,,,,,,Mata Air,Pembangunan Bronkaptering Dan Jaringan Pipa Air Baku Di Kec. Ngancar Kab. Kediri,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,22,06.20.24150000022,A_BRAS,02.A3.19.001,2013,Beroperasi,Berjalan,Mata Air Sumber Ancar,CAT BRANTAS,,0,Gravitasi,,0,,PDAM Kab. Kediri,,0,0,0,,,,,POINT (112.25579500000003 -7.942416999999978)
22,246296,fd375ef8-6fce-483f-b6d2-e192a8db7cc6,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.407527,-8.092759,,,,,,,JAWA TIMUR,KAB. BLITAR,Kesamben,Tepas,,,,,,,Mata Air,Pembangunan Bronkaptering Dan Jaringan Pipa Air Baku Di Kec. Kesamben Kab. Blitar,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,23,06.20.24150000023,A_BRAS,02.A3.19.001,2012,Beroperasi,Berjalan,Mata Air Tlogorame,NON CAT,,0,Gravitasi,,0,,Hipam,,0,0,0,,,,,POINT (112.40752700000007 -8.092758999999944)
23,246297,667210c9-e9f1-4d47-9b98-923d0b8db0a3,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,111.795737,-7.904007,,,,,,,JAWA TIMUR,KAB. TULUNGAGUNG,Sendang,Nyawangan,,,,,,,Mata Air,Pembangunan Bronkaptering Dan Jaringan Pipa Air Baku Nyawangan Kec. Sendang Kab. Tulungagung,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,24,06.20.24150000024,A_BRAS,02.A3.19.001,2011,Beroperasi,Berjalan,Mata Air Bajal Dan Tiken,CAT BRANTAS,,0,Gravitasi,,0,,Hipam,,0,0,0,,,,,POINT (111.79573700000009 -7.904006999999979)
24,246298,13d3d8e2-b8ca-45eb-8f41-1ecf34cb7446,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,111.864481,-8.090332,,,,,,,JAWA TIMUR,KAB. TULUNGAGUNG,Pucanglaban,Demuk,,,,,,,Mata Air,Pembangunan Bronkaptering & Jaringan Pipa Air Baku Di Kec. Pucanglaban Kab. Tulungagung,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,25,06.20.24150000025,A_BRAS,02.A3.19.001,2010,Beroperasi,Berjalan,Mata Air Demuk,NON CAT,,0,Gravitasi,,0,,Hipam,,0,0,0,,,,,POINT (111.86448100000007 -8.090331999999933)
25,246299,bc6cdf59-f2bb-49f5-981e-93dce6512bb1,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,111.56468,-8.262623,,,,,,,JAWA TIMUR,KAB. TRENGGALEK,Munjungan,Bangun,,,,,,,Mata Air,Pembangunan Prasarana Penyediaan Air Baku Kota Di Kec. Munjungan (20 Lt/Det Kab. Trenggalek,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,26,06.20.24150000026,A_BRAS,02.A3.19.001,2009,Beroperasi,Berjalan,Mata Air Bangun,NON CAT,,0,Gravitasi,,0,,Hipam,,0,0,0,,,,,POINT (111.56468000000007 -8.262622999999962)
26,246300,9851f79e-42a4-4bf3-8eab-9e167e3a5614,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,113.051591,-7.886028,,,,,,,JAWA TIMUR,KAB. PROBOLINGGO,Sukapura,Ngepung,,,,,,,Mata Air,Jaringan Pipa Sukapura,,,WELANG-REJOSO,WELANG,,,,,,,,02.B.21,,,,27,06.20.24150000027,A_BRAS,02.B.21.002,2008,Beroperasi,Berjalan,Mata Air Ngepung,CAT PROBOLINGGO,,0,,,0,,,,0,0,0,,,,,POINT (113.05159100000003 -7.886027999999953)
27,246301,0d394e21-383e-411c-973e-de8df778e22a,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,113.120516,-7.920862,,,,,,,JAWA TIMUR,KAB. PROBOLINGGO,Sumber,Tukul,,,,,,,Mata Air,Bangunan Penangkap Air Dan Jaringan Pipa,,,BRANTAS,,,,,,,,,02.A3.19,,,,28,06.20.24150000028,A_BRAS,02.A3.19.000,2008,Beroperasi,Berjalan,Sumber Tukul,CAT PROBOLINGGO,,0,,,0,,,,0,0,0,,,,,POINT (113.12051600000007 -7.920861999999943)
28,246302,d731f739-f833-4a85-8bbc-9c2f03db262c,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,113.513871,-7.961245,,,,,,,JAWA TIMUR,KAB. PROBOLINGGO,Krucil,Bermi,,,,,,,Mata Air,PEMBANGUNAN INTAKE DAN JARINGAN PIPA TRANSMISI AIR BAKU IKK KRUCIL DAN IKK GADING INTAKE / BRONKAPTERING JARINGAN TRANSMISI KABUPATEN PROBOLINGGO,,,PEKALEN-SAMPEAN,,,,,,,,,02.B.23,,,,29,06.20.24150000029,A_BRAS,02.B.23.000,2013,Beroperasi,Berjalan,Hyang Darungan,CAT PROBOLINGGO,,0,,,0,,,,0,0,0,,,,,POINT (113.51387100000011 -7.961244999999963)
29,246303,051fbac1-a1af-476f-9a76-080115040c12,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,113.513871,-7.947759,,,,,,,JAWA TIMUR,KAB. PROBOLINGGO,Krucil,Bermi,,,,,,,Mata Air,PEMBANGUNAN JARINGAN PIPA TRANSMISI AIR BAKU IKK KRUCIL DAN IKK GADING  (Tahap II) KABUPATEN PROBOLINGGO,,,PEKALEN-SAMPEAN,,,,,,,,,02.B.23,,,,30,06.20.24150000030,A_BRAS,02.B.23.000,"2014, 2015",Beroperasi,Selesai,Hyang Darungan,CAT PROBOLINGGO,,0,Pompa,,0,,,,0,0,0,,,,,POINT (113.51387100000011 -7.947758999999962)
30,246304,cf86b365-70d8-4e16-b352-4c0233a0c570,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,113.402835,-7.995368,,,,,,,JAWA TIMUR,KAB. PROBOLINGGO,Tiris,Tiris,,,,,,,Mata Air,PEMBANGUNAN JARINGAN PIPA AIR BAKU TRANSMISI IKK TIRIS  KABUPATEN PROBOLINGGO,,,PEKALEN-SAMPEAN,PEKALEN,,,,,,,,02.B.23,,,,31,06.20.24150000031,A_BRAS,02.B.23.001,2010,Beroperasi,Selesai,Sumber Tancak,CAT PROBOLINGGO,,0,Pompa,Sentrifugal,55,,,,0,0,0,,,,,POINT (113.4028350000001 -7.995367999999928)
31,246305,949c93eb-081b-460b-a411-9a4cd9cf26a9,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,113.051596,-7.885905,,,,,,,JAWA TIMUR,KAB. PROBOLINGGO,Sukapura,Sukapura,,,,,,,Mata Air,Jaringan Pipa Transmisi Air Baku Wilayah Barat Dan Intake Sukapura Kab. Probolinggo,,,WELANG-REJOSO,,,,,,,,,02.B.21,,,,32,06.20.24150000032,A_BRAS,02.B.21.000,2017,Beroperasi,Selesai,Sumber Sukapura,CAT PROBOLINGGO,,0,,,0,,,,0,0,0,,,,,POINT (113.05159600000002 -7.88590499999998)
32,246306,af654b41-1d84-4f8b-84c6-d5f596caaf8f,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,113.051596,-7.885905,,,,,,,JAWA TIMUR,KAB. MALANG,Singosari,Klampok,,,,,,,Mata Air,Pembangunan Bronkaptering Dan Jaringan Pipa Air Baku Di Kec. Singosari Kab. Malang,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,33,06.20.24150000033,A_BRAS,02.A3.19.001,2012,Beroperasi,Berjalan,,CAT BRANTAS,,0,Gravitasi,,0,,,,0,0,0,,,,,POINT (113.05159600000002 -7.88590499999998)
33,246307,5013cad7-476c-437a-81f1-853a13d2db09,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,111.780596,-8.074601,,,,,,,JAWA TIMUR,KAB. TRENGGALEK,Durenan,Gador,,,,,,,Mata Air,Pemb. Jaringan Pipa Air Baku Kec. Pogalan Dan Kec. Durenan Kabupaten Trenggalek,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,34,06.20.24150000034,A_BRAS,02.A3.19.001,2016,Beroperasi,Berjalan,Mata Air Gador,CAT BRANTAS,,0,Gravitasi,,0,,PDAM Trenggalek,,0,0,0,,,,,POINT (111.78059600000006 -8.074600999999973)
34,246308,c83f770f-a86e-4ba6-8db6-44ea8b5a5471,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.773056,-7.604167,,,,,,,JAWA TIMUR,KAB. MALANG,Gedangan,Sidodadi,,,,,,,Mata Air,Pemb. Bronkaptering Dan Jaringan Jaringan Pipa Air Baku Pedesaan Kec. Gedangan  Kabupaten Malang,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,35,06.20.24150000035,A_BRAS,02.A3.19.001,2016,Beroperasi,Berjalan,Mata Air Banyu Muntah,CAT PASURUAN,,0,Pompa & Gravitasi,Submersible,200,,Hipam,,0,0,0,,,,,POINT (112.77305600000011 -7.604166999999961)
35,246309,64e73534-f394-4d65-8ec7-3611c3e550ee,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.81437,-7.785736,,,,,,,JAWA TIMUR,KAB. PASURUAN,Pasrepan,Sapulante,,,,,,,Mata Air,Pemb. Jaringan Pipa Air Baku Kecamatan Pasrepan Kabupaten Pasuruan,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,36,06.20.24150000036,A_BRAS,02.A3.19.001,2016,Beroperasi,Berjalan,,CAT PASURUAN,,0,,,0,,PDAM Trenggalek,,0,0,0,,,,,POINT (112.81437000000005 -7.785735999999929)
36,246310,47e8ba0d-6b4e-4737-b317-0a905a56e88c,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,111.719566,-8.17551,,,,,,,JAWA TIMUR,KAB. TRENGGALEK,Kampak,Karangrejo,,,,,,,Mata Air,Pemb. Jaringan Pipa Air Baku IKK Kampak Kab. Trenggalek,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,37,06.20.24150000037,A_BRAS,02.A3.19.001,2015,Beroperasi,Berjalan,,CAT NGAWI-PONOROGO,,0,Gravitasi,,0,,PDAM Trenggalek,,0,0,0,,,,,POINT (111.71956600000004 -8.175509999999974)
37,246311,c1c9fc7f-03d9-4f55-a76b-6b127097e9ab,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,111.731944,-7.579722,,,,,,,JAWA TIMUR,KAB. TULUNGAGUNG,Bandung,Nglampir,,,,,,,Mata Air,Pemb. Bronkaptering Dan Jaringan Pipa Air Baku Pedesaan Kec. Bandung Kab. Tulungagung,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,38,06.20.24150000038,A_BRAS,02.A3.19.001,2015,Beroperasi,Berjalan,Sumber Tirto Krasak,CAT CILACAP,,0,Pompa,Submersible,200,,Hipam,,0,0,0,,,,,POINT (111.73194400000006 -7.579721999999947)
38,246312,5de5f330-6fe0-4218-9c6b-1adf68bb4a16,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.29194,-7.47721,,,,,,,JAWA TIMUR,KAB. JOMBANG,Kesamben,Kedungbetik,,,,,,,Mata Air,Pemb. Bronkaptering Dan Jaringan Pipa Air Baku Pedesaan Kec. Pujon Kab. Malang,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,39,06.20.24150000039,A_BRAS,02.A3.19.001,2015,Beroperasi,Berjalan,Sumber Tirta Wana Tlaga,CAT BRANTAS,,0,Gravitasi,,0,,Hipam,,0,0,0,,,,,POINT (112.29194000000007 -7.477209999999957)
39,246313,98177864-5cc0-409d-82c1-8035f1088e58,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.597182,-7.946024,,,,,,,JAWA TIMUR,KOTA MALANG,Lowokwaru,Merjosari,,,,,,,Mata Air,Pembangunan Bronkaptering Dan Jaringan Pipa Air Baku Di Merjosari Kec. Lowokwaru Kota Malang,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,40,06.20.24150000040,A_BRAS,02.A3.19.001,2015,Beroperasi,Berjalan,,CAT BRANTAS,,0,,,0,,,,0,0,0,,,,,POINT (112.59718200000009 -7.946023999999966)
40,246314,076112b3-8097-49c2-adec-43f7c58497a1,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI BRANTAS,112.821727,-8.013583,,,,,,,JAWA TIMUR,KAB. MALANG,Tumpang,Duwet Kerajan,,,,,,,Mata Air,Pembangunan Jaringan Perpipaan Air Baku Sumber Pitu Kabupaten/Kota Malang,,,BRANTAS,BRANTAS,,,,,,,,02.A3.19,,,,41,06.20.24150000041,A_BRAS,02.A3.19.001,2013,Beroperasi,Berjalan,Sumber Pitu,CAT BRANTAS,,0,Gravitasi,,0,,PDAM Kota & Kab. Malang,,0,0,0,,,,,POINT (112.82172700000001 -8.013582999999926)
