,objectid,uid,creator,created,updater,updated,nm_balai,koord_x,koord_y,foto,data_src,last_sync,sync_notes,tgl_inspeksi,kd_prov,provinsi,kab_kota,kecamatan,kel_desa,kd_kem,kd_unor,ko_in,video,peta,kondisi,kl_dat_das,nm_dat_das,nm_obj_inf,thn_data,nm_ws,nm_das,id_sumur,kd_seri,jenis,debit,dbt_bsh_1,dbt_kering,dbt_bsh_2,kd_ws,infrastruktur,status2,sta_hibah,urut,id,kode_balai,kd_das,tahun_pembangunan,kondisi_bangunan,status_pekerjaan,sungai,cat,nama_sistem,elevasi,sistem_pengambilan,jenis_pompa,head_pompa,tahun_rehab_terakhir,kelembagaan,keterangan,panjang,jumlah_box_bagi,jumlah_springkel,musim_tanam_mt_1,musim_tanam_mt_2,musim_tanam_mt_3,shape,geometry
127,246401,4affd03e-f9a1-4fca-815e-c7d3b81cbe15,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,108.436468,-6.944633,,,,,,,JAWA BARAT,KAB. KUNINGAN,Cigugur,Cisantana,,,,,,,Mata Air,Mata Air Bojongkopi,,,CIMANUK-CISANGGARUNG,CISANGGARUNG,,,,,,,,02.A2.09,,,,128,06.20.19120000133,A_CMNK,02.A2.09.021,2011,Beroperasi,Selesai,Mata Air Bojingkopi,CAT KUNINGAN,JAB Bojongkopi,0,Garvitasi,,0,,PDAM,,0,0,0,,,,,POINT (108.43646800000005 -6.944632999999953)
128,246402,0c1135bb-1c57-4e80-9a64-614fdbd569d6,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,107.78086,-7.381394,,,,,,,JAWA BARAT,KAB. GARUT,Cikajang,Simpang,,,,,,,Mata Air,Mata Air Curug Entur,,,CIMANUK-CISANGGARUNG,CIMANUK,,,,,,,,02.A2.09,,,,129,06.20.19120000134,A_CMNK,02.A2.09.004,2011,Beroperasi,Selesai,Mata Air Curug Entur,CAT GARUT,JAB Simpang,0,Garvitasi,,0,,Swadaya Desa,,0,0,0,,,,,POINT (107.78086000000008 -7.381393999999943)
129,246403,48495be1-d672-4771-9b07-053e1a7a0221,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,108.039259,-7.172525,,,,,,,JAWA BARAT,KAB. GARUT,Karangtengah,Sindanggalih,,,,,,,Mata Air,Mata Air Sindanggalih,,,CIMANUK-CISANGGARUNG,CIMANUK,,,,,,,,02.A2.09,,,,130,06.20.19120000135,A_CMNK,02.A2.09.004,2011,Beroperasi,Selesai,Mata Air Sindanggalih,CAT GARUT,JAB Sindang galih,0,Gravitasi,,0,,Swadaya Desa,,0,0,0,,,,,POINT (108.03925900000007 -7.1725249999999505)
130,246404,24915b8f-c393-4cb4-957c-fae683534e9e,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,107.908592,-7.316274,,,,,,,JAWA BARAT,KAB. GARUT,Cilawu,Sukatani,,,,,,,Mata Air,Mata Air Ciraab,,,CIMANUK-CISANGGARUNG,,,,,,,,,02.A2.09,,,,131,06.20.19120000136,A_CMNK,02.A2.09.000,2011,Beroperasi,Selesai,Mata Air Ciraab,CAT TASIKMALAYA,JAB Ciraab,0,,Submersible,0,,PDAM,,0,0,0,,,,,POINT (107.90859200000006 -7.316273999999964)
131,246405,c6b0a5ab-75ea-4be2-9ce3-5039f6004f79,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,108.073033,-6.934834,,,,,,,JAWA BARAT,KAB. SUMEDANG,Darmaraja,Neglasari,,,,,,,Mata Air,Mata Air Neglasari,,,CIMANUK-CISANGGARUNG,CIMANUK,,,,,,,,02.A2.09,,,,132,06.20.19120000137,A_CMNK,02.A2.09.004,2011,Beroperasi,Selesai,Mata Air Neglasari,NON CAT,,0,Garvitasi,,0,,Swadaya Desa,,0,0,0,,,,,POINT (108.07303300000007 -6.934833999999967)
132,246406,c44d4482-d290-451a-9d3b-2d8aed2ba529,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,108.056808,-6.939641,,,,,,,JAWA BARAT,KAB. SUMEDANG,Darmaraja,Ranggon,,,,,,,Mata Air,Mata Air Ranggon,,,CIMANUK-CISANGGARUNG,CIMANUK,,,,,,,,02.A2.09,,,,133,06.20.19120000138,A_CMNK,02.A2.09.004,2011,Beroperasi,Selesai,Mata Air Neglasari,NON CAT,JAB Cimanuk,0,Garvitasi,,0,,Swadaya Desa,,0,0,0,,,,,POINT (108.05680800000005 -6.939640999999938)
133,246407,f02b0fc2-45dc-49b0-ada3-472c0a14b7d0,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,107.890598,-7.145875,,,,,,,JAWA BARAT,KAB. GARUT,Banyuresmi,Sukaraja,,,,,,,Mata Air,Mata Air Sukaraja,,,CIMANUK-CISANGGARUNG,CIMANUK,,,,,,,,02.A2.09,,,,134,06.20.19120000139,A_CMNK,02.A2.09.004,2012,Beroperasi,Selesai,Mata Air Sukaraja,CAT GARUT,JAB Sukaraja,0,Gravitasi,,0,,Swadaya Desa,,0,0,0,,,,,POINT (107.89059800000007 -7.145874999999933)
134,246408,7c6914bc-bbbc-4da1-af9d-0110d0cf78b9,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,108.51628,-6.659207,,,,,,,JAWA BARAT,KAB. CIREBON,Gunung Jati,Babadan,,,,,,,Mata Air,Sungai Jambang,,,CIMANUK-CISANGGARUNG,CIPAGER,,,,,,,,02.A2.09,,,,135,06.20.19120000140,A_CMNK,02.A2.09.010,2012,Beroperasi,Selesai,Sungai Jamblang,,,0,Gravitasi,Submersible,0,,PDAM,,0,0,0,,,,,POINT (108.51628000000005 -6.659206999999981)
135,246409,e024365f-374a-4f30-8047-d53a55c7d5c1,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,108.537382,-6.930547,,,,,,,JAWA BARAT,KAB. KUNINGAN,Cipicung,Pamulihan,,,,,,,Mata Air,Mata Air Cibulan,,,CIMANUK-CISANGGARUNG,,,,,,,,,02.A2.09,,,,136,06.20.19120000141,A_CMNK,02.A2.09.000,2013,Beroperasi,Selesai,Mata Air Cibulan,NON CAT,JAB Cipicung,0,Gravitasi,,0,,PDAM,,0,0,0,,,,,POINT (108.53738200000004 -6.930546999999933)
136,246410,e5431ea4-3394-49e2-9b84-0ba20874aa2e,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,108.316289,-6.858558,,,,,,,JAWA BARAT,KAB. MAJALENGKA,Argapura,Heubeulisuk,,,,,,,Mata Air,Curug Cideres,,,CIMANUK-CISANGGARUNG,CIMANUK,,,,,,,,02.A2.09,,,,137,06.20.19120000142,A_CMNK,02.A2.09.004,2013,Beroperasi,Selesai,Mata Air Cideres,CAT MAJALENGKA,,0,Garvitasi,,0,,Swadaya Desa,,0,0,0,,,,,POINT (108.31628900000004 -6.8585579999999595)
137,246411,cfa7622c-9686-4c75-b30f-7af0b043626b,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,108.280768,-6.344642,,,,,,,JAWA BARAT,KAB. INDRAMAYU,Sindang,Panyindangan Kulon,,,,,,,Mata Air,Sungai Cimanuk,,,CIMANUK-CISANGGARUNG,CIMANUK,,,,,,,,02.A2.09,,,,138,06.20.19120000143,A_CMNK,02.A2.09.004,2016,Beroperasi,Selesai,Sungai Cimanuk,CAT INDRAMAYU,,0,,Submersible,0,,PDAM,,0,0,0,,,,,POINT (108.28076800000008 -6.344641999999965)
138,246412,8d3c751c-3b85-4a42-b43f-62bb609cdd75,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,108.445607,-6.952473,,,,,,,JAWA BARAT,KAB. KUNINGAN,Cigugur,Cisantana,,,,,,,Mata Air,Mata Air Gunungkeling,,,CIMANUK-CISANGGARUNG,CISANGGARUNG,,,,,,,,02.A2.09,,,,139,06.20.19120000144,A_CMNK,02.A2.09.021,2016,Beroperasi,Selesai,Mata Air Cigugur,CAT KUNINGAN,JAB Cigugur,0,Gravitasi,,0,,PDAM,,0,0,0,,,,,POINT (108.44560700000005 -6.952472999999941)
139,246413,c9f47a22-a87f-4e35-bdb2-26c4a6577be3,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CIMANUK CISANGGARUNG,108.683777,-7.126997,,,,,,,JAWA BARAT,KAB. KUNINGAN,Karang Kancana,Jabranti,,,,,,,Mata Air ,Mata Air Citaal,,,CIMANUK-CISANGGARUNG,CISANGGARUNG,,,,,,,,02.A2.09,,,,140,06.20.19120000145,A_CMNK,02.A2.09.021,2017,Tidak Beroperasi,Selesai,Mata Air Citaal,NON CAT,,0,Gravitasi,,0,,PDAM,,0,0,0,,,,,POINT (108.68377700000008 -7.12699699999996)
140,246414,a0b11ddd-9541-4fab-b23a-74e1524ced8b,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.722872,-7.287872,,,,,,,JAWA TENGAH,KAB. CILACAP,Majenang,Salebu,,,,,,,Mata Air,Air Baku Cilangir 2,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,141,06.20.20130000146,A_CTDY,02.A2.10.001,2008,Beroperasi,Berjalan,Mata Air Cilangir 2,CAT MAJENANG,SAB Cilacap,0,Gravitasi,,0,,Desa Salebu,,0,0,0,,,,,POINT (108.72287200000005 -7.287871999999936)
141,246415,95ef95bb-a96c-40be-b4cc-8cfd9fb1ad71,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.682167,-7.279167,,,,,,,JAWA TENGAH,KAB. CILACAP,Wanareja,Malabar,,,,,,,Mata Air,Air Baku Pasir Tugu,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,142,06.20.20130000147,A_CTDY,02.A2.10.001,2008,Beroperasi,Berjalan,Mata Air Pasir Tugu,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Limbangan,,0,0,0,,,,,POINT (108.68216700000005 -7.279166999999973)
142,246416,6122c33d-43b1-4cba-9f63-13bf4b8dbc2e,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.6285,-7.239444,,,,,,,JAWA TENGAH,KAB. CILACAP,Dayeuhluhur,Hanum,,,,,,,Mata Air,Air Baku Dungus Pondoh,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,143,06.20.20130000148,A_CTDY,02.A2.10.001,2008,Beroperasi,Berjalan,Mata Air Dungus Pondoh,NON CAT,SAB Cialcap,0,Gravitasi,,0,,Desa Hanum,,0,0,0,,,,,POINT (108.62850000000009 -7.239443999999935)
143,246417,47afa20d-068e-4334-ace0-eddf8673edf3,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.651306,-7.235833,,,,,,,JAWA TENGAH,KAB. CILACAP,Dayeuhluhur,Hanum,,,,,,,Mata Air,Air Baku Cibenda,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,144,06.20.20130000149,A_CTDY,02.A2.10.001,2008,Beroperasi,Berjalan,Mata Air Cibenda,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Hanum,,0,0,0,,,,,POINT (108.65130600000003 -7.235832999999957)
144,246418,7e9dbb5c-bb3e-4778-90e9-016a77d0c9ed,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.5404,-7.122903,,,,,,,JAWA BARAT,KAB. KUNINGAN,Selajambe,Selajambe,,,,,,,Mata Air,Air Baku Balong Kabuyutan,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,145,06.20.20120000150,A_CTDY,02.A2.10.001,2008,Beroperasi,Berjalan,Mata Air Balong Kabuyutan,NON CAT,SAB Kuningan,0,Gravitasi,,0,,Desa Selajambe,,0,0,0,,,,,POINT (108.54040000000003 -7.122902999999951)
145,246419,4d2d1cd1-67dc-41d2-8341-5fd01a289158,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.429944,-7.160389,,,,,,,JAWA BARAT,KAB. CIAMIS,Rajadesa,Sirnajaya,,,,,,,Mata Air,Air Baku Cipetungan,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,146,06.20.20120000151,A_CTDY,02.A2.10.001,2008,Beroperasi,Berjalan,Mata Air Cipetungan,CAT KAWALI,SAB Ciamis,0,Gravitasi,,0,,Desa Sirnajaya,,0,0,0,,,,,POINT (108.42994400000003 -7.160388999999952)
146,246420,f5813d57-ca39-4482-b89c-fa6ba2e55259,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.233528,-7.084222,,,,,,,JAWA BARAT,KAB. CIAMIS,Sukamantri,Tenggerraharja,,,,,,,Mata Air,Air Baku Balong Ciangir,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,147,06.20.20120000152,A_CTDY,02.A2.10.001,2008,Beroperasi,Berjalan,Mata Air Balong Ciangir,CAT TASIKMALAYA,SAB Ciamis,0,Gravitasi,,0,,Desa Tengger Raharja,,0,0,0,,,,,POINT (108.23352800000004 -7.084221999999954)
147,246421,3ca53cf2-bff5-4249-b6bd-f0ac78215721,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.465528,-7.400944,,,,,,,JAWA BARAT,KAB. CIAMIS,Cimaragas,Bojongmalang,,,,,,,Mata Air,Air Baku Cibungur Hulu,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,148,06.20.20120000153,A_CTDY,02.A2.10.001,2009,Beroperasi,Berjalan,Mata Air Cibungur Hulu,CAT CIAMIS,SAB Ciamis,0,Gravitasi,,0,,Desa Bojongmalang,,0,0,0,,,,,POINT (108.46552800000006 -7.400943999999981)
148,246422,01ba5eb3-c0e6-49a2-8b9c-88523da73374,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.576444,-7.187944,,,,,,,JAWA TENGAH,KAB. CILACAP,Dayeuhluhur,Bolang,,,,,,,Mata Air,Air Baku Karangreja,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,149,06.20.20130000154,A_CTDY,02.A2.10.001,2009,Beroperasi,Berjalan,Mata Air Karangreja,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Bolang,,0,0,0,,,,,POINT (108.57644400000004 -7.187943999999959)
149,246423,187cae07-1520-404b-8451-9a7e8fabdb16,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.658444,-7.272389,,,,,,,JAWA TENGAH,KAB. CILACAP,Wanareja,Majingklak,,,,,,,Mata Air,Air Baku Majingklak,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,150,06.20.20130000155,A_CTDY,02.A2.10.001,2009,Beroperasi,Berjalan,Mata Air Majingklak,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Majingklak,,0,0,0,,,,,POINT (108.65844400000009 -7.272388999999976)
150,246424,d5756181-f128-4763-b8a3-22650d71d776,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.794028,-7.405611,,,,,,,JAWA TENGAH,KAB. CILACAP,Cipari,Karangreja,,,,,,,Mata Air,Air Baku Banyu Mudal,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,151,06.20.20130000156,A_CTDY,02.A2.10.001,2009,Beroperasi,Berjalan,Mata Air Banyu Mudal,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Karangreja,,0,0,0,,,,,POINT (108.79402800000008 -7.405610999999965)
151,246425,bdb1a773-7e34-4d43-95c5-9d6e33d93653,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.545556,-7.122903,,,,,,,JAWA BARAT,KAB. KUNINGAN,Subang,Subang,,,,,,,Mata Air,Air Baku Curug Ngelay,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,152,06.20.20120000157,A_CTDY,02.A2.10.001,2009,Beroperasi,Berjalan,Mata Air Curug Ngelay,NON CAT,SAB Kuningan,0,Gravitasi,,0,,Desa Subang,,0,0,0,,,,,POINT (108.54555600000003 -7.122902999999951)
152,246426,f79c6d60-9365-45cb-b1e3-bfa59d8e94af,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.492778,-7.105261,,,,,,,JAWA BARAT,KAB. KUNINGAN,Selajambe,Selajambe,,,,,,,Mata Air,Air Baku Gunung Aci,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,153,06.20.20120000158,A_CTDY,02.A2.10.001,2009,Beroperasi,Berjalan,Mata Air Gunung Aci,NON CAT,SAB Kuningan,0,Gravitasi,,0,,Desa Selajambe,,0,0,0,,,,,POINT (108.49277800000004 -7.105260999999928)
153,246427,df4b5b56-0612-4c1d-8093-36d7847cdeac,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.285611,-7.088444,,,,,,,JAWA BARAT,KAB. CIAMIS,Sukamantri,Sukamantri,,,,,,,Mata Air,Air Baku Cibeurem,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,154,06.20.20120000159,A_CTDY,02.A2.10.001,2011,Beroperasi,Berjalan,Mata Air Cibeurem,CAT TASIKMALAYA,SAB Ciamis,0,Gravitasi,,0,,Desa Sukamantri,,0,0,0,,,,,POINT (108.28561100000007 -7.088443999999981)
154,246428,4f157c4e-0740-44da-ac75-2ba08f5d0986,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.870258,-7.360011,,,,,,,JAWA TENGAH,KAB. CILACAP,Cimanggu,Panimbang,,,,,,,Mata Air,Air Baku Laban Bulan,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,155,06.20.20130000160,A_CTDY,02.A2.10.001,2011,Beroperasi,Berjalan,Mata Air Laban Bulan,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Panimbang,,0,0,0,,,,,POINT (108.87025800000004 -7.360010999999929)
155,246429,df416e1a-ad53-4dbb-afeb-dc5f0aca8848,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.646222,-7.183417,,,,,,,JAWA TENGAH,KAB. CILACAP,Dayeuhluhur,Sumpinghayu,,,,,,,Mata Air,Air Baku Cicerem,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,156,06.20.20130000161,A_CTDY,02.A2.10.001,2011,Beroperasi,Berjalan,Mata Air Cicerem,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Sumpinghayu,,0,0,0,,,,,POINT (108.64622200000008 -7.183416999999963)
156,246430,895f1909-9077-42f0-bede-e851652437da,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.151761,-7.069244,,,,,,,JAWA BARAT,KAB. TASIKMALAYA,Pagerageung,Nanggewer,,,,,,,Mata Air,Air Baku Cikanyere,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,157,06.20.20120000162,A_CTDY,02.A2.10.001,2011,Beroperasi,Berjalan,Mata Air Cikanyere,CAT TASIKMALAYA,SAB Tasikmalaya,0,Gravitasi,,0,,Desa Nanggewer,,0,0,0,,,,,POINT (108.15176100000008 -7.069243999999969)
157,246431,90e46b41-70a6-48cd-be39-714ee8c98e4d,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.362331,-7.429433,,,,,,,JAWA BARAT,KAB. TASIKMALAYA,Karang Jaya,Karanglayung,,,,,,,Mata Air,Air Baku Citambal,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,158,06.20.20120000163,A_CTDY,02.A2.10.001,2011,Beroperasi,Berjalan,Mata Air Citambal,NON CAT,SAB Tasikmalaya,0,Gravitasi,,0,,Desa Karanglayung,,0,0,0,,,,,POINT (108.36233100000004 -7.42943299999996)
158,246432,20783572-8884-4574-a213-8cad3ecee7df,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.500895,-7.191955,,,,,,,JAWA BARAT,KAB. CIAMIS,Rancah,Rancah,,,,,,,Mata Air,Air Baku Cimonteng,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,159,06.20.20120000164,A_CTDY,02.A2.10.001,2011,Beroperasi,Berjalan,Mata Air Cimonteng,CAT KAWALI,SAB Ciamis,0,Gravitasi,,0,,Desa Rancah,,0,0,0,,,,,POINT (108.50089500000007 -7.19195499999995)
159,246433,57945eb8-007c-4a6e-9fc1-9f08df0a7dd7,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.894167,-7.363389,,,,,,,JAWA TENGAH,KAB. CILACAP,Karangpucung,Surusunda,,,,,,,Mata Air,Air Baku Surusunda,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,160,06.20.20130000165,A_CTDY,02.A2.10.001,2012,Beroperasi,Berjalan,Mata Air Surusunda,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Surusunda,,0,0,0,,,,,POINT (108.89416700000004 -7.363388999999927)
160,246434,2eb85627-9680-4198-92fe-73761160c287,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.625686,-7.231123,,,,,,,JAWA TENGAH,KAB. CILACAP,Dayeuhluhur,Hanum,,,,,,,Mata Air,Air Baku Cikawalon,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,161,06.20.20130000166,A_CTDY,02.A2.10.001,2013,Beroperasi,Berjalan,Mata Air Cikawalon,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Hanum,,0,0,0,,,,,POINT (108.62568600000009 -7.231122999999968)
161,246435,d9deee62-7d50-4fc3-b2d9-7d6e7d727ba0,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.766444,-7.282361,,,,,,,JAWA TENGAH,KAB. CILACAP,Majenang,Bener,,,,,,,Mata Air,Air Baku Kubang,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,162,06.20.20130000167,A_CTDY,02.A2.10.001,2013,Beroperasi,Berjalan,Mata Air Kubang,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Bener,,0,0,0,,,,,POINT (108.76644400000004 -7.28236099999998)
162,246436,75c5f59b-be5b-4936-8517-f327073038b4,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.591278,-7.380056,,,,,,,JAWA BARAT,KOTA BANJAR,Pataruman,Mulyasari,,,,,,,Mata Air,Air Baku Cikopeng,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,163,06.20.20120000168,A_CTDY,02.A2.10.001,2013,Beroperasi,Berjalan,Mata Air Cikopeng,NON CAT,SAB Banjar,0,Gravitasi,,0,,Desa Mulyasari,,0,0,0,,,,,POINT (108.59127800000005 -7.380055999999968)
163,246437,73b0c30a-2ac7-4966-ac50-961d9e21fd8a,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.468414,-7.551775,,,,,,,JAWA BARAT,KAB. PANGANDARAN,Langkaplancar,Jadikarya,,,,,,,Mata Air,Air Baku Jadikarya,,,CITANDUY,,,,,,,,,02.A2.10,,,,164,06.20.20120000169,A_CTDY,02.A2.10.000,2013,Beroperasi,Berjalan,Mata Air Jadi Karya,NON CAT,SAB Ciamis,0,Gravitasi,,0,,Desa Jadikarya,,0,0,0,,,,,POINT (108.46841400000005 -7.551774999999964)
164,246438,8876b12a-cdcc-40c3-a072-4e60487c2eed,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.621028,-7.248889,,,,,,,JAWA TENGAH,KAB. CILACAP,Dayeuhluhur,Dayeuhluhur,,,,,,,Mata Air,Air Baku Dungus Parigi,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,165,06.20.20130000170,A_CTDY,02.A2.10.001,2013,Beroperasi,Berjalan,Mata Air Dungus Parigi,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Dayeuhluhur,,0,0,0,,,,,POINT (108.62102800000008 -7.248888999999963)
165,246439,6bfa9626-134e-42eb-8ba4-244ea7a6fca5,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.804731,-7.451111,,,,,,,JAWA TENGAH,KAB. CILACAP,Sidareja,Kunci,,,,,,,Mata Air,Air Baku Kunci,,,CITANDUY,,,,,,,,,02.A2.10,,,,166,06.20.20130000171,A_CTDY,02.A2.10.000,2013,Beroperasi,Berjalan,Mata,CAT SIDAREJA,SAb Cilacap,0,Gravitasi,,0,,Desa Kunci,,0,0,0,,,,,POINT (108.80473100000006 -7.451110999999969)
166,246440,9680c026-e4dc-4244-a2d7-760f8c86370c,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.802222,-7.222771,,,,,,,JAWA TENGAH,KAB. CILACAP,Majenang,Ujungbarang,,,,,,,Mata Air,Air Baku Cibasma,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,167,06.20.20130000172,A_CTDY,02.A2.10.001,2013,Beroperasi,Berjalan,Mata Air Cibasma,NON CAT,SAB Cilacap,0,Gravitasi,,0,,Desa Ujungbarang,,0,0,0,,,,,POINT (108.80222200000009 -7.222770999999966)
167,246441,46f70b3e-07e4-4a0f-b584-c72e05169684,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.372667,-7.236083,,,,,,,JAWA BARAT,KAB. CIAMIS,Cipaku,Buniseuri,,,,,,,Mata Air,Air Baku Ciceret,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,168,06.20.20120000173,A_CTDY,02.A2.10.001,2013,Beroperasi,Berjalan,Mata Air Ciceret,CAT CIAMIS,SAB Ciamis,0,Gravitasi,,0,,Desa Buniseuri,,0,0,0,,,,,POINT (108.37266700000004 -7.236082999999951)
168,246442,514a2c5f-218f-4600-b2cf-316b754fc2fd,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.336291,-7.20062,,,,,,,JAWA BARAT,KAB. CIAMIS,Cipaku,Ciakar,,,,,,,Mata Air,Air Baku Panyusuhan,,,CITANDUY,CITANDUY,,,,,,,,02.A2.10,,,,169,06.20.20120000174,A_CTDY,02.A2.10.001,2013,Beroperasi,Berjalan,Mata Air Panyusuhan,CAT KAWALI,SAB CIAMIS,0,Gravitasi,,0,,Desa Ciakar,,0,0,0,,,,,POINT (108.33629100000007 -7.200619999999958)
169,246443,78324167-7a8b-4067-acb7-ec81e68338c1,,1696554041000,,1696554041000,BALAI BESAR WILAYAH SUNGAI CITANDUY,108.901904,-7.430016,,,,,,,JAWA TENGAH,KAB. CILACAP,Karangpucung,Sindangbarang,,,,,,,Mata Air,Air Baku Curug Bisu,,,CITANDUY,,,,,,,,,02.A2.10,,,,170,06.20.20130000175,A_CTDY,02.A2.10.000,2013,Beroperasi,Berjalan,Ma. Sindang Barang,CAT SIDAREJA,SAB CILACAP,0,Gravitasi,,0,,Desa Sindangbarang,,0,0,0,,,,,POINT (108.90190400000006 -7.430015999999966)
