Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
3215 101 2022 011 029 1,3215,29/11/22,BANJIR,KARAWANG,Jawa Barat,dipicu akibat Hujan deras di wilayah hulu dan beberapa wilayah kabupaten Karawang sehingga Meluapnya sungai Citarum dan Cibeet serta sungai Cidawolong,0,0,0,0,82,0
3316 101 2022 011 029 1,3316,29/11/22,BANJIR,BLORA,Jawa Tengah,hujan lebat durasi lama menyebabkan banjir luapan dari sungai kidangan jepon yg melewati pemukiman mengakibatkan banjir luapan,0,0,0,0,340,0
3674 101 2022 011 028 1,3674,28/11/22,BANJIR,KOTA TANGERANG SELATAN,Banten,Hujan dengan intensitas sedang sampai lebat,0,0,0,0,830,0
3509 101 2022 011 028 1,3509,28/11/22,BANJIR,JEMBER,Jawa Timur,hujan deras dan Sungai Dinoyo tidak bisa menampung debit air,0,0,0,0,192,0
1407 101 2022 011 028 1,1407,28/11/22,BANJIR,ROKAN HULU,Riau,Hujan dengan intensitas sedang hingga lebat sehingga menyebabkan meluapnya air sungai dan menggenangi rumah warga,0,0,0,0,110,0
5101 101 2022 011 028 1,5101,28/11/22,BANJIR,JEMBRANA,Bali,Hujan dengan intensitas tinggi,0,0,0,0,70,0
3527 101 2022 011 027 1,3527,27/11/22,BANJIR,SAMPANG,Jawa Timur,"Dipicu oleh intensitas curah hujan yang cukup tinggi, menyebabkan air sungai meluap dan menyeret 2 anak yang sedang melintas",2,0,0,0,0,0
3315 101 2022 011 027 1,3315,27/11/22,BANJIR,GROBOGAN,Jawa Tengah,Dipicu hujan dengan intesitas tinggi,0,0,0,0,0,0
3509 101 2022 011 027 1,3509,27/11/22,BANJIR,JEMBER,Jawa Timur,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,29,0
5272 101 2022 011 026 1,5272,26/11/22,BANJIR,KOTA BIMA,Nusa Tenggara Barat,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi tanah yang labil,0,0,0,0,44,0
5303 101 2022 011 026 1,5303,26/11/22,BANJIR,KUPANG,Nusa Tenggara Timur,hujan dengan intensitas tinggi,0,0,0,0,48,0
7504 101 2022 011 025 1,7504,25/11/22,BANJIR,BONE BOLANGO,Gorontalo,Dipicu oleh hujan dengan intensitas tinggi,0,0,0,0,13,0
3515 101 2022 011 025 1,3515,25/11/22,BANJIR,SIDOARJO,Jawa Timur,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,620,0
6311 101 2022 011 025 1,6311,25/11/22,BANJIR,BALANGAN,Kalimantan Selatan,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,10,0
3522 101 2022 011 025 1,3522,25/11/22,BANJIR,BOJONEGORO,Jawa Timur,Dipicu oleh intensitas curah hujan yang cukup tinggi dan kondisi Waduk Pacal mengalami kenaikan debit air,1,0,0,0,672,0
3310 101 2022 011 025 1,3310,25/11/22,BANJIR,KLATEN,Jawa Tengah,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,14,0
3519 101 2022 011 025 1,3519,25/11/22,BANJIR,MADIUN,Jawa Timur,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,23,0
3211 101 2022 011 024 1,3211,24/11/22,BANJIR,SUMEDANG,Jawa Barat,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,12,0
7503 101 2022 011 024 1,7503,24/11/22,BANJIR,POHUWATO,Gorontalo,Dipicu oleh hujan dengan intensitas tinggi,0,0,0,0,60,0
3516 101 2022 011 024 1,3516,24/11/22,BANJIR,MOJOKERTO,Jawa Timur,Dipicu oleh hujan dengan intensitas tinggi,0,0,0,0,28,0
3208 101 2022 011 024 1,3208,24/11/22,BANJIR,KUNINGAN,Jawa Barat,Dipicu oleh intensitas curah hujan yang cukup tinggi menyebabkan Sungai Ciweri meluap,0,0,0,0,49,0
3329 101 2022 011 024 1,3329,24/11/22,BANJIR,BREBES,Jawa Tengah,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,0,0
3525 101 2022 011 024 1,3525,24/11/22,BANJIR,GRESIK,Jawa Timur,Dipicu oleh hujan dengan intensitas tinggi,0,0,0,0,2273,0
7205 101 2022 011 024 1,7205,24/11/22,BANJIR,DONGGALA,Sulawesi Tengah,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,20,0
3517 101 2022 011 024 1,3517,24/11/22,BANJIR,JOMBANG,Jawa Timur,Dipicu oleh intensitas curah hujan yang cukup tinggi dan sungai Kanal Ring Ngotok meluap,0,0,0,0,1960,0
3509 101 2022 011 023 1,3509,23/11/22,BANJIR,JEMBER,Jawa Timur,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,92,0
1408 101 2022 011 023 1,1408,23/11/22,BANJIR,BENGKALIS,Riau,Dipicu oleh gelombang pasang air laut,0,0,0,0,110,0
1403 101 2022 011 022 1,1403,22/11/22,BANJIR,INDRAGIRI HILIR,Riau,Dipicu air sungai meluap di karenakan intensitas hujan yang tinggi dan mengakibatkan banjir,0,0,0,0,480,0
5203 101 2022 011 022 1,5203,22/11/22,BANJIR,LOMBOK TIMUR,Nusa Tenggara Barat,Dipicu hujan dengan intensitas tinggi,0,0,0,0,5,0
6311 101 2022 011 021 1,6311,21/11/22,BANJIR,BALANGAN,Kalimantan Selatan,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,154,0
6308 101 2022 011 021 1,6308,21/11/22,BANJIR,HULU SUNGAI UTARA,Kalimantan Selatan,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,210,0
6309 101 2022 011 021 1,6309,21/11/22,BANJIR,TABALONG,Kalimantan Selatan,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,403,0
1213 101 2022 011 021 1,1213,21/11/22,BANJIR,LANGKAT,Sumatera Utara,Dipicu oleh intensitas curah hujan yang cukup tinggi disertai area pemukiman warga lebih rendah daripada sungai,0,0,0,0,2557,0
6204 101 2022 011 021 1,6204,21/11/22,BANJIR,BARITO SELATAN,Kalimantan Tengah,Dipicu curah hujan dengan intensitas tinggi,0,0,0,0,850,0
1212 101 2022 011 021 1,1212,21/11/22,BANJIR,DELI SERDANG,Sumatera Utara, Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,2500,0
1276 101 2022 011 020 1,1276,20/11/22,BANJIR,KOTA BINJAI,Sumatera Utara,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,900,0
1219 101 2022 011 020 1,1219,20/11/22,BANJIR,BATU BARA,Sumatera Utara,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,2252,0
3372 101 2022 011 019 1,3372,19/11/22,BANJIR,KOTA SURAKARTA,Jawa Tengah,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai,0,0,0,0,169,0
6303 101 2022 011 019 1,6303,19/11/22,BANJIR,BANJAR,Kalimantan Selatan,Dipicu banjir surut pasang air laut,0,0,0,0,152,0
1110 101 2022 011 019 1,1110,19/11/22,BANJIR,BIREUEN,Aceh,Dipicu curah hujan dengan intensitas tinggi mengakibatkan banjir luapan,2,0,0,3,1233,0
6311 101 2022 011 019 1,6311,19/11/22,BANJIR,BALANGAN,Kalimantan Selatan,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai Balangan,0,0,0,0,132,0
3329 101 2022 011 018 1,3329,18/11/22,BANJIR,BREBES,Jawa Tengah,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai,0,0,0,0,0,0
3514 101 2022 011 018 1,3514,18/11/22,BANJIR,PASURUAN,Jawa Timur,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai,0,0,0,0,385,0
1275 101 2022 011 018 1,1275,18/11/22,BANJIR,KOTA MEDAN,Sumatera Utara,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai,0,0,0,0,1699,0
7602 101 2022 011 018 1,7602,18/11/22,BANJIR,POLEWALI MANDAR,Sulawesi Barat,hujan deras dengan durasi lama sehingga sungai tidak bisa menampung debit air.,0,0,0,60,2880,0
7371 101 2022 011 018 1,7371,18/11/22,BANJIR,KOTA MAKASSAR,Sulawesi Selatan,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai,0,0,0,0,839,0
3328 101 2022 011 018 1,3328,18/11/22,BANJIR,TEGAL,Jawa Tengah,Dipicu hujan deras Di wilayah Margasari sejak pukul 18.00 WIB sampai jam 23.00 WIB Menyebabkan meluapnya sungai pemali di sepanjang desa prupuk utara (banjir bandang),0,0,0,0,239,0
3302 101 2022 011 018 1,3302,18/11/22,BANJIR,BANYUMAS,Jawa Tengah,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air kali tajum,0,0,0,1,31,1
6303 101 2022 011 018 1,6303,18/11/22,BANJIR,BANJAR,Kalimantan Selatan,Dipicu banjir surut pasang air laut,0,0,0,2,150,0
1104 101 2022 011 018 1,1104,18/11/22,BANJIR,ACEH TENGGARA,Aceh,Dipicu curah hujan dengan intensitas sedang-tinggi yang mengguyur sebagian besar wilayah,0,0,0,0,31,0
3311 101 2022 011 018 1,3311,18/11/22,BANJIR,SUKOHARJO,Jawa Tengah,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai,0,0,0,0,2193,0
3403 101 2022 011 018 1,3403,18/11/22,BANJIR,GUNUNGKIDUL,Yogyakarta,Dipicu curah hujan dengan intensitas tinggi mengakibatkan banjir luapan,0,2,0,0,415,10
3301 101 2022 011 018 1,3301,18/11/22,BANJIR,CILACAP,Jawa Tengah,Dipicu  hujan dengan intensitas sedang sampai deras dengan durasi yang cukup lama,0,0,0,1,10,0
7604 101 2022 011 018 1,7604,18/11/22,BANJIR,MAMUJU,Sulawesi Barat,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai,0,0,0,10,603,0
6305 101 2022 011 018 1,6305,18/11/22,BANJIR,TAPIN,Kalimantan Selatan,Dipicu hujan deras menyebabkan terjadinya banjir,0,0,0,0,14,0
3312 101 2022 011 018 1,3312,18/11/22,BANJIR,WONOGIRI,Jawa Tengah,Dipicu  hujan intensitas tinggi dan berlangsung lama mengakibatkan sungai bengawan solo meluap mengenai permukiman warga dengan ketinggian antara 20-100 cm,0,0,0,5,144,0
1276 101 2022 011 018 1,1276,18/11/22,BANJIR,KOTA BINJAI,Sumatera Utara,"Dipicu hujan deras yang terjadi pada jumat malam (18/11) mengakibatkan 3 sungai diKota Binjai (Bingai, Mencirim dan Bangkatan) Mengalami peningkatan drastis",0,0,0,0,1387,0
7601 101 2022 011 018 1,7601,18/11/22,BANJIR,MAJENE,Sulawesi Barat,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai,0,0,0,52,0,8
3510 101 2022 011 018 1,3510,18/11/22,BANJIR,BANYUWANGI,Jawa Timur,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai,0,0,0,4,0,2
3303 101 2022 011 018 1,3303,18/11/22,BANJIR,PURBALINGGA,Jawa Tengah,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya air sungai Pase,0,0,0,0,140,0
7372 101 2022 011 018 1,7372,18/11/22,BANJIR,KOTA PARE-PARE,Sulawesi Selatan,Dipicu curah hujan dengan intensitas tinggi mengakibatkan banjir,0,0,0,0,435,0
7304 101 2022 011 018 1,7304,18/11/22,BANJIR,JENEPONTO,Sulawesi Selatan,Dipicu dengan intensitas tinggi selama beberapa jam menyebabkan air sungai meluap ke pemukiman warga sehingga terjadi banjir dan merusak beberapa rumah warga,0,0,0,31,0,0
7602 101 2022 011 018 1,7602,18/11/22,BANJIR,POLEWALI MANDAR,Sulawesi Barat,Dipicu curah hujan dengan intensitas tinggi dan meluapnya Sungai Mandar mengakibatkan banjir,0,0,0,3,3027,1
3329 101 2022 011 018 1,3329,18/11/22,BANJIR,BREBES,Jawa Tengah,Dipicu hujan dengan intensitas tinggi menyebabkan terjadinya tanah longsor,0,0,0,5,0,0
1111 101 2022 011 018 1,1111,18/11/22,BANJIR,ACEH UTARA,Aceh,"Dipicu hujan lebat  di Kabupaten Aceh Utara dan Kabupaten Bener Meriah mengakibatkan meluapnya aliran sungai  Krueng Keureuto, Krueng  Pirak dan aliran sungai Jeulekat",0,0,0,0,886,0
1706 101 2022 011 017 1,1706,17/11/22,BANJIR,MUKOMUKO,Bengkulu,Dipicu hujan deras yang mengakibatkan banjir,0,0,0,0,596,2
3673 101 2022 011 017 1,3673,17/11/22,BANJIR,KOTA SERANG,Banten,Dipicu hujan dengan intensitas tinggi menyebabkan meluapnya kali Talang,0,0,0,0,42,0
3514 101 2022 011 017 1,3514,17/11/22,BANJIR,PASURUAN,Jawa Timur,Dipicu Wilayah hulu terjadi hujan lebat durasi cukup lama. Sehingga pada pukul 18.00 wib air dr DAS kedung larangan meluber ke beberapa titik di hilir.,0,0,0,0,2265,0
1203 101 2022 011 016 1,1203,16/11/22,BANJIR,TAPANULI SELATAN,Sumatera Utara,Dipicu curah hujan dengan intensitas tinggi disertai meluapnya Sungai Batang Toru,0,0,0,0,180,0
6311 101 2022 011 016 1,6311,16/11/22,BANJIR,BALANGAN,Kalimantan Selatan,Dipicu curah hujan dengan intensitas tinggi mengakibatkan meluapnya Sungai,0,0,0,0,30,0
3312 101 2022 011 016 1,3312,16/11/22,BANJIR,WONOGIRI,Jawa Tengah,Dipicu hujan intensitas tinggi mengakibatkan menyebabkan banjir,0,0,0,0,8,0
1218 101 2022 011 016 1,1218,16/11/22,BANJIR,SERDANG BEDAGAI,Sumatera Utara,Dipicu hujan intensitas tinggi mengakibatkan menyebabkan Jebolnya tanggul sungai Meriah Padang Tebing Tinggi dan Air kiriman dari wilayah hulu Kab. Sergai sehingga sungai Bedagai tdk mampu menampung air dan meluap ke pemukiman warga,0,0,0,0,11641,0
1102 101 2022 011 016 1,1102,16/11/22,BANJIR,ACEH SINGKIL,Aceh,Dipicu oleh Curah Hujan yang tinggi wilayah Kab. Aceh Singkil,0,0,0,0,3850,0
1302 101 2022 011 016 1,1302,16/11/22,BANJIR,PESISIR SELATAN,Sumatera Barat,Dipicu hujan deras dengan intensitas tinggi,0,0,0,2,5335,0
1219 101 2022 011 015 1,1219,15/11/22,BANJIR,BATU BARA,Sumatera Utara,Dipicu hujan yang terjadi di kabupaten batu bara menyebabkan meluap nya air sungai dalu-dalu dan sungai bahbolon menyebabkan banjir,0,0,0,0,3281,0
3216 101 2022 011 015 1,3216,15/11/22,BANJIR,BEKASI,Jawa Barat,Dipicu hujan intensitas tinggi mengakibatkan meluapnya sungai,0,0,0,0,400,0
7204 101 2022 011 015 1,7204,15/11/22,BANJIR,POSO,Sulawesi Tengah,"Dipicu hujan dengan intensitas tinggi, dimulai pada Pukul : 13.00 s/d 17.00 WITA di Desa Kaduwaa. Menyebabkan Sungai Kaduwaa meluap hingga menggenangi pemukiman",0,0,0,0,25,0
5205 101 2022 011 015 1,5205,15/11/22,BANJIR,DOMPU,Nusa Tenggara Barat,Dipicu hujan intensitas tinggi dan banjir kiriman dari Sungai Rora Bima dan Sungai Saneo yang menyebabkan beberapa Rumah warga yang terendam,0,0,0,0,138,0
5309 101 2022 011 015 1,5309,15/11/22,BANJIR,FLORES TIMUR,Nusa Tenggara Timur,Dipicu hujan intensitas tinggi mengakibatkan menyebabkan banjir,0,0,0,2,0,0
7171 101 2022 011 015 1,7171,15/11/22,BANJIR,KOTA MANADO,Sulawesi Utara,"Dipicu hujan disertai Kilat/Petir dan pada pukul 21.00  wita puncak air pasang maximum 1,8 m , pada pukul 17.00 wita laporan dari CALL CENTER 112 bahwa telah terjadi bencana banjir",0,0,0,0,83,0
1175 101 2022 011 014 1,1175,14/11/22,BANJIR,KOTA SUBULUSSALAM,Aceh,Dipicu hujan intensitas tinggi mengakibatkan meluapnya Sungai Lae Souraya,0,0,0,0,1891,0
1212 101 2022 011 014 1,1212,14/11/22,BANJIR,DELI SERDANG,Sumatera Utara, Dipicu hujan intensitas tinggi mengakibatkan meluapnya Sungai Lembu dan Jebolnya tanggul di Sungai Disky,0,0,0,0,264,0
6271 101 2022 011 014 1,6271,14/11/22,BANJIR,KOTA PALANGKARAYA,Kalimantan Tengah,Dipicu hujan deras disertai angin kencang di wilayah sekitaran Cinangka,2,0,0,0,6911,0
6308 101 2022 011 014 1,6308,14/11/22,BANJIR,HULU SUNGAI UTARA,Kalimantan Selatan," Dipicu hujan intensitas tinggi mengakibatkan Terjadi luapan Air Sungai Nagara, Sungai Tabalong, dan Sungai Balangan",0,0,0,0,244,0
3302 101 2022 011 013 1,3302,13/11/22,BANJIR,BANYUMAS,Jawa Tengah, Dipicu hujan intensitas tinggi mengakibatkan meluapnya Sungai Suling,0,0,0,0,45,0
3172 101 2022 011 013 1,3172,13/11/22,BANJIR,KOTA JAKARTA TIMUR,Jakarta Raya, Dipicu hujan intensitas tinggi mengakibatkan meluapnya sungai Cibeet,0,0,0,0,41,0
3518 101 2022 011 013 1,3518,13/11/22,BANJIR,NGANJUK,Jawa Timur,Dipicu hujan intensitas tinggi mengakibatkan meluapnya sungai Bodor,0,0,0,0,210,0
3175 101 2022 011 013 1,3175,13/11/22,BANJIR,KOTA JAKARTA UTARA,Jakarta Raya, Dipicu hujan intensitas tinggi mengakibatkan meluapnya sungai Cibeet,0,0,0,0,0,0
1608 101 2022 011 013 1,1608,13/11/22,BANJIR,OGAN KOMERING ULU SELATAN,Sumatera Selatan,"Dipicu hujan dengan intensitas cukup tinggi sehingga mengakibatkan terjadinya banjir & longsor yang terjadi pada hari Minggu, 13 November 2022, Pkl. 04:00 WIB",0,0,0,6,600,2
3171 101 2022 011 013 1,3171,13/11/22,BANJIR,KOTA JAKARTA SELATAN,Jakarta Raya, Dipicu hujan intensitas tinggi mengakibatkan meluapnya sungai Cibeet,0,0,0,0,0,0
1608 101 2022 011 013 1,1608,13/11/22,BANJIR,OGAN KOMERING ULU SELATAN,Sumatera Selatan,Dipicu hujan intensitas tinggi mengakibatkan Banjir,0,0,0,5,670,0
3215 101 2022 011 013 1,3215,13/11/22,BANJIR,KARAWANG,Jawa Barat,Dipicu hujan intensitas tinggi mengakibatkan meluapnya sungai Cibeet,0,0,0,0,158,0
1410 101 2022 011 013 1,1410,13/11/22,BANJIR,KEPULAUAN MERANTI,Riau,Banjir terjadi akibat curah hujan yang sangat tinggi,0,0,0,0,83,0
1224 101 2022 011 013 1,1224,13/11/22,BANJIR,NIAS UTARA,Sumatera Utara,Akibat hujan yg berlangsung bbrp hari dengan intensitas tinggi hingga ringan,0,0,0,0,0,0
1801 101 2022 011 013 1,1801,13/11/22,BANJIR,LAMPUNG BARAT,Lampung,"Dipicu hujan dengan intensitas tinggi yang berangsur lama sehingga menyebabkan aliran sungai Way Semangka meluap. Hujan yang berangsur lama juga menyebabkan struktur tanah yang labil sehingga menyebabkan longsor di beberapa titik di wilayah Kab. Lampung Barat pada hari Minggu, 13 Nov 2022, Pkl. 13:00 WIB (dini hari)",0,0,0,1,50,1
1301 101 2022 011 012 1,1301,12/11/22,BANJIR,KEPULAUAN MENTAWAI,Sumatera Barat,Dipicu hujan intensitas tinggi mengakibatkan meluapnya sungai,0,0,0,0,697,0
9103 101 2022 011 012 1,9103,12/11/22,BANJIR,TELUK WONDAMA,Papua Barat, Dipicu hujan intensitas tinggi mengakibatkan meluapnya sungai,0,0,0,0,38,0
3603 101 2022 011 012 1,3603,12/11/22,BANJIR,TANGERANG,Banten,"Dipicu hujan dengan intensitas tinggi disertai luapan kali Cirabab dan luapan air danau, sehingga merusak tembok pembatas (tembok jebol) membuat air masuk ke perumahan warga",0,0,0,0,4751,0
1102 101 2022 011 012 1,1102,12/11/22,BANJIR,ACEH SINGKIL,Aceh,Curah Hujan yg tinggi yg melanda Kab. Aceh Singkil,0,0,0,0,8,0
1225 101 2022 011 012 1,1225,12/11/22,BANJIR,NIAS BARAT,Sumatera Utara,"Dipicu hujan lebat secara terus menerus sejak hari Sabtu, 12 Nov 2022, sehingga terjadi banjir pkl. 23:50 WIB",0,0,0,0,277,0
1213 101 2022 011 011 1,1213,11/11/22,BANJIR,LANGKAT,Sumatera Utara,Hujan dengan intensitas sedang - tinggi menyebabkan menggenangi pemukiman warga,0,0,0,0,2420,0
9103 101 2022 011 011 1,9103,11/11/22,BANJIR,TELUK WONDAMA,Papua Barat,"Dipicu hujan lebat secara terus menerus pada hari Sabtu, 13 Nov 2022 sehingga debit air dari beberapa sungai meluap karena pendangkalan dan terjadi banjir pkl. 01:30 WIT",0,0,0,0,38,0
3317 101 2022 011 011 1,3317,11/11/22,BANJIR,REMBANG,Jawa Tengah,Hujan deras dan dibukanya embung Grawan maka terjadi limpasan lebih dari 50 cm mengakibatkan sungai-sungai tidak mampu menampung air dan meluap ke pemukiman warga,0,0,0,0,272,0
3518 101 2022 011 011 1,3518,11/11/22,BANJIR,NGANJUK,Jawa Timur,Hujan dengan intensitas Tinggi dan air mulai masuk pemukiman warga,0,0,0,0,35,0
1371 101 2022 011 011 1,1371,11/11/22,BANJIR,KOTA PADANG,Sumatera Barat,Dipicu hujan disertai angin kencang yang terjadi pada hari Jumat  11 November 2022 Pkl. 13.30 Wib,0,0,0,0,0,0
3509 101 2022 011 011 1,3509,11/11/22,BANJIR,JEMBER,Jawa Timur,Hujan dengan intensitas sedang-tinggi menyebabkan meluap ke pemukiman warga,0,0,0,0,10,0
1204 101 2022 011 011 1,1204,11/11/22,BANJIR,TAPANULI TENGAH,Sumatera Utara,Dipicu hujan intensitas tinggi mengakibatkan menyebabkan tanah di daerah pemukiman mengalami pergeseran sampai ada yang longsor,3,0,0,2,836,1
5306 101 2022 011 011 1,5306,11/11/22,BANJIR,BELU,Nusa Tenggara Timur,"Terjadi hujan deras, Jumat, 11 Nop 2022,pkl :  16.00 - 18.00 Wita yg menyebabkan banjir yg meluap kerumah warga",0,0,0,1,6,0
6108 101 2022 011 011 1,6108,11/11/22,BANJIR,KAPUAS HULU,Kalimantan Barat,Dipicu oleh intensitas curah hujan yang cukup tinggi,0,0,0,0,5489,0
1407 101 2022 011 011 1,1407,11/11/22,BANJIR,ROKAN HULU,Riau,Banjir terjadi akibat curah hujan yang sangat tinggi,0,0,0,0,269,0
1115 101 2022 011 010 1,1115,10/11/22,BANJIR,NAGAN RAYA,Aceh,"Akibat hujan deras  dan adanya tumpukan sampah di pintu air Gampong Blang Bayu,mengakibatkan air Sungai Krueng Kulu meluap ke pemukiman penduduk",0,0,0,0,68,0
1871 101 2022 011 010 1,1871,10/11/22,BANJIR,KOTA BANDAR LAMPUNG,Lampung,"Dipicu hujan dengan intensitas tinggi dan struktur tanah yang labil yang terjadi pada hari Kamis 10 November 2022, Pkl. 17:00 WIB",0,0,0,0,6,0
1708 101 2022 011 09 1,1708,09/11/22,BANJIR,KEPAHIANG,Bengkulu,Hujan dg intensitas tinggi dari mulai pukul 12.00 wib sd pukul 18.00 wib  yg  menyebabkan perumahan warga di Desa Bandung Baru tergenang air,0,0,0,0,6,0
1106 101 2022 011 09 1,1106,09/11/22,BANJIR,ACEH TENGAH,Aceh,"Akibat hujan secara terus menerus sejak sore kemarin sampai malam tadi, sehingga menyebabkan banjir",0,0,0,8,30,0
1203 101 2022 011 09 1,1203,09/11/22,BANJIR,TAPANULI SELATAN,Sumatera Utara,Akibat curah hujan yang tinggi di wilayah kecamatan Batang Angkola mengakibatkan meluapnya  air sungai sitampa,0,0,0,0,160,0
5201 101 2022 011 08 1,5201,08/11/22,BANJIR,LOMBOK BARAT,Nusa Tenggara Barat,"Hujan yg tidak reda, dengan intensitas yang lebat dan deras.",0,0,0,0,9,0
1809 101 2022 011 08 1,1809,08/11/22,BANJIR,PESAWARAN,Lampung,Dipicu oleh hujan dengan intensitas tinggi sehingga menyebabkan meluapnya sungai way punduh.,0,0,0,13,535,1
5204 101 2022 011 08 1,5204,08/11/22,BANJIR,SUMBAWA,Nusa Tenggara Barat,hujan serta angin kencang di wilayah Kecamatan tersebut,0,0,0,0,50,1
6303 101 2022 011 07 1,6303,07/11/22,BANJIR,BANJAR,Kalimantan Selatan,Dipicu curah hujan yang tinggi,0,0,0,0,15,0
3204 101 2022 011 07 1,3204,07/11/22,BANJIR,BANDUNG,Jawa Barat,Dipicu oleh Intensitas hujan yang tinggi,0,0,0,0,100,0
1219 101 2022 011 07 1,1219,07/11/22,BANJIR,BATU BARA,Sumatera Utara,"Dipicu intensitas hujan yang tinggi dan berangsur lama menyebabkan banjir pada hari Senin, 07 Nov 2022, Pkl. 14:50 WIB",0,0,0,0,934,0
1606 101 2022 011 07 1,1606,07/11/22,BANJIR,MUSI BANYU ASIN,Sumatera Selatan,Telah terjadi bencana banjir di wilayah tersebut yang disebabkan oleh curah hujan yang cukup tinggi dan Luapan Sungai Bahar,0,0,0,0,92,0
3508 101 2022 011 06 1,3508,06/11/22,BANJIR,LUMAJANG,Jawa Timur,hujan dengan intensitas sedang hingga lebat mengakibatkan Sungai Banter meluap dan menggenangi Jalan,0,0,0,0,377,0
3324 101 2022 011 06 1,3324,06/11/22,BANJIR,KENDAL,Jawa Tengah,dipicu akibat hujan dengan intensitas sedang hingga lebat yang mengguyur wilayah Kab. Kendal dengan durasi yang cukup lama sehingga menimbulkan banjir dan angin kencang di beberapa kecamatan,0,0,1,1,1828,4
6172 101 2022 011 06 1,6172,06/11/22,BANJIR,KOTA SINGKAWANG,Kalimantan Barat,dipicu hujan Intensitas tinggi durasi yang cukup lama sejak siang (5/11/2022) hingga malam (sini hari) (6/6/2022) menyebabkan banjir serta di Kota Singkawang,0,0,0,0,1000,0
7502 101 2022 011 06 1,7502,06/11/22,BANJIR,GORONTALO,Gorontalo,curah hujan yang tinggi berdurasi lama,0,0,0,0,170,0
8205 101 2022 011 06 1,8205,06/11/22,BANJIR,HALMAHERA UTARA,Maluku Utara,Kondisi cuaca yang tidak bisa diprediksi mempengaruhi pasang nya gelombang air laut yang naik sampai ke pemukiman warga,0,0,0,0,29,0
1108 101 2022 011 06 1,1108,06/11/22,BANJIR,ACEH BESAR,Aceh,intensitas hujan yang terjadi pada hari ini pada pukul 16.00 wib selama -+ 3 jam  telah mengakibatkan terjadinya banjir genangan,0,0,0,0,4,0
3312 101 2022 011 06 1,3312,06/11/22,BANJIR,WONOGIRI,Jawa Tengah,"Hujan deras berlangsung lama lebih dari 3 jam pada hari Minggu, 6 November 2022 Pukul 01.00 - 03.00 WIB mengakibatkan beberapa titik lokasi terjadi banjir / genangan air",0,0,0,0,76,0
3374 101 2022 011 06 1,3374,06/11/22,BANJIR,KOTA SEMARANG,Jawa Tengah,"Pada hari Minggu, 06 November 2022 terjadi hujan deras sertai angin kencang yang merata mengguyur di area Kota Semarang yang menyebabkan Banjir dan rusaknya rumah warga akibat angin kencang.",0,0,0,4,1162,0
7102 101 2022 011 05 1,7102,05/11/22,BANJIR,MINAHASA,Sulawesi Utara,Dikarenakan hujan deras sehingga meluapnya aliran air sungai yang melewati pemukiman penduduk di Kelurahan Papakelan Kec. Tondano Timur Kab. Minahasa.,0,0,0,0,300,0
1111 101 2022 011 05 1,1111,05/11/22,BANJIR,ACEH UTARA,Aceh,"Hujan deras yang mengguyur wilayah Kabupaten Aceh Utara menyebabkan meluapnya Krueng  Jambo Aye, Krueng Arakundo dan Krueng Keuruto sehinga terjadinya banjir menggenangi pemukiman warga ketinggian air mencapai 30 s/d 80 cm.",0,0,0,0,311,0
