latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-2.9000015,119.30002,1591.0,25200,Asia/Bangkok,+07

time,weathercode (wmo code),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm)
2020-05-26,61,19.3,2.90,2.90
2020-05-27,55,18.9,5.10,5.10
2020-05-28,63,18.3,25.40,25.40
2020-05-29,63,18.5,7.60,7.60
2020-05-30,61,18.4,3.90,3.90
2020-05-31,63,18.2,8.40,8.40
2020-06-01,63,18.5,11.50,11.50
2020-06-02,61,18.1,8.40,8.40
2020-06-03,63,18.0,22.10,22.10
2020-06-04,53,18.2,1.30,1.30
2020-06-05,63,18.4,8.40,8.40
2020-06-06,63,18.0,17.60,17.60
2020-06-07,63,17.7,9.40,9.40
2020-06-08,63,18.1,11.20,11.20
2020-06-09,51,18.3,1.30,1.30
2020-06-10,51,18.9,0.30,0.30
2020-06-11,51,18.6,1.30,1.30
2020-06-12,61,17.9,8.30,8.30
2020-06-13,63,17.4,15.70,15.70
2020-06-14,63,17.8,14.40,14.40
2020-06-15,63,17.7,20.90,20.90
2020-06-16,63,18.1,17.70,17.70
2020-06-17,63,17.9,24.60,24.60
2020-06-18,63,18.1,53.90,53.90
2020-06-19,63,18.0,15.00,15.00
2020-06-20,63,17.8,16.80,16.80
2020-06-21,63,17.9,15.60,15.60
2020-06-22,53,18.2,1.60,1.60
2020-06-23,51,18.3,1.00,1.00
2020-06-24,53,18.2,2.50,2.50
2020-06-25,63,17.9,14.00,14.00
2020-06-26,63,17.5,41.10,41.10
2020-06-27,63,17.4,6.40,6.40
2020-06-28,63,17.1,9.90,9.90
2020-06-29,61,17.6,4.60,4.60
2020-06-30,55,17.6,4.00,4.00
2020-07-01,63,17.4,9.10,9.10
2020-07-02,63,17.2,13.40,13.40
2020-07-03,63,17.4,38.10,38.10
2020-07-04,63,17.4,11.60,11.60
2020-07-05,63,17.0,24.60,24.60
2020-07-06,63,17.3,14.90,14.90
2020-07-07,53,17.8,2.90,2.90
2020-07-08,53,17.9,3.10,3.10
2020-07-09,53,17.3,3.80,3.80
2020-07-10,61,17.6,12.80,12.80
2020-07-11,61,17.8,9.20,9.20
2020-07-12,63,17.5,24.80,24.80
2020-07-13,63,17.2,38.10,38.10
2020-07-14,55,17.6,5.00,5.00
2020-07-15,63,17.6,21.00,21.00
2020-07-16,63,17.3,19.10,19.10
2020-07-17,51,18.0,0.70,0.70
2020-07-18,61,17.8,5.80,5.80
2020-07-19,53,17.9,2.30,2.30
2020-07-20,51,18.1,1.20,1.20
2020-07-21,61,17.8,3.40,3.40
2020-07-22,53,18.0,2.20,2.20
2020-07-23,63,17.5,7.40,7.40
2020-07-24,51,17.5,0.60,0.60
2020-07-25,51,17.4,1.30,1.30
2020-07-26,63,17.6,15.40,15.40
2020-07-27,3,18.0,0.00,0.00
2020-07-28,3,17.7,0.00,0.00
2020-07-29,51,17.8,0.40,0.40
2020-07-30,51,17.6,0.20,0.20
2020-07-31,63,17.4,14.80,14.80
2020-08-01,53,17.6,3.30,3.30
2020-08-02,61,17.8,12.00,12.00
2020-08-03,55,17.7,5.50,5.50
2020-08-04,53,17.8,5.20,5.20
2020-08-05,53,18.4,3.10,3.10
2020-08-06,51,18.5,1.00,1.00
2020-08-07,61,18.2,4.20,4.20
2020-08-08,53,18.6,1.60,1.60
2020-08-09,63,18.4,12.30,12.30
2020-08-10,65,17.9,43.50,43.50
2020-08-11,63,17.6,18.60,18.60
2020-08-12,61,17.7,9.70,9.70
2020-08-13,51,18.4,0.10,0.10
2020-08-14,51,18.4,0.30,0.30
2020-08-15,3,17.6,0.00,0.00
2020-08-16,63,17.2,12.80,12.80
2020-08-17,53,17.7,1.70,1.70
2020-08-18,2,18.1,0.00,0.00
2020-08-19,3,17.5,0.00,0.00
2020-08-20,51,17.4,1.30,1.30
2020-08-21,53,17.2,1.80,1.80
2020-08-22,55,17.8,1.90,1.90
2020-08-23,51,17.9,1.10,1.10
2020-08-24,51,17.8,0.90,0.90
2020-08-25,3,17.9,0.00,0.00
2020-08-26,51,17.7,0.20,0.20
2020-08-27,53,17.7,1.20,1.20
2020-08-28,53,17.5,1.10,1.10
2020-08-29,51,18.1,0.60,0.60
2020-08-30,51,17.8,0.20,0.20
2020-08-31,63,17.6,12.50,12.50
2020-09-01,63,17.2,46.30,46.30
2020-09-02,63,17.6,10.50,10.50
2020-09-03,63,17.7,13.80,13.80
2020-09-04,63,17.6,11.20,11.20
2020-09-05,53,18.1,2.50,2.50
2020-09-06,55,17.9,5.90,5.90
2020-09-07,63,17.5,26.70,26.70
2020-09-08,65,17.4,19.70,19.70
2020-09-09,63,17.8,7.70,7.70
2020-09-10,63,18.2,12.30,12.30
2020-09-11,63,17.8,28.40,28.40
2020-09-12,63,18.0,9.30,9.30
2020-09-13,65,17.5,26.10,26.10
2020-09-14,51,17.9,0.80,0.80
2020-09-15,51,18.1,0.30,0.30
2020-09-16,63,17.1,10.90,10.90
2020-09-17,51,18.0,0.50,0.50
2020-09-18,51,18.6,1.30,1.30
2020-09-19,53,18.6,0.90,0.90
2020-09-20,63,18.2,23.70,23.70
2020-09-21,63,17.9,12.00,12.00
2020-09-22,55,18.4,4.20,4.20
2020-09-23,63,17.9,8.10,8.10
2020-09-24,51,18.0,0.30,0.30
2020-09-25,51,18.4,1.00,1.00
2020-09-26,61,18.1,6.80,6.80
2020-09-27,63,17.5,23.90,23.90
2020-09-28,3,18.0,0.00,0.00
2020-09-29,55,17.7,4.40,4.40
2020-09-30,63,17.7,38.20,38.20
2020-10-01,63,18.0,13.50,13.50
2020-10-02,51,18.6,0.40,0.40
2020-10-03,2,18.6,0.00,0.00
2020-10-04,51,18.9,0.20,0.20
2020-10-05,65,17.9,39.60,39.60
2020-10-06,63,17.6,29.00,29.00
2020-10-07,63,18.3,16.40,16.40
2020-10-08,63,18.6,13.10,13.10
2020-10-09,65,18.4,23.90,23.90
2020-10-10,63,17.4,17.90,17.90
2020-10-11,3,18.7,0.00,0.00
2020-10-12,3,18.3,0.00,0.00
2020-10-13,51,18.5,0.90,0.90
2020-10-14,61,18.3,5.20,5.20
2020-10-15,65,18.0,101.50,101.50
2020-10-16,65,17.9,37.30,37.30
2020-10-17,63,17.9,16.70,16.70
2020-10-18,63,18.3,20.90,20.90
2020-10-19,63,17.6,21.20,21.20
2020-10-20,51,18.8,0.90,0.90
2020-10-21,51,18.8,0.70,0.70
2020-10-22,3,19.3,0.00,0.00
2020-10-23,61,18.7,6.00,6.00
2020-10-24,55,17.9,4.60,4.60
2020-10-25,63,18.3,11.20,11.20
2020-10-26,53,18.2,1.90,1.90
2020-10-27,51,18.0,0.90,0.90
2020-10-28,63,18.3,6.20,6.20
2020-10-29,55,18.2,4.00,4.00
2020-10-30,65,18.0,20.80,20.80
2020-10-31,61,18.0,8.00,8.00
2020-11-01,51,18.0,0.90,0.90
2020-11-02,63,17.8,8.30,8.30
2020-11-03,61,18.0,4.30,4.30
2020-11-04,61,18.2,4.90,4.90
2020-11-05,61,18.1,6.60,6.60
2020-11-06,63,17.8,15.90,15.90
2020-11-07,63,18.3,15.00,15.00
2020-11-08,3,18.9,0.00,0.00
2020-11-09,3,19.0,0.00,0.00
2020-11-10,53,18.2,1.60,1.60
2020-11-11,53,17.6,4.70,4.70
2020-11-12,51,18.9,0.10,0.10
2020-11-13,51,19.3,0.40,0.40
2020-11-14,53,18.6,3.70,3.70
2020-11-15,63,17.9,10.00,10.00
2020-11-16,55,18.4,3.60,3.60
2020-11-17,53,18.5,1.80,1.80
2020-11-18,53,18.3,1.20,1.20
2020-11-19,51,18.3,1.50,1.50
2020-11-20,61,18.5,5.10,5.10
2020-11-21,61,18.3,11.50,11.50
2020-11-22,61,17.8,18.70,18.70
2020-11-23,61,17.5,10.10,10.10
2020-11-24,63,17.9,14.20,14.20
2020-11-25,63,17.3,10.60,10.60
2020-11-26,63,17.5,20.80,20.80
2020-11-27,63,17.3,19.30,19.30
2020-11-28,63,17.7,8.20,8.20
2020-11-29,63,17.6,15.00,15.00
2020-11-30,61,16.2,13.60,13.60
2020-12-01,61,18.0,8.10,8.10
2020-12-02,51,18.5,1.10,1.10
2020-12-03,51,18.0,1.40,1.40
2020-12-04,63,17.7,9.20,9.20
2020-12-05,53,18.2,2.50,2.50
2020-12-06,3,18.7,0.00,0.00
2020-12-07,55,18.8,1.70,1.70
2020-12-08,53,19.3,0.60,0.60
2020-12-09,65,19.0,14.60,14.60
2020-12-10,63,18.4,9.20,9.20
2020-12-11,63,18.6,16.40,16.40
2020-12-12,63,17.4,23.90,23.90
2020-12-13,63,16.5,12.70,12.70
2020-12-14,61,17.2,2.70,2.70
2020-12-15,63,17.5,6.80,6.80
2020-12-16,63,17.3,11.90,11.90
2020-12-17,63,17.2,8.30,8.30
2020-12-18,61,16.6,13.20,13.20
2020-12-19,53,17.5,2.70,2.70
2020-12-20,53,17.5,7.40,7.40
2020-12-21,61,17.9,3.60,3.60
2020-12-22,51,17.9,1.80,1.80
2020-12-23,61,16.9,16.10,16.10
2020-12-24,61,17.3,4.10,4.10
2020-12-25,63,17.5,12.90,12.90
2020-12-26,55,17.2,6.70,6.70
2020-12-27,63,17.6,7.50,7.50
2020-12-28,63,17.5,7.70,7.70
2020-12-29,65,17.1,20.00,20.00
2020-12-30,63,17.4,8.10,8.10
2020-12-31,63,17.2,14.80,14.80
2021-01-01,63,17.5,12.80,12.80
2021-01-02,63,17.7,10.80,10.80
2021-01-03,65,17.8,18.40,18.40
2021-01-04,63,17.9,12.00,12.00
2021-01-05,63,17.5,18.50,18.50
2021-01-06,61,17.7,8.10,8.10
2021-01-07,63,18.2,6.30,6.30
2021-01-08,51,18.2,1.80,1.80
2021-01-09,61,18.3,3.50,3.50
2021-01-10,63,18.6,14.10,14.10
2021-01-11,63,18.0,65.40,65.40
2021-01-12,63,17.9,12.20,12.20
2021-01-13,65,18.1,23.00,23.00
2021-01-14,63,17.8,25.80,25.80
2021-01-15,65,16.7,83.00,83.00
2021-01-16,63,17.4,11.50,11.50
2021-01-17,63,16.9,13.70,13.70
2021-01-18,63,17.1,13.50,13.50
2021-01-19,53,17.1,9.30,9.30
2021-01-20,55,17.9,4.10,4.10
2021-01-21,53,17.7,4.40,4.40
2021-01-22,63,17.8,15.60,15.60
2021-01-23,63,17.2,11.10,11.10
2021-01-24,63,17.0,10.80,10.80
2021-01-25,61,16.7,13.00,13.00
2021-01-26,51,17.7,1.20,1.20
2021-01-27,53,17.9,2.50,2.50
