latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-3.7999954,102.30002,18.0,25200,Asia/Bangkok,+07

time,weathercode (wmo code),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm)
2020-05-26,63,26.0,11.00,11.00
2020-05-27,51,26.1,0.90,0.90
2020-05-28,53,26.5,1.10,1.10
2020-05-29,51,26.9,0.60,0.60
2020-05-30,63,26.1,16.40,16.40
2020-05-31,63,26.0,21.50,21.50
2020-06-01,55,26.5,2.70,2.70
2020-06-02,63,26.1,8.90,8.90
2020-06-03,63,26.1,11.00,11.00
2020-06-04,65,25.3,25.40,25.40
2020-06-05,63,24.8,10.00,10.00
2020-06-06,51,26.2,0.50,0.50
2020-06-07,51,26.1,0.20,0.20
2020-06-08,63,26.2,7.00,7.00
2020-06-09,2,26.8,0.00,0.00
2020-06-10,53,27.0,1.10,1.10
2020-06-11,55,26.8,1.80,1.80
2020-06-12,63,25.8,11.40,11.40
2020-06-13,61,25.4,10.10,10.10
2020-06-14,2,26.8,0.00,0.00
2020-06-15,2,27.1,0.00,0.00
2020-06-16,63,26.4,19.70,19.70
2020-06-17,63,25.5,15.00,15.00
2020-06-18,65,25.5,44.00,44.00
2020-06-19,65,24.9,69.50,69.50
2020-06-20,63,25.1,20.40,20.40
2020-06-21,63,25.1,28.10,28.10
2020-06-22,63,25.3,16.80,16.80
2020-06-23,63,25.2,46.30,46.30
2020-06-24,53,25.0,7.80,7.80
2020-06-25,3,26.2,0.00,0.00
2020-06-26,1,26.2,0.00,0.00
2020-06-27,51,26.4,0.50,0.50
2020-06-28,51,26.8,0.10,0.10
2020-06-29,51,26.8,0.60,0.60
2020-06-30,1,27.0,0.00,0.00
2020-07-01,53,26.4,0.90,0.90
2020-07-02,61,26.5,2.40,2.40
2020-07-03,61,26.6,2.70,2.70
2020-07-04,63,26.8,5.10,5.10
2020-07-05,55,27.1,4.10,4.10
2020-07-06,61,26.7,3.80,3.80
2020-07-07,53,27.1,3.30,3.30
2020-07-08,65,25.1,42.70,42.70
2020-07-09,63,24.9,11.40,11.40
2020-07-10,51,26.0,0.50,0.50
2020-07-11,63,25.9,12.30,12.30
2020-07-12,61,25.3,3.00,3.00
2020-07-13,63,25.2,6.90,6.90
2020-07-14,51,26.1,0.80,0.80
2020-07-15,61,26.7,3.10,3.10
2020-07-16,63,26.2,4.80,4.80
2020-07-17,63,25.6,20.50,20.50
2020-07-18,53,25.7,1.60,1.60
2020-07-19,63,25.8,7.30,7.30
2020-07-20,63,26.6,6.20,6.20
2020-07-21,63,26.3,12.60,12.60
2020-07-22,63,25.4,13.80,13.80
2020-07-23,63,25.3,5.20,5.20
2020-07-24,61,26.0,6.80,6.80
2020-07-25,53,25.7,1.50,1.50
2020-07-26,2,26.3,0.00,0.00
2020-07-27,1,26.0,0.00,0.00
2020-07-28,3,25.8,0.00,0.00
2020-07-29,2,26.0,0.00,0.00
2020-07-30,51,25.5,1.20,1.20
2020-07-31,51,25.1,1.20,1.20
2020-08-01,1,24.9,0.00,0.00
2020-08-02,2,25.5,0.00,0.00
2020-08-03,61,25.7,2.50,2.50
2020-08-04,63,24.7,36.90,36.90
2020-08-05,63,25.3,11.00,11.00
2020-08-06,51,26.5,0.60,0.60
2020-08-07,2,26.5,0.00,0.00
2020-08-08,3,26.3,0.00,0.00
2020-08-09,1,26.2,0.00,0.00
2020-08-10,53,26.4,0.90,0.90
2020-08-11,61,26.2,5.00,5.00
2020-08-12,61,26.8,3.90,3.90
2020-08-13,51,25.9,0.30,0.30
2020-08-14,51,26.2,1.00,1.00
2020-08-15,2,26.6,0.00,0.00
2020-08-16,61,26.1,8.40,8.40
2020-08-17,65,25.1,44.50,44.50
2020-08-18,63,25.6,18.20,18.20
2020-08-19,61,25.8,3.50,3.50
2020-08-20,51,26.6,0.60,0.60
2020-08-21,61,26.4,5.90,5.90
2020-08-22,53,25.8,2.10,2.10
2020-08-23,63,26.1,6.30,6.30
2020-08-24,51,27.0,0.80,0.80
2020-08-25,2,27.1,0.00,0.00
2020-08-26,61,26.7,1.90,1.90
2020-08-27,1,26.5,0.00,0.00
2020-08-28,51,26.3,0.40,0.40
2020-08-29,51,26.6,1.30,1.30
2020-08-30,53,26.5,2.10,2.10
2020-08-31,53,25.8,4.70,4.70
2020-09-01,51,26.2,2.20,2.20
2020-09-02,61,26.1,6.30,6.30
2020-09-03,65,25.4,32.10,32.10
2020-09-04,65,25.1,30.60,30.60
2020-09-05,65,24.1,115.90,115.90
2020-09-06,51,25.0,0.60,0.60
2020-09-07,53,26.3,2.20,2.20
2020-09-08,53,26.8,1.70,1.70
2020-09-09,65,25.8,86.50,86.50
2020-09-10,65,24.4,166.80,166.80
2020-09-11,63,25.1,21.50,21.50
2020-09-12,61,25.2,10.80,10.80
2020-09-13,51,25.1,0.60,0.60
2020-09-14,51,25.4,0.50,0.50
2020-09-15,53,24.7,4.60,4.60
2020-09-16,51,25.4,0.30,0.30
2020-09-17,2,25.5,0.00,0.00
2020-09-18,2,25.4,0.00,0.00
2020-09-19,2,26.5,0.00,0.00
2020-09-20,53,26.1,5.40,5.40
2020-09-21,65,25.3,33.90,33.90
2020-09-22,55,25.8,9.90,9.90
2020-09-23,55,26.8,2.50,2.50
2020-09-24,55,25.9,3.50,3.50
2020-09-25,63,25.5,8.10,8.10
2020-09-26,53,25.6,2.90,2.90
2020-09-27,55,25.1,6.80,6.80
2020-09-28,63,25.9,6.90,6.90
2020-09-29,53,26.4,0.70,0.70
2020-09-30,61,26.8,2.60,2.60
2020-10-01,63,25.7,49.50,49.50
2020-10-02,63,25.4,17.40,17.40
2020-10-03,51,25.4,2.80,2.80
2020-10-04,53,26.0,2.10,2.10
2020-10-05,55,25.2,6.10,6.10
2020-10-06,53,24.9,4.00,4.00
2020-10-07,61,25.0,10.70,10.70
2020-10-08,63,24.1,62.40,62.40
2020-10-09,53,24.8,2.20,2.20
2020-10-10,53,25.1,3.10,3.10
2020-10-11,53,25.0,1.50,1.50
2020-10-12,61,24.9,6.80,6.80
2020-10-13,61,25.6,4.00,4.00
2020-10-14,61,25.7,2.40,2.40
2020-10-15,2,25.8,0.00,0.00
2020-10-16,51,26.4,0.20,0.20
2020-10-17,63,25.6,5.20,5.20
2020-10-18,51,25.5,0.60,0.60
2020-10-19,51,25.7,1.50,1.50
2020-10-20,61,25.3,10.90,10.90
2020-10-21,53,25.6,2.70,2.70
2020-10-22,51,25.4,1.40,1.40
2020-10-23,51,25.9,0.60,0.60
2020-10-24,61,25.0,6.40,6.40
2020-10-25,53,24.7,4.30,4.30
2020-10-26,55,24.6,7.20,7.20
2020-10-27,51,25.3,0.20,0.20
2020-10-28,63,25.0,5.00,5.00
2020-10-29,53,25.5,2.70,2.70
2020-10-30,63,25.1,12.50,12.50
2020-10-31,63,24.2,20.80,20.80
2020-11-01,61,24.5,14.30,14.30
2020-11-02,61,25.0,8.20,8.20
2020-11-03,61,23.9,29.30,29.30
2020-11-04,61,25.2,2.50,2.50
2020-11-05,51,25.3,0.90,0.90
2020-11-06,63,25.2,4.60,4.60
2020-11-07,63,25.2,17.60,17.60
2020-11-08,63,24.5,26.10,26.10
2020-11-09,65,24.9,47.30,47.30
2020-11-10,63,25.2,3.10,3.10
2020-11-11,51,26.6,0.40,0.40
2020-11-12,53,27.1,0.90,0.90
2020-11-13,61,26.2,6.20,6.20
2020-11-14,63,25.7,22.90,22.90
2020-11-15,63,26.2,6.90,6.90
2020-11-16,63,26.2,14.40,14.40
2020-11-17,65,25.2,79.40,79.40
2020-11-18,53,25.8,3.90,3.90
2020-11-19,63,25.5,14.90,14.90
2020-11-20,61,25.8,10.90,10.90
2020-11-21,63,25.3,13.80,13.80
2020-11-22,63,25.6,8.50,8.50
2020-11-23,61,24.9,9.80,9.80
2020-11-24,55,25.3,4.00,4.00
2020-11-25,55,25.6,3.10,3.10
2020-11-26,61,25.1,12.00,12.00
2020-11-27,61,25.1,9.90,9.90
2020-11-28,63,23.7,41.60,41.60
2020-11-29,61,24.3,12.00,12.00
2020-11-30,51,25.8,0.50,0.50
2020-12-01,51,25.9,1.10,1.10
2020-12-02,53,26.0,1.30,1.30
2020-12-03,51,25.7,0.70,0.70
2020-12-04,51,26.2,0.30,0.30
2020-12-05,51,25.8,0.30,0.30
2020-12-06,53,25.6,4.20,4.20
2020-12-07,55,25.0,7.30,7.30
2020-12-08,55,25.2,8.90,8.90
2020-12-09,63,23.7,26.30,26.30
2020-12-10,61,24.1,18.70,18.70
2020-12-11,53,25.1,3.70,3.70
2020-12-12,55,25.0,7.60,7.60
2020-12-13,53,24.8,7.90,7.90
2020-12-14,51,25.4,1.90,1.90
2020-12-15,53,25.1,3.40,3.40
2020-12-16,61,24.2,20.00,20.00
2020-12-17,53,25.1,6.40,6.40
2020-12-18,53,24.6,8.10,8.10
2020-12-19,61,24.0,10.30,10.30
2020-12-20,3,26.0,0.00,0.00
2020-12-21,51,26.4,0.50,0.50
2020-12-22,1,26.2,0.00,0.00
2020-12-23,51,26.0,0.60,0.60
2020-12-24,53,24.8,7.30,7.30
2020-12-25,51,25.6,1.00,1.00
2020-12-26,55,25.5,2.20,2.20
2020-12-27,51,26.2,1.00,1.00
2020-12-28,53,25.5,3.60,3.60
2020-12-29,53,25.0,4.80,4.80
2020-12-30,53,25.8,2.50,2.50
2020-12-31,53,25.3,4.80,4.80
2021-01-01,51,26.1,0.10,0.10
2021-01-02,51,25.9,0.50,0.50
2021-01-03,51,25.3,1.70,1.70
2021-01-04,53,25.2,3.60,3.60
2021-01-05,53,26.1,2.80,2.80
2021-01-06,61,25.6,6.40,6.40
2021-01-07,53,25.6,4.00,4.00
2021-01-08,53,25.4,5.80,5.80
2021-01-09,63,23.8,41.90,41.90
2021-01-10,53,25.4,1.40,1.40
2021-01-11,61,25.1,7.60,7.60
2021-01-12,63,23.9,28.00,28.00
2021-01-13,53,25.3,1.10,1.10
2021-01-14,3,25.6,0.00,0.00
2021-01-15,3,26.6,0.00,0.00
2021-01-16,51,26.5,0.70,0.70
2021-01-17,53,26.0,1.00,1.00
2021-01-18,63,25.1,18.20,18.20
2021-01-19,51,25.2,1.30,1.30
2021-01-20,51,26.2,0.20,0.20
2021-01-21,51,26.6,0.10,0.10
2021-01-22,1,26.8,0.00,0.00
2021-01-23,1,26.8,0.00,0.00
2021-01-24,1,26.8,0.00,0.00
2021-01-25,53,25.9,4.80,4.80
2021-01-26,63,24.6,19.30,19.30
2021-01-27,61,24.8,11.00,11.00
2021-01-28,55,24.4,13.50,13.50
2021-01-29,53,25.6,3.00,3.00
2021-01-30,63,25.1,14.20,14.20
2021-01-31,61,25.0,7.10,7.10
2021-02-01,63,25.8,5.00,5.00
2021-02-02,51,25.7,0.30,0.30
2021-02-03,51,26.0,0.20,0.20
2021-02-04,51,26.0,0.30,0.30
2021-02-05,1,26.5,0.00,0.00
2021-02-06,1,26.7,0.00,0.00
2021-02-07,53,26.6,1.30,1.30
2021-02-08,51,27.4,0.30,0.30
2021-02-09,53,26.3,1.70,1.70
2021-02-10,61,25.1,12.80,12.80
2021-02-11,53,26.0,1.50,1.50
2021-02-12,53,26.2,1.20,1.20
2021-02-13,53,26.6,1.40,1.40
2021-02-14,55,26.2,4.40,4.40
2021-02-15,61,26.0,5.00,5.00
2021-02-16,63,25.4,8.60,8.60
2021-02-17,61,25.5,5.20,5.20
2021-02-18,63,25.4,17.70,17.70
2021-02-19,53,26.4,0.80,0.80
2021-02-20,61,25.7,3.50,3.50
2021-02-21,53,26.1,1.30,1.30
2021-02-22,55,26.2,3.60,3.60
2021-02-23,53,26.2,1.50,1.50
2021-02-24,55,25.9,2.60,2.60
2021-02-25,63,24.2,38.70,38.70
2021-02-26,53,26.1,1.20,1.20
2021-02-27,2,27.0,0.00,0.00
2021-02-28,51,26.6,0.20,0.20
2021-03-01,2,26.8,0.00,0.00
2021-03-02,53,26.3,2.70,2.70
2021-03-03,51,26.0,1.00,1.00
2021-03-04,51,27.0,1.10,1.10
2021-03-05,61,26.8,5.80,5.80
2021-03-06,63,25.4,11.50,11.50
2021-03-07,55,25.3,5.70,5.70
2021-03-08,51,25.4,0.20,0.20
2021-03-09,1,26.0,0.00,0.00
2021-03-10,51,26.0,1.10,1.10
2021-03-11,61,25.2,8.10,8.10
2021-03-12,61,25.3,2.90,2.90
2021-03-13,53,25.7,1.40,1.40
2021-03-14,51,25.8,1.50,1.50
2021-03-15,51,25.7,1.40,1.40
2021-03-16,61,25.2,12.70,12.70
2021-03-17,53,25.8,2.00,2.00
2021-03-18,55,25.8,4.90,4.90
2021-03-19,55,25.6,3.20,3.20
2021-03-20,53,25.6,3.70,3.70
2021-03-21,55,25.4,6.70,6.70
2021-03-22,53,25.1,9.70,9.70
2021-03-23,53,25.5,3.70,3.70
2021-03-24,53,25.7,3.10,3.10
2021-03-25,53,26.1,0.70,0.70
2021-03-26,53,26.3,2.80,2.80
2021-03-27,61,25.9,4.90,4.90
2021-03-28,51,26.6,1.70,1.70
2021-03-29,61,25.6,7.70,7.70
2021-03-30,61,24.9,15.70,15.70
2021-03-31,61,24.4,19.40,19.40
2021-04-01,63,24.0,21.90,21.90
2021-04-02,53,25.8,2.60,2.60
2021-04-03,53,26.0,2.30,2.30
2021-04-04,51,26.6,0.50,0.50
2021-04-05,51,26.5,0.70,0.70
2021-04-06,51,26.1,0.40,0.40
2021-04-07,53,26.7,0.50,0.50
2021-04-08,51,26.4,0.60,0.60
2021-04-09,53,26.4,2.10,2.10
2021-04-10,61,25.9,2.90,2.90
2021-04-11,55,25.5,2.50,2.50
2021-04-12,51,25.6,0.30,0.30
2021-04-13,61,25.6,4.40,4.40
2021-04-14,2,26.1,0.00,0.00
2021-04-15,61,25.8,5.70,5.70
2021-04-16,61,25.4,5.10,5.10
2021-04-17,63,25.1,5.90,5.90
2021-04-18,53,25.2,5.60,5.60
2021-04-19,51,25.6,2.30,2.30
2021-04-20,51,25.6,1.70,1.70
2021-04-21,63,25.8,11.10,11.10
2021-04-22,65,24.5,42.50,42.50
2021-04-23,53,25.8,2.00,2.00
2021-04-24,51,25.7,0.10,0.10
2021-04-25,51,25.8,0.20,0.20
2021-04-26,63,26.1,6.80,6.80
2021-04-27,61,26.6,3.50,3.50
2021-04-28,61,26.1,9.70,9.70
2021-04-29,61,25.6,8.80,8.80
2021-04-30,61,25.8,4.30,4.30
2021-05-01,63,26.4,8.10,8.10
2021-05-02,63,26.6,10.40,10.40
2021-05-03,61,26.8,4.40,4.40
2021-05-04,63,25.8,15.60,15.60
2021-05-05,63,25.4,20.10,20.10
2021-05-06,61,25.5,9.30,9.30
2021-05-07,63,26.2,12.20,12.20
2021-05-08,63,26.2,5.70,5.70
2021-05-09,61,26.3,4.50,4.50
2021-05-10,53,26.7,3.30,3.30
2021-05-11,63,26.5,8.20,8.20
2021-05-12,63,26.2,10.20,10.20
2021-05-13,63,26.2,12.80,12.80
2021-05-14,63,26.0,18.20,18.20
2021-05-15,65,25.8,86.20,86.20
2021-05-16,63,26.0,17.70,17.70
2021-05-17,53,25.7,2.20,2.20
2021-05-18,51,25.9,0.70,0.70
2021-05-19,53,25.7,1.70,1.70
2021-05-20,51,26.3,0.90,0.90
2021-05-21,63,26.4,4.90,4.90
2021-05-22,63,25.5,19.70,19.70
2021-05-23,3,26.4,0.00,0.00
2021-05-24,1,26.4,0.00,0.00
2021-05-25,63,26.6,5.20,5.20
2021-05-26,63,27.0,5.40,5.40
2021-05-27,63,26.9,10.60,10.60
2021-05-28,63,25.2,29.70,29.70
2021-05-29,63,24.6,40.30,40.30
2021-05-30,51,26.1,0.10,0.10
2021-05-31,61,25.2,14.10,14.10
2021-06-01,2,26.3,0.00,0.00
2021-06-02,2,26.8,0.00,0.00
2021-06-03,51,27.0,0.20,0.20
2021-06-04,61,26.4,5.10,5.10
2021-06-05,63,25.6,30.50,30.50
2021-06-06,55,25.6,2.80,2.80
2021-06-07,51,25.3,0.70,0.70
2021-06-08,51,25.7,0.40,0.40
2021-06-09,51,25.7,1.20,1.20
2021-06-10,63,25.4,5.40,5.40
2021-06-11,63,25.1,14.50,14.50
2021-06-12,61,25.8,5.00,5.00
2021-06-13,51,26.1,0.80,0.80
2021-06-14,61,26.0,4.90,4.90
2021-06-15,61,25.7,5.30,5.30
2021-06-16,63,25.7,10.20,10.20
2021-06-17,53,25.2,2.10,2.10
2021-06-18,53,25.7,1.50,1.50
2021-06-19,2,25.8,0.00,0.00
2021-06-20,51,25.9,0.30,0.30
2021-06-21,2,25.6,0.00,0.00
2021-06-22,53,25.2,2.30,2.30
2021-06-23,61,25.3,4.30,4.30
2021-06-24,63,25.1,8.10,8.10
2021-06-25,51,25.8,0.10,0.10
2021-06-26,55,25.4,4.30,4.30
2021-06-27,61,25.6,4.10,4.10
2021-06-28,63,25.0,13.00,13.00
2021-06-29,63,24.5,24.20,24.20
2021-06-30,63,24.7,13.90,13.90
2021-07-01,3,26.4,0.00,0.00
2021-07-02,53,26.3,1.90,1.90
2021-07-03,63,25.3,12.10,12.10
2021-07-04,53,24.7,4.50,4.50
2021-07-05,51,25.2,0.60,0.60
2021-07-06,51,24.9,0.70,0.70
2021-07-07,2,25.1,0.00,0.00
2021-07-08,63,25.5,4.70,4.70
2021-07-09,61,26.1,4.80,4.80
2021-07-10,63,25.3,22.00,22.00
2021-07-11,63,25.5,16.00,16.00
2021-07-12,61,25.2,11.90,11.90
2021-07-13,63,24.4,21.20,21.20
2021-07-14,3,25.5,0.00,0.00
2021-07-15,3,25.7,0.00,0.00
2021-07-16,2,26.2,0.00,0.00
2021-07-17,2,26.0,0.00,0.00
2021-07-18,51,25.7,0.60,0.60
2021-07-19,51,25.5,2.60,2.60
2021-07-20,2,26.0,0.00,0.00
2021-07-21,51,25.5,0.50,0.50
2021-07-22,2,25.6,0.00,0.00
2021-07-23,51,25.6,0.30,0.30
2021-07-24,53,25.6,2.50,2.50
2021-07-25,51,26.2,0.50,0.50
2021-07-26,1,26.5,0.00,0.00
2021-07-27,0,25.8,0.00,0.00
2021-07-28,1,25.9,0.00,0.00
2021-07-29,1,26.3,0.00,0.00
2021-07-30,61,25.9,6.90,6.90
2021-07-31,51,25.8,0.10,0.10
2021-08-01,65,24.9,20.40,20.40
2021-08-02,65,24.9,82.30,82.30
2021-08-03,61,25.7,3.80,3.80
2021-08-04,63,24.5,27.20,27.20
2021-08-05,61,25.5,3.60,3.60
2021-08-06,61,25.7,2.10,2.10
2021-08-07,51,26.2,0.70,0.70
2021-08-08,53,26.5,2.80,2.80
2021-08-09,63,25.6,13.90,13.90
2021-08-10,63,25.0,16.40,16.40
2021-08-11,63,25.4,11.60,11.60
2021-08-12,53,25.7,3.10,3.10
2021-08-13,53,26.0,1.00,1.00
2021-08-14,61,25.6,10.30,10.30
2021-08-15,61,25.1,9.30,9.30
2021-08-16,51,26.0,1.30,1.30
2021-08-17,53,25.8,3.00,3.00
2021-08-18,63,24.5,16.20,16.20
2021-08-19,65,23.8,88.80,88.80
2021-08-20,63,24.1,15.60,15.60
2021-08-21,61,23.9,11.50,11.50
2021-08-22,63,25.8,8.20,8.20
2021-08-23,65,24.9,41.10,41.10
2021-08-24,61,24.7,5.00,5.00
2021-08-25,53,25.2,0.90,0.90
2021-08-26,53,26.4,1.20,1.20
2021-08-27,51,25.9,1.20,1.20
2021-08-28,53,25.9,2.60,2.60
2021-08-29,63,26.2,5.20,5.20
2021-08-30,63,25.4,20.40,20.40
2021-08-31,63,24.6,28.60,28.60
2021-09-01,63,23.9,56.40,56.40
2021-09-02,65,24.2,95.40,95.40
2021-09-03,51,25.6,2.20,2.20
2021-09-04,63,25.9,7.10,7.10
2021-09-05,63,25.8,12.20,12.20
2021-09-06,63,25.2,17.40,17.40
2021-09-07,61,24.4,14.20,14.20
2021-09-08,63,24.3,13.00,13.00
2021-09-09,51,24.9,0.60,0.60
2021-09-10,51,25.8,0.20,0.20
2021-09-11,1,26.3,0.00,0.00
2021-09-12,63,25.6,13.50,13.50
2021-09-13,61,25.3,8.90,8.90
2021-09-14,53,25.4,1.90,1.90
2021-09-15,2,26.1,0.00,0.00
2021-09-16,53,26.3,1.50,1.50
2021-09-17,51,26.9,1.50,1.50
2021-09-18,63,26.3,16.70,16.70
2021-09-19,63,25.2,10.60,10.60
2021-09-20,61,24.9,7.80,7.80
2021-09-21,63,25.3,8.20,8.20
2021-09-22,61,25.5,5.30,5.30
2021-09-23,61,25.6,4.50,4.50
2021-09-24,63,26.2,11.30,11.30
2021-09-25,63,25.6,11.00,11.00
2021-09-26,63,25.3,20.60,20.60
2021-09-27,63,25.7,13.60,13.60
2021-09-28,63,25.6,35.60,35.60
2021-09-29,65,24.9,90.00,90.00
2021-09-30,55,25.2,2.30,2.30
2021-10-01,61,25.0,6.10,6.10
2021-10-02,51,25.5,1.60,1.60
2021-10-03,63,25.3,9.90,9.90
2021-10-04,63,25.1,9.50,9.50
2021-10-05,61,25.3,3.60,3.60
2021-10-06,61,25.0,7.00,7.00
2021-10-07,53,25.0,5.80,5.80
2021-10-08,51,25.6,1.10,1.10
2021-10-09,51,26.4,0.20,0.20
2021-10-10,61,26.2,5.20,5.20
2021-10-11,65,24.3,62.10,62.10
2021-10-12,53,25.5,3.40,3.40
2021-10-13,55,25.0,8.90,8.90
2021-10-14,61,24.8,14.80,14.80
2021-10-15,2,25.9,0.00,0.00
2021-10-16,51,26.0,0.20,0.20
