country;subnational1;subnational2;umd_tree_cover_density_2000__threshold;umd_tree_cover_extent_2000__ha;gfw_aboveground_carbon_stocks_2000__Mg_C;avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1;gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1;gfw_forest_carbon_gross_removals__Mg_CO2_yr-1;gfw_forest_carbon_net_flux__Mg_CO2e_yr-1;gfw_forest_carbon_gross_emissions_2001__Mg_CO2e;gfw_forest_carbon_gross_emissions_2002__Mg_CO2e;gfw_forest_carbon_gross_emissions_2003__Mg_CO2e;gfw_forest_carbon_gross_emissions_2004__Mg_CO2e;gfw_forest_carbon_gross_emissions_2005__Mg_CO2e;gfw_forest_carbon_gross_emissions_2006__Mg_CO2e;gfw_forest_carbon_gross_emissions_2007__Mg_CO2e;gfw_forest_carbon_gross_emissions_2008__Mg_CO2e;gfw_forest_carbon_gross_emissions_2009__Mg_CO2e;gfw_forest_carbon_gross_emissions_2010__Mg_CO2e;gfw_forest_carbon_gross_emissions_2011__Mg_CO2e;gfw_forest_carbon_gross_emissions_2012__Mg_CO2e;gfw_forest_carbon_gross_emissions_2013__Mg_CO2e;gfw_forest_carbon_gross_emissions_2014__Mg_CO2e;gfw_forest_carbon_gross_emissions_2015__Mg_CO2e;gfw_forest_carbon_gross_emissions_2016__Mg_CO2e;gfw_forest_carbon_gross_emissions_2017__Mg_CO2e;gfw_forest_carbon_gross_emissions_2018__Mg_CO2e;gfw_forest_carbon_gross_emissions_2019__Mg_CO2e;gfw_forest_carbon_gross_emissions_2020__Mg_CO2e;gfw_forest_carbon_gross_emissions_2021__Mg_CO2e;gfw_forest_carbon_gross_emissions_2022__Mg_CO2e
Indonesia;Aceh;Simeulue;30;170182;20426858;120;428128;494338;-66210;142408;396017;199715;781254;2111306;768694;121575;347122;1036707;146725;564040;144118;249210;403795;81628;304762;289850;198566;197101;303280;289277;341670
Indonesia;Aceh;Simeulue;50;167128;20291679;121;426516;477301;-50785;142275;395846;199259;780314;2109399;768036;121479;346612;1035576;146590;563692;143955;247915;402198;81224;302891;287747;196713;195354;296737;282583;336953
Indonesia;Aceh;Simeulue;75;159535;19865587;125;416853;438290;-21437;141462;393129;196558;768429;2080542;753892;120669;341749;1017978;144576;557307;142486;241100;392464;78994;293012;275799;187600;186108;279408;261581;315932
Indonesia;Aceh;Subulussalam;0;115243;13486858;117;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Aceh;Subulussalam;10;108674;13470114;124;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Aceh;Subulussalam;15;108214;13445825;124;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Aceh;Subulussalam;20;107923;13430008;124;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Aceh;Subulussalam;25;107729;13419567;125;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Aceh;Subulussalam;30;107342;13398170;125;1451704;327913;1123791;353282;257887;322990;945089;799624;1585051;697094;4768471;2741777;2037898;1926492;4024945;1167890;1784222;810755;783401;1100643;2145416;984912;892338;784165;1023136
Indonesia;Aceh;Subulussalam;50;105191;13262582;126;1446514;317620;1128893;352898;257675;322421;943712;798833;1583119;696309;4766531;2740394;2037139;1924870;4020244;1163700;1772847;808687;777966;1093463;2122713;979090;880153;773792;1006745
Indonesia;Aceh;Subulussalam;75;98079;12745416;130;1418716;283052;1135664;349126;254174;315816;930657;789845;1560294;687204;4740286;2720644;2023856;1910123;3986951;1138088;1726603;795436;753491;1064890;2027991;951963;825470;724281;934569
Indonesia;Bali;Badung;0;39672;1688734;43;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Badung;10;18037;1653153;92;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Badung;15;16968;1608955;95;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Badung;20;16529;1587249;96;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Badung;25;16117;1567893;97;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Badung;30;15590;1540368;99;14048;85897;-71849;20587;11721;3513;19823;8493;10210;14734;10516;22203;9570;13550;31763;8176;28694;2157;13654;18236;6247;9950;5586;12938;26732
Indonesia;Bali;Badung;50;13716;1421951;104;13148;75583;-62435;20402;11460;3490;19382;8418;9952;13842;10082;21048;9236;12969;29838;6229;22378;2008;13289;17099;5318;9007;5213;12477;26114
Indonesia;Bali;Badung;75;10437;1161265;111;10568;57762;-47193;18920;9491;3184;16131;7409;8133;11537;8369;17593;8089;10960;23180;2825;10640;1417;11136;13984;3782;6209;4389;11497;23626
Indonesia;Bali;Bangli;0;52218;3687732;71;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Bangli;10;39209;3658700;93;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Bangli;15;38524;3620208;94;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Bangli;20;38094;3593688;94;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Bangli;25;37617;3565046;95;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Bangli;30;36964;3522918;95;20404;460678;-440274;17458;19582;10440;37007;15311;53109;16867;11867;29436;10548;9987;55660;12485;27791;9865;10833;27530;7521;9197;13021;12555;30817
Indonesia;Bali;Bangli;50;34405;3345526;97;19880;434457;-414577;17405;19343;10440;36786;15158;52795;16740;11748;29253;10389;9987;55002;11591;24628;9555;10077;26327;7177;8720;12612;12019;29612
Indonesia;Bali;Bangli;75;25756;2674198;104;17336;320333;-302997;16732;18135;10156;34504;14492;51094;15814;11369;27364;9300;9803;51509;7259;15405;7327;8340;20544;5277;6192;9868;8852;22057
Indonesia;Bali;Buleleng;0;131718;10782705;82;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Buleleng;10;99611;10736452;108;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Buleleng;15;98627;10686853;108;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Buleleng;20;97694;10636734;109;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Buleleng;25;96667;10582116;109;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Buleleng;30;95591;10522700;110;43620;444570;-400949;70072;43519;29212;44910;32607;93095;40904;28370;54124;23609;25980;156267;32726;89034;3897;25863;48364;28401;18518;14717;22668;32786
Indonesia;Bali;Buleleng;50;89619;10145082;113;42256;402886;-360630;69372;43319;29175;44605;32524;92866;40778;28287;54009;23609;25894;153932;28064;80526;3425;25145;43939;26139;16981;13916;21349;31775
Indonesia;Bali;Buleleng;75;74746;8990890;120;37171;304269;-267098;65732;41379;28980;42301;30986;88840;39862;27124;52120;23166;25203;133922;14384;53163;2270;23185;33755;19652;13503;11703;18390;28136
Indonesia;Bali;Denpasar;0;12575;114405;9;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Denpasar;10;2174;102236;47;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Denpasar;15;1595;84633;53;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Denpasar;20;1512;81403;54;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Denpasar;25;1387;76680;55;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Denpasar;30;1293;72735;56;1311;16438;-15127;3894;1145;684;1691;1111;1627;1255;597;1745;1689;893;3681;2485;2323;0;146;1200;1712;693;0;275;0
Indonesia;Bali;Denpasar;50;966;55568;57;1174;14677;-13503;3837;1122;638;1605;1072;1518;1141;533;1723;1516;805;3518;1706;2102;0;146;678;1490;590;0;92;0
Indonesia;Bali;Denpasar;75;526;29119;55;798;12611;-11813;3617;897;426;975;719;1034;594;400;940;1072;459;2863;586;1279;0;57;217;1254;103;0;65;0
Indonesia;Bali;Gianyar;0;36528;2081821;57;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Gianyar;10;23110;2053847;89;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Gianyar;15;21713;1992832;92;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Gianyar;20;21271;1970578;93;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Gianyar;25;20760;1945370;94;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Gianyar;30;20183;1913953;95;12945;212524;-199580;33476;20775;5937;19332;17714;15394;18102;10563;19277;15032;6699;28577;10191;24944;4871;1340;4598;5725;8239;1743;1781;10470
Indonesia;Bali;Gianyar;50;17865;1760266;99;12284;196136;-183852;32686;20369;5875;19041;17027;15138;17509;10353;18631;14737;6668;27402;8401;21599;4029;1282;4022;4775;7334;1743;1710;9919
Indonesia;Bali;Gianyar;75;12564;1320877;105;9922;150164;-140242;28138;18552;5301;16235;13771;13116;15049;8885;16517;12703;5933;22710;4665;10752;2940;1107;2637;2549;5386;1217;1530;8591
Indonesia;Bali;Jembrana;0;85083;8680067;102;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Jembrana;10;74071;8664107;117;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Jembrana;15;73293;8626127;118;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Jembrana;20;72829;8601888;118;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Jembrana;25;72363;8578427;119;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Jembrana;30;71785;8546931;119;72682;354030;-281348;23178;28649;41321;38838;34337;72039;177589;49677;57734;32330;40676;59587;100142;227472;42195;23257;22290;64599;325591;58767;42246;36483
Indonesia;Bali;Jembrana;50;69351;8394383;121;69554;334786;-265232;23087;28535;41296;37977;34314;71469;177355;49650;57678;32216;40470;57642;79817;211427;37694;22940;21974;64162;304207;58464;41616;36188
Indonesia;Bali;Jembrana;75;61825;7828122;127;59229;271761;-212532;22462;27633;41182;35344;33945;66851;175650;49108;57271;31617;39580;52815;36234;157871;25523;21907;19516;57765;220437;56963;39261;34102
Indonesia;Bali;Karangasem;0;84189;5390984;64;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Karangasem;10;56596;5358373;95;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Karangasem;15;55228;5289311;96;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Karangasem;20;54408;5243485;96;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Karangasem;25;52857;5158222;98;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Karangasem;30;51239;5065128;99;21013;367703;-346690;39796;41643;10861;23659;19903;43592;12674;10367;18325;7297;4114;58294;5869;22410;11216;10562;6477;70586;12607;8655;15121;8269
Indonesia;Bali;Karangasem;50;46189;4741926;103;20476;332696;-312221;39737;41437;10861;23448;19738;43295;12634;10282;18078;7120;4114;57859;5129;20244;10794;10399;5829;69428;10943;8519;12871;7702
Indonesia;Bali;Karangasem;75;35584;3905760;110;18755;251617;-232862;38993;39848;10648;22320;19314;41821;12306;9457;16710;6712;3394;55207;3137;13620;8655;9717;3659;67748;7976;7649;8284;5427
Indonesia;Bali;Klungkung;0;31565;930844;29;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Klungkung;10;11159;906980;81;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Klungkung;15;10295;867592;84;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Klungkung;20;9861;845755;86;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Klungkung;25;9389;823125;88;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Klungkung;30;8899;797014;90;5440;62782;-57342;7360;5596;604;11181;2158;3949;1767;1659;2438;3955;3781;8766;18718;20390;384;413;1802;1878;15148;1226;1243;5265
Indonesia;Bali;Klungkung;50;7091;684483;97;4727;52201;-47474;7210;5427;604;10741;2118;3826;1738;1608;2385;3838;3043;7916;14816;17693;384;386;1581;1410;11191;1128;1102;3843
Indonesia;Bali;Klungkung;75;4406;473959;108;3114;36177;-33063;6118;4169;349;8394;1579;3557;1490;1227;1961;3053;1656;5415;6040;11291;191;386;1227;466;6295;732;900;2008
Indonesia;Bali;Tabanan;0;85521;7415413;87;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Tabanan;10;68038;7380816;108;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Tabanan;15;66494;7307294;110;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Tabanan;20;65604;7259995;111;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Tabanan;25;64912;7224049;111;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bali;Tabanan;30;63940;7170020;112;20680;387143;-366462;39300;14226;12327;20628;14722;23060;22640;20764;24071;20200;25949;45891;9632;54717;966;10698;23030;11560;24769;5261;15164;15390
Indonesia;Bali;Tabanan;50;59977;6905696;115;19727;367373;-347646;39045;14104;11904;20255;14438;22878;22366;20421;23487;19992;25649;43906;7425;46417;876;10292;22484;11103;23205;4985;14420;14341
Indonesia;Bali;Tabanan;75;50765;6137413;121;16982;317335;-300352;36618;11883;10878;17604;13198;21808;20511;18812;21120;18427;23049;39302;4435;28952;834;9172;20123;9639;18081;4352;12471;12342
Indonesia;Bangka Belitung;Bangka;0;305686;18117492;59;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka;10;242843;18037287;74;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka;15;239837;17926588;75;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka;20;237614;17839643;75;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka;25;235927;17776869;75;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka;30;233067;17665888;76;2717293;1415735;1301558;1268872;1305686;541046;1806091;1579637;1239343;3327698;1170702;4668597;1651628;3263558;3035440;1858826;4209316;4810593;6790004;2530188;2290357;2233615;2723825;3713121;3762301
Indonesia;Bangka Belitung;Bangka;50;219373;17051992;78;2659615;1344282;1315333;1258479;1288715;534816;1786006;1555981;1222093;3292836;1161469;4638592;1645472;3231149;3003184;1819779;4088224;4649386;6640735;2449147;2209917;2142771;2617861;3616932;3657976
Indonesia;Bangka Belitung;Bangka;75;167443;14162581;85;2294289;1081478;1212810;1193584;1183169;490267;1637266;1397282;1107431;2985527;1064171;4297918;1567648;2915954;2746153;1589846;3361770;3675465;5571836;2014821;1782528;1708208;2092144;3053312;3038051
Indonesia;Bangka Belitung;Bangka Barat;0;288944;18310834;63;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Barat;10;240725;18260281;76;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Barat;15;238723;18187041;76;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Barat;20;237455;18137924;76;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Barat;25;236594;18105625;77;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Barat;30;234838;18038421;77;2453918;1364906;1089012;1122627;1193915;666435;1843366;1139807;1868191;1445599;3685999;6219336;1424685;2501706;4125433;1820116;4725744;3226842;3713424;2064808;2193801;2150289;2160599;2285572;2407906
Indonesia;Bangka Belitung;Bangka Barat;50;225235;17621129;78;2419832;1319047;1100785;1116570;1187113;662840;1833304;1132961;1856955;1439276;3667532;6196862;1417840;2488422;4101683;1789337;4626943;3158147;3652252;2011227;2136097;2084156;2100730;2229758;2346301
Indonesia;Bangka Belitung;Bangka Barat;75;188613;15762448;84;2218984;1154985;1064000;1079085;1138647;633663;1748353;1077771;1757652;1373993;3482216;5945919;1359494;2379261;3921828;1608798;4102088;2749988;3258776;1733413;1862668;1753273;1823570;1980690;2046507
Indonesia;Bangka Belitung;Bangka Selatan;0;361572;22582386;62;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Selatan;10;316975;22516702;71;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Selatan;15;313525;22411254;71;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Selatan;20;311227;22335297;72;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Selatan;25;309706;22288324;72;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Selatan;30;307092;22203540;72;3318183;1836569;1481614;2318380;1155979;996132;2238114;2826902;1242118;2387146;2183025;5656244;3418713;2687623;3776053;1116466;3681363;4246890;13679143;3456874;2212224;2045089;2583763;4443984;4647797
Indonesia;Bangka Belitung;Bangka Selatan;50;291072;21620985;74;3263004;1748265;1514740;2299582;1143186;986551;2221964;2807807;1230984;2371470;2163530;5616502;3402515;2667866;3735650;1091151;3613723;4163976;13528858;3356009;2133856;1957757;2483463;4314769;4494925
Indonesia;Bangka Belitung;Bangka Selatan;75;228039;18604525;82;2884665;1413845;1470820;2175840;1059187;916272;2080324;2628610;1138532;2212078;1998543;5194508;3223042;2497050;3494029;930273;3107333;3548457;11855129;2763480;1723002;1548119;2024614;3612207;3732001
Indonesia;Bangka Belitung;Bangka Tengah;0;222003;13150678;59;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Tengah;10;180537;13101415;73;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Tengah;15;178004;13015710;73;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Tengah;20;176586;12964556;73;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Tengah;25;175548;12929349;74;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Bangka Tengah;30;173730;12863999;74;2082144;1004200;1077944;689618;388846;345243;913336;2057387;829253;1652384;1241240;4591812;2554473;2491691;2884545;907160;2780703;3026608;4495591;1954171;1753887;1711202;2130687;2884121;3523211
Indonesia;Bangka Belitung;Bangka Tengah;50;163423;12453135;76;2040271;946219;1094052;680787;383067;339923;901875;2029634;817381;1635290;1224666;4549944;2534630;2466650;2851364;891034;2720481;2969611;4415318;1905203;1705227;1633048;2045951;2795006;3389878
Indonesia;Bangka Belitung;Bangka Tengah;75;122549;10385241;85;1748367;727043;1021325;620147;342012;303464;806717;1806484;729275;1478034;1096433;4158144;2350363;2261665;2582838;745593;2242690;2442600;3681387;1562829;1406434;1270349;1634680;2250397;2691547
Indonesia;Bangka Belitung;Belitung;0;231268;19231974;83;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Belitung;10;199154;19181185;96;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Belitung;15;197163;19107387;97;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Belitung;20;196022;19063597;97;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Belitung;25;195076;19028225;98;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Belitung;30;193579;18971083;98;2188206;925407;1262799;692951;749488;245375;1976805;1492579;4075344;2354087;1847667;6677823;1371459;3877367;4139200;2179491;3125244;3231145;3388322;1426614;928202;1132800;996611;1054242;1177717
Indonesia;Bangka Belitung;Belitung;50;185745;18625496;100;2170360;883893;1286467;689714;745555;244615;1967946;1485348;4059403;2347288;1839119;6649480;1367659;3863492;4110435;2153906;3083955;3194237;3363972;1409645;909841;1107452;974775;1034030;1146054
Indonesia;Bangka Belitung;Belitung;75;164094;17411903;106;2075178;778768;1296410;673462;723427;238109;1917884;1446933;3942854;2300495;1787989;6420823;1334731;3750558;3952473;2015785;2882620;3017146;3225293;1324926;834906;1006486;889686;943744;1023597
Indonesia;Bangka Belitung;Belitung Timur;0;255403;16666847;65;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Belitung Timur;10;195327;16596720;85;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Belitung Timur;15;191401;16467599;86;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Belitung Timur;20;189461;16401411;87;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Belitung Timur;25;187612;16339866;87;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Belitung Timur;30;184916;16248610;88;1550811;832129;718682;708141;596006;606042;2381924;676870;1222376;491323;779602;4484371;1534242;1511737;2509177;1391318;2733362;3062158;2988013;1236323;666110;1200086;1166382;1236936;935342
Indonesia;Bangka Belitung;Belitung Timur;50;171040;15692742;92;1522033;758230;763804;705803;592438;596967;2352305;669430;1206106;488741;771350;4441496;1523586;1499283;2478172;1363251;2672262;2999242;2953688;1220082;628321;1130829;1109425;1185047;896913
Indonesia;Bangka Belitung;Belitung Timur;75;138104;13995762;101;1389128;604306;784822;691185;569583;562701;2219718;633975;1125688;470457;715659;4189226;1465900;1417162;2330017;1229186;2394947;2678774;2716346;1134332;486684;891680;912659;978609;746324
Indonesia;Bangka Belitung;Pangkalpinang;0;10948;352298;32;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Pangkalpinang;10;6241;343986;55;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Pangkalpinang;15;6037;336611;56;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Pangkalpinang;20;5919;332084;56;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Pangkalpinang;25;5812;328186;56;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Bangka Belitung;Pangkalpinang;30;5628;321115;57;52000;48368;3632;10833;10601;8772;17306;25950;15627;39255;16390;75396;36682;34239;103184;44492;111076;185025;147447;41655;37235;43779;56840;47940;34269
Indonesia;Bangka Belitung;Pangkalpinang;50;4893;290098;59;50233;44391;5841;10698;10441;8697;17141;24811;15358;38388;15956;73895;35756;33212;101342;43707;106738;181545;144477;38639;34272;40076;52648;45564;31759
Indonesia;Bangka Belitung;Pangkalpinang;75;2763;181797;66;40389;33928;6461;10029;9285;7600;15466;19305;12090;31909;13121;59560;30176;28347;90722;36565;83533;152724;122416;25753;22758;25921;33349;34473;23462
Indonesia;Banten;Cilegon;0;16373;397984;24;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Cilegon;10;4777;389433;82;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Cilegon;15;4420;374441;85;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Cilegon;20;4235;365500;86;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Cilegon;25;3984;353287;89;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Cilegon;30;3667;337528;92;1184;25104;-23920;1458;244;126;306;55;972;295;272;906;403;10822;4658;0;0;103;43;1731;71;1283;1229;35;1029
Indonesia;Banten;Cilegon;50;2884;287162;100;1097;20491;-19394;1458;226;126;274;55;737;240;246;855;275;10383;4625;0;0;83;43;1523;0;1217;779;35;952
Indonesia;Banten;Cilegon;75;1802;199483;111;813;14061;-13249;1332;196;87;85;0;484;230;246;464;151;8630;3485;0;0;61;0;880;0;706;311;0;530
Indonesia;Banten;Kota Serang;0;26478;591686;22;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Kota Serang;10;7294;576158;79;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Kota Serang;15;6851;556344;81;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Kota Serang;20;6664;546784;82;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Kota Serang;25;6395;532932;83;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Kota Serang;30;5813;503376;87;2611;36184;-33574;1285;672;776;1521;932;5435;1387;570;3942;2053;1663;5868;675;1547;0;834;5510;2942;7560;4179;5318;2760
Indonesia;Banten;Kota Serang;50;4788;438194;92;2355;30381;-28026;1266;629;776;1408;883;5112;1387;502;3789;2003;1610;5756;675;1518;0;695;5319;2311;5791;3737;4185;2461
Indonesia;Banten;Kota Serang;75;3369;335459;100;1834;22383;-20549;1094;494;694;1160;499;3643;1213;341;3000;1680;1494;4912;675;1422;0;532;4385;1633;3585;2727;3271;1889
Indonesia;Banten;Kota Tangerang;0;18137;28816;2;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Kota Tangerang;10;332;15666;47;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Kota Tangerang;15;177;9197;52;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Kota Tangerang;20;162;8378;52;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Kota Tangerang;25;114;6073;53;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Kota Tangerang;30;78;4439;57;107;3077;-2970;361;91;0;144;47;58;285;112;253;471;463;68;0;0;0;0;0;0;0;0;0;0
Indonesia;Banten;Kota Tangerang;50;30;1702;58;71;2798;-2727;271;40;0;52;0;0;229;61;149;381;322;46;0;0;0;0;0;0;0;0;0;0
Indonesia;Banten;Kota Tangerang;75;7;417;61;17;2678;-2661;118;0;0;0;0;0;119;61;0;0;58;25;0;0;0;0;0;0;0;0;0;0
Indonesia;Banten;Lebak;0;330781;28683293;87;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Lebak;10;288499;28603421;99;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Lebak;15;285098;28433111;100;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Lebak;20;283036;28324151;100;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Lebak;25;280550;28196352;101;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;Banten;Lebak;30;276562;27982228;101;660034;1667155;-1007121;273632;399902;110826;343242;186947;471621;356742;211237;821204;645287;637377;1320412;672134;748426;730492;792491;1335493;1134412;1007563;781291;837374;702646
Indonesia;Banten;Lebak;50;259091;26845631;104;648590;1557619;-909029;272364;397028;109886;340921;186383;469202;355379;210632;818322;644007;634441;1313922;656377;733077;710879;776733;1298885;1109664;969647;760153;815424;685660
Indonesia;Banten;Lebak;75;211735;23207233;110;585768;1249147;-663379;262255;374161;102682;323200;176959;436569;340304;203073;783402;626808;605704;1273064;595013;650549;604910;682432;1092118;974340;810811;663119;710932;594496
