"iso","adm1","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"IDN",22,2003,7247.80507658439106459,6118151.018911200482136
"IDN",23,2003,11730.64193656908100878,9053240.230011497772281
"IDN",24,2003,57204.76228231491720886,54027285.8793607471422036
"IDN",25,2003,6884.89166730839456617,4984216.222380690432030
"IDN",26,2003,5983.78249984581259836,4065043.699934840558786
"IDN",27,2003,20131.49917642839758777,14545484.8416320178070138
"IDN",28,2003,13417.63380315428597423,9226608.943244707708988
"IDN",29,2003,2909.74179164295274349,2277382.075044837043686
"IDN",30,2003,9832.15677681812701835,6800089.795321801449239
"IDN",31,2003,30692.92084733222866476,18853223.031752888858746
"IDN",32,2003,37482.57786506132305808,17120540.020905655173233
"IDN",33,2003,8.53663854105170380,4142.19460496745875
"IDN",1,2004,19137.46341678265029506,11123215.801605452330011
"IDN",2,2004,369.70022608177573626,217070.120593265125126
"IDN",3,2004,21976.06790108270058280,11176941.479763569022679
"IDN",4,2004,1404.16358935709247707,809296.716183931230568
"IDN",5,2004,25984.81755917000706135,17868500.226119218526961
"IDN",6,2004,6950.04729174686347935,4536687.423804330277223
"IDN",7,2004,1.68266389002251493,631.790875811088832
"IDN",8,2004,97084.77923954094345219,87118172.206030781803451
"IDN",9,2004,3658.35706917236634320,2123237.529319709205083
"IDN",10,2004,3568.46515660671152172,2057429.337786969561861
"IDN",11,2004,6465.26088396567992147,4137272.602312159922859
"IDN",12,2004,113921.89850706503536381,75369530.699013760065704
"IDN",13,2004,41871.15427986198221587,24757858.930556335323875
"IDN",14,2004,169838.21122593990811654,112998438.232598883467316
"IDN",15,2004,107836.76648392290967557,69362103.096235432875060
"IDN",16,2004,4533.21228509464039519,2533654.078605179476798
"IDN",17,2004,10520.75615628045932076,5544898.5434070900372104
"IDN",18,2004,12041.97720299379902279,9136216.648099979456121
"IDN",19,2004,7366.23615240146550821,5144747.863199400832365
"IDN",20,2004,4554.26682539827346451,2660704.100488004557984
"IDN",21,2004,4687.05573935543414924,2489379.042569660419532
"IDN",22,2004,12226.05267597944058917,9726039.0115337030547217
"IDN",23,2004,19129.08596258373537986,14610741.798889915471744
"IDN",24,2004,270587.18071704162278013,288750642.620333448642312
"IDN",25,2004,15736.54527693974267270,11133411.579043250106379
"IDN",26,2004,17831.91462133831300415,11507044.771664870552884
"IDN",27,2004,40159.72417890188063835,28175440.943673516715982
"IDN",28,2004,41601.20407769453845879,28658115.827851388933132
"IDN",29,2004,6841.57414456183478796,5043370.738254704087095
"IDN",30,2004,26546.71885552451917957,18959756.740726995001407
"IDN",31,2004,102153.66692804790968478,67360022.5971483957583624
"IDN",32,2004,72386.22532052072658694,32901058.234005328094739
"IDN",33,2004,70.42444062171601954,32775.20689490355461
"IDN",1,2005,26479.75946865838390424,16652262.814481432773914
"IDN",2,2005,236.85021558418669821,146356.795477087422094
"IDN",3,2005,19840.00517660387419691,9799131.470822436571012
"IDN",4,2005,544.63693390471377791,305052.37899678395892
"IDN",5,2005,13141.63822768974909944,9004460.139579095002916
