"iso","adm1","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"IDN",6,2005,4241.13715851680364024,2953049.892042020494471
"IDN",7,2005,0.53538445848280173,160.16696501945470
"IDN",8,2005,71002.00308085555915912,60589127.7279945416497732
"IDN",9,2005,2325.97641353553144749,1488892.301736200448623
"IDN",10,2005,1702.78611373926850103,1011788.427516607782322
"IDN",11,2005,2820.16822685113672686,1760002.615776498318669
"IDN",12,2005,104565.44873364111275210,72883236.333640072911825
"IDN",13,2005,25391.90099884233712206,14378131.6968608694886410
"IDN",14,2005,158552.42351048544403396,107557263.244162742954873
"IDN",15,2005,90696.12399400594456043,58313253.256235711522640
"IDN",16,2005,8092.51332528779084927,4390403.858417129822475
"IDN",17,2005,9318.98873374741262321,4677670.660398990311029
"IDN",18,2005,6417.26305357166654309,4952507.569610961965511
"IDN",19,2005,5605.49985772228560731,3938369.197172076773185
"IDN",20,2005,2034.90165559233133234,1194975.691799914128358
"IDN",21,2005,5052.56865011607515902,2732777.563194883188161
"IDN",22,2005,7084.54249793789509559,5518699.010387408244626
"IDN",23,2005,14727.92808826832500382,11140372.739478219585896
"IDN",24,2005,355414.66107908480701971,369454214.589467217899410
"IDN",25,2005,9395.92438761756046252,6807910.5750385433137085
"IDN",26,2005,8572.74750546173935775,5577758.6360432970049565
"IDN",27,2005,18073.36153976932630853,12942187.360304430283372
"IDN",28,2005,16418.67789367758464431,11291911.218509907587726
"IDN",29,2005,3473.99187192034690694,2593518.752191434056656
"IDN",30,2005,29283.97352223663005548,22593963.946091888291211
"IDN",31,2005,87403.78464616097006461,62668580.619283416890990
